year,exporter,expAddress,exporterCity,quant,units,importer,impAddress,impCity,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,40.82332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,773.3752128,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,222.7139176,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4886.552004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1016.954385,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,2114.194643,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4550.893554,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,19.95807001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,8.164665003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,16.78292251,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,31.75147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,125.6451226,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.071850004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,10.4326275,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,8.164665003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,7.257480003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,223.6211026,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1605.717451,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,40.82332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,87.99694504,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,59.87421002,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,171.4579651,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1201.11294,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,50.80236002,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,18.14370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,19.95807001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,27.66914251,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,84.82179753,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,89.81131504,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,175.5402976,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,56.24547002,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,38.10177002,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,10303.35364,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,43.99847252,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,19.50447751,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,94.80083254,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,281.2273501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.082332502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,18.14370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,97.52238754,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,4.989517502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.628740001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,33.11225251,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,8.164665003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,10.88622,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,34.92662251,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,20.86525501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3334.358469,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3459.096406,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,2737.430739,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,79.83228003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,29.93710501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3.175147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,25.85477251,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,54.88469252,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,261.2692801,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,294.3815326,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,61.68858002,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1425.641228,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,349.7198176,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,5.896702502,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1.814370001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,31.75147501,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,70.76043003,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,233.6001376,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,71.66761503,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,9.979035004,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,199.5807001,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,253.5582076,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,1035.551678,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,229.0642126,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,400 GALIBEAU STREET,THURSO,3697.232469,kg,CLEAN HARBORS INC,309 AMERICAN CIRCLE,EL DORADO,,
2010,CLEAN HARBORS INC,4090 TALFER ROAD RR #1,CORUNNA,16110,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,4090 TALFER ROAD RR #1,CORUNNA,15270,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,4090 TALFER ROAD RR #1,CORUNNA,15250,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,4090 TALFER ROAD RR #1,CORUNNA,15010,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,16210,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,18380,kg,CLEAN HARBORS INC,581 MILLIKEN DRIVE SE,HEBRON,,
2010,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,9463.525,l,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBELL,,
2010,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,21816.43848,kg,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBELL,,
2010,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,9463.525,l,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBELL,,
2010,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,22216.05347,kg,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBELL,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,889.9484854,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,502.1268977,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,128.8202701,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,981.5741704,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,992.9139829,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,954.8122129,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,982.9349479,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,9,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,9,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,4,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,18,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,4,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,7,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,5,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,8,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,8,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,9,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,7,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,1,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,3,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
2011,CLEAN HARBORS INC,551 AVONHEAD ROAD,MISSISSAUGA,2,kg,CLEAN HARBORS INC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,,
