Id,Year,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Hispanic,Estimate; Total: - Some Other Race alone,Estimate; Total: - Two or More Races:
1500000US220710131001,2010,372,15,355,1,0,0,2,1,0
1500000US220710131002,2010,468,23,410,6,0,1,40,14,14
1500000US220710131003,2010,305,17,282,0,0,0,10,4,2
1500000US220710131004,2010,280,12,261,1,0,0,13,2,4
1500000US220710132001,2010,443,141,289,1,0,0,6,1,11
1500000US220710132002,2010,809,158,609,1,4,0,60,30,7
1500000US220710132003,2010,700,145,520,2,4,1,40,16,12
1500000US220710132004,2010,505,262,224,0,5,0,4,4,10
1500000US220710133011,2010,849,799,8,7,27,0,48,4,4
1500000US220710133012,2010,1364,1270,28,3,35,0,59,15,13
1500000US220710133013,2010,562,532,16,0,5,1,23,5,3
1500000US220710133014,2010,678,626,22,0,18,0,38,8,4
1500000US220710133021,2010,1668,877,561,1,124,1,174,65,39
1500000US220710133022,2010,796,649,83,4,34,0,22,8,18
1500000US220710134001,2010,515,451,35,0,22,0,30,4,3
1500000US220710134002,2010,737,427,279,0,16,0,38,7,8
1500000US220710134003,2010,1024,630,221,8,133,0,66,8,24
1500000US220710135001,2010,435,346,26,2,46,0,23,4,11
1500000US220710135002,2010,571,512,26,5,10,1,25,9,8
1500000US220710135003,2010,654,586,36,4,11,0,26,10,7
1500000US220710135004,2010,678,629,23,10,6,0,24,2,8
1500000US220710136001,2010,458,272,163,0,2,0,23,10,11
1500000US220710136002,2010,475,73,382,2,7,0,14,7,4
1500000US220710137001,2010,0,0,0,0,0,0,0,0,0
1500000US220710137002,2010,308,6,292,0,0,0,6,4,6
1500000US220710137003,2010,792,4,773,10,0,0,1,0,5
1500000US220710137004,2010,905,36,850,0,0,2,23,0,17
1500000US220710138001,2010,237,3,229,0,0,0,2,0,5
1500000US220710138002,2010,166,10,153,0,1,0,1,1,1
1500000US220710138003,2010,571,41,509,0,0,0,24,10,11
1500000US220710139001,2010,827,475,236,4,33,0,127,51,28
1500000US220710139002,2010,697,394,257,6,12,0,36,11,17
1500000US220710140001,2010,308,3,301,0,1,0,5,1,2
1500000US220710140002,2010,577,8,564,2,0,0,3,0,3
1500000US220710140003,2010,595,54,511,2,1,0,35,15,12
1500000US220710140004,2010,119,1,106,2,0,0,11,3,7
1500000US220710141001,2010,758,142,587,9,5,0,23,0,15
1500000US220710141002,2010,287,80,189,4,0,0,16,4,10
1500000US220710141003,2010,1116,152,916,2,26,1,34,10,9
1500000US220710142001,2010,497,129,328,1,7,0,40,18,14
1500000US220710142002,2010,735,441,246,2,9,0,48,13,24
1500000US220710142003,2010,447,189,240,2,1,0,20,4,11
1500000US220710143001,2010,143,1,140,1,0,0,1,0,1
1500000US220710143002,2010,2,0,2,0,0,0,0,0,0
1500000US220710143003,2010,799,20,740,3,4,0,59,25,7
1500000US220710144001,2010,255,140,99,0,5,0,15,9,2
1500000US220710144002,2010,639,283,310,7,1,1,49,19,18
1500000US220710144003,2010,672,441,183,3,7,1,52,22,15
1500000US220710145001,2010,3059,419,2589,2,7,0,136,17,25
1500000US220719800001,2010,4,4,0,0,0,0,1,0,0
1500000US220719801001,2010,4,0,4,0,0,0,0,0,0
1500000US220719900000,2010,0,0,0,0,0,0,0,0,0
1500000US220510201011,2010,1415,1197,68,7,37,0,215,69,37
1500000US220510201012,2010,1333,1293,3,6,16,0,71,11,4
1500000US220510201021,2010,1208,1104,37,1,43,0,50,8,15
1500000US220510201022,2010,942,889,8,0,18,0,42,4,23
1500000US220510201023,2010,826,798,1,3,14,0,21,5,5
1500000US220510202011,2010,790,543,109,1,83,0,80,25,29
1500000US220510202012,2010,1288,948,140,9,101,5,170,40,45
1500000US220510202021,2010,2255,740,623,15,153,2,998,621,101
1500000US220510202022,2010,938,450,209,17,62,1,316,137,62
1500000US220510202031,2010,1889,1145,270,31,156,0,583,227,60
1500000US220510202032,2010,2796,2475,28,4,182,1,212,76,30
1500000US220510202033,2010,1351,1179,31,6,105,0,88,18,12
1500000US220510202034,2010,1117,1013,13,1,70,0,108,11,9
1500000US220510203011,2010,1230,1139,9,0,48,0,59,13,21
1500000US220510203012,2010,1996,1810,18,3,115,0,105,9,41
1500000US220510203021,2010,1830,1536,73,6,128,4,218,32,51
1500000US220510203022,2010,1659,1460,27,3,95,0,248,42,32
1500000US220510203023,2010,849,701,33,4,68,1,127,15,27
1500000US220510203024,2010,938,817,20,0,52,1,130,36,12
1500000US220510203031,2010,1162,1000,38,3,37,0,153,54,30
1500000US220510203032,2010,1654,1415,113,0,85,0,132,21,20
1500000US220510203033,2010,920,810,32,0,29,1,96,22,26
1500000US220510204001,2010,1394,1312,11,0,52,3,100,12,4
1500000US220510204002,2010,1736,1604,32,1,71,0,91,8,20
1500000US220510205021,2010,1024,586,149,5,26,0,443,232,26
1500000US220510205022,2010,2579,1905,180,19,65,2,975,305,103
1500000US220510205023,2010,2784,1584,687,13,107,2,850,310,81
1500000US220510205051,2010,1002,31,935,0,0,0,62,31,5
1500000US220510205052,2010,877,156,604,3,0,0,169,90,24
1500000US220510205061,2010,1303,955,76,0,79,3,512,155,35
1500000US220510205062,2010,1413,956,211,2,68,0,413,115,61
1500000US220510205063,2010,1514,1223,92,8,103,0,323,54,34
1500000US220510205071,2010,2203,1553,381,4,93,0,411,109,63
1500000US220510205072,2010,2040,1639,131,4,53,0,549,147,66
1500000US220510205081,2010,2145,1456,349,13,42,3,570,197,85
1500000US220510205082,2010,1770,1065,373,5,30,0,640,229,68
1500000US220510205083,2010,1779,1367,243,6,78,1,234,43,41
1500000US220510205084,2010,1749,1290,161,5,126,0,389,140,27
1500000US220510205111,2010,1666,960,492,10,55,0,430,98,51
1500000US220510205112,2010,1396,986,180,7,153,0,200,40,30
1500000US220510205113,2010,1039,805,76,0,96,0,141,29,33
1500000US220510205121,2010,1226,956,118,2,94,0,188,28,28
1500000US220510205122,2010,1499,1009,193,3,159,0,271,106,29
1500000US220510205131,2010,991,802,88,3,43,0,106,23,32
1500000US220510205132,2010,1777,828,665,5,72,0,386,151,56
1500000US220510205133,2010,1255,813,236,1,75,0,357,103,27
1500000US220510205134,2010,1021,768,130,7,75,0,173,26,15
1500000US220510205141,2010,1401,1338,0,0,37,0,89,11,15
1500000US220510205142,2010,1019,939,8,0,60,0,54,4,8
1500000US220510205143,2010,1356,1188,19,2,91,0,133,23,33
1500000US220510205151,2010,841,681,109,0,18,0,78,17,16
1500000US220510205152,2010,1331,889,210,18,39,0,515,157,18
1500000US220510205153,2010,863,599,136,2,50,0,223,58,18
1500000US220510205161,2010,1987,583,732,11,16,5,1054,532,108
1500000US220510205162,2010,1524,946,326,11,27,1,448,177,36
1500000US220510205163,2010,1106,609,270,2,18,0,403,158,49
1500000US220510205171,2010,1191,732,291,6,70,1,178,51,40
1500000US220510205172,2010,1639,1399,72,0,135,0,110,14,19
1500000US220510205173,2010,1035,883,57,1,69,1,109,12,12
1500000US220510206001,2010,769,347,341,3,4,0,162,61,13
1500000US220510206002,2010,871,127,628,0,1,0,163,104,11
1500000US220510206003,2010,1936,279,1225,23,10,2,552,337,60
1500000US220510206004,2010,1380,165,1044,3,0,0,291,141,27
1500000US220510207001,2010,1191,469,589,8,8,1,174,86,30
1500000US220510210001,2010,948,682,210,2,6,0,119,35,13
1500000US220510210002,2010,816,441,282,4,13,0,170,54,22
1500000US220510210003,2010,661,450,194,3,1,0,71,4,9
1500000US220510211001,2010,803,532,161,1,15,0,176,69,25
1500000US220510211002,2010,669,568,53,6,6,0,93,17,19
1500000US220510211003,2010,726,628,25,7,11,0,122,43,12
1500000US220510212001,2010,1355,762,396,3,21,0,380,144,29
1500000US220510212002,2010,1126,919,73,4,36,0,206,55,39
1500000US220510213001,2010,1411,1273,49,3,24,0,180,47,15
1500000US220510213002,2010,760,659,31,0,16,0,121,37,17
1500000US220510213003,2010,727,622,26,0,51,0,60,17,11
1500000US220510214001,2010,1176,1068,31,1,38,0,95,13,25
1500000US220510214002,2010,938,843,25,4,30,0,105,14,22
1500000US220510215001,2010,882,651,156,0,26,0,154,30,19
1500000US220510215002,2010,1965,838,810,10,140,0,360,98,69
1500000US220510216001,2010,1458,977,306,4,29,0,243,96,46
1500000US220510216002,2010,1478,1261,82,3,26,0,225,66,40
1500000US220510216003,2010,2648,1870,271,23,75,0,911,347,62
1500000US220510216004,2010,1148,682,288,2,68,0,176,68,40
1500000US220510217001,2010,969,758,56,1,53,1,165,87,13
1500000US220510217002,2010,811,552,116,0,38,0,184,52,53
1500000US220510217003,2010,1642,1001,282,2,75,0,438,237,45
1500000US220510217004,2010,1280,1080,79,5,31,0,207,62,23
1500000US220510217005,2010,780,684,26,5,14,0,131,44,7
1500000US220510218011,2010,1224,1010,75,3,66,0,167,39,31
1500000US220510218012,2010,1010,748,80,15,65,0,206,90,12
1500000US220510218031,2010,1531,726,601,3,46,1,334,113,41
1500000US220510218032,2010,1295,393,705,2,28,0,324,129,38
1500000US220510218033,2010,1664,663,704,5,82,0,396,132,78
1500000US220510218041,2010,1982,946,512,8,68,3,777,357,88
1500000US220510219001,2010,1772,1085,297,5,120,1,383,175,89
1500000US220510220011,2010,1459,594,623,8,54,2,277,105,73
1500000US220510220012,2010,1949,888,835,4,80,2,240,90,50
1500000US220510220013,2010,1247,610,418,4,42,0,314,131,42
1500000US220510220021,2010,1264,1205,12,1,15,1,76,18,12
1500000US220510220022,2010,1332,1280,6,2,13,0,69,12,19
1500000US220510221011,2010,1401,1328,4,3,47,0,58,8,11
1500000US220510221021,2010,1182,1007,117,0,14,0,67,21,23
1500000US220510221022,2010,1286,1023,96,3,109,1,91,35,19
1500000US220510222001,2010,1070,1026,17,1,13,0,43,7,6
1500000US220510222002,2010,558,538,1,1,11,0,27,6,1
1500000US220510222003,2010,602,562,2,0,17,0,29,15,6
1500000US220510223011,2010,889,834,2,0,44,0,30,0,9
1500000US220510223012,2010,993,940,5,0,27,0,56,8,13
1500000US220510223013,2010,959,778,69,0,69,0,119,18,25
1500000US220510223021,2010,1085,974,27,2,24,0,106,33,25
1500000US220510223022,2010,756,677,25,0,9,0,62,17,28
1500000US220510223031,2010,1442,981,187,1,157,5,320,72,39
1500000US220510223032,2010,1325,916,178,1,82,0,525,107,41
1500000US220510224001,2010,1614,1573,6,2,6,2,69,7,18
1500000US220510224002,2010,1743,1680,9,4,11,0,130,19,20
1500000US220510225001,2010,936,879,4,3,20,0,51,16,14
1500000US220510225002,2010,645,607,9,5,8,0,44,7,9
1500000US220510225003,2010,1177,1114,24,1,15,0,65,11,12
1500000US220510226001,2010,807,785,2,0,15,1,21,1,3
1500000US220510226002,2010,895,874,3,6,5,0,27,1,6
1500000US220510226003,2010,1496,1431,24,1,15,0,52,9,16
1500000US220510227001,2010,670,642,4,2,7,0,30,6,9
1500000US220510227002,2010,729,703,5,1,4,0,42,6,10
1500000US220510227003,2010,656,615,2,0,17,0,38,15,7
1500000US220510227004,2010,695,674,5,2,2,0,36,6,6
1500000US220510228001,2010,846,791,9,2,5,0,85,24,15
1500000US220510228002,2010,1074,994,25,5,5,3,95,22,20
1500000US220510228003,2010,1041,917,24,4,7,0,143,83,6
1500000US220510229001,2010,986,914,25,2,4,0,74,19,22
1500000US220510229002,2010,930,827,53,10,10,4,83,8,18
1500000US220510229003,2010,1050,896,63,12,18,0,135,35,26
1500000US220510230011,2010,1835,1770,2,3,29,0,125,17,14
1500000US220510230021,2010,1320,1240,44,0,27,1,62,8,0
1500000US220510230022,2010,1461,1307,92,3,7,0,132,28,24
1500000US220510230023,2010,1630,1505,50,2,30,1,109,24,18
1500000US220510230031,2010,896,860,7,2,14,0,60,8,5
1500000US220510230032,2010,1023,951,21,3,20,0,71,6,22
1500000US220510230033,2010,842,768,30,1,12,0,59,8,23
1500000US220510231001,2010,1007,836,50,4,46,0,132,45,26
1500000US220510231002,2010,1379,1296,25,6,9,1,133,14,28
1500000US220510232001,2010,947,822,51,2,8,0,139,44,20
1500000US220510232002,2010,1911,1742,69,3,22,0,170,51,24
1500000US220510233001,2010,939,876,15,7,6,0,112,14,21
1500000US220510233002,2010,719,662,19,1,12,0,62,15,10
1500000US220510234001,2010,1178,1095,14,6,27,2,134,26,8
1500000US220510234002,2010,1086,945,25,2,43,0,131,55,16
1500000US220510234003,2010,880,841,12,2,5,5,60,4,11
1500000US220510235001,2010,1705,1486,71,6,52,2,176,59,29
1500000US220510235002,2010,1470,1339,77,4,16,0,108,21,13
1500000US220510235003,2010,1268,1189,33,0,13,2,96,18,13
1500000US220510236001,2010,1723,987,610,20,3,5,228,62,36
1500000US220510236002,2010,1355,1183,76,7,19,0,195,33,37
1500000US220510236003,2010,2095,1802,201,6,15,0,234,39,32
1500000US220510237001,2010,1087,23,1057,0,1,0,11,0,6
1500000US220510237002,2010,1011,21,946,2,3,0,28,17,22
1500000US220510238001,2010,2127,1839,200,8,9,0,142,38,33
1500000US220510238002,2010,1724,438,1207,6,8,0,91,25,40
1500000US220510239011,2010,1102,1062,15,1,7,0,33,2,15
1500000US220510239012,2010,1279,1175,45,1,17,0,63,15,26
1500000US220510239021,2010,831,806,13,4,1,0,30,1,6
1500000US220510239022,2010,784,761,1,0,11,1,40,4,6
1500000US220510239023,2010,709,666,6,1,24,0,37,5,7
1500000US220510239031,2010,906,872,11,4,7,0,40,6,6
1500000US220510239032,2010,1363,1312,5,2,16,3,63,14,11
1500000US220510239041,2010,1416,1372,5,3,8,0,77,16,12
1500000US220510239042,2010,1253,1066,131,3,14,0,84,18,21
1500000US220510240011,2010,906,879,2,4,11,0,22,1,9
1500000US220510240012,2010,827,813,7,2,2,0,14,1,2
1500000US220510240013,2010,1124,1080,17,6,6,3,37,1,11
1500000US220510240021,2010,833,793,4,8,11,0,41,6,11
1500000US220510240022,2010,943,922,1,3,12,0,33,1,4
1500000US220510240023,2010,1212,1176,6,7,7,0,37,4,12
1500000US220510241001,2010,1631,1537,15,14,21,0,123,23,21
1500000US220510241002,2010,1801,1562,151,3,23,0,98,49,13
1500000US220510242011,2010,1404,1195,167,6,6,0,96,10,20
1500000US220510242012,2010,664,446,179,0,11,2,42,12,14
1500000US220510242021,2010,1806,1120,416,5,152,0,168,45,68
1500000US220510242022,2010,1329,797,326,6,128,1,140,41,30
1500000US220510243001,2010,1072,826,176,3,4,0,95,40,23
1500000US220510243002,2010,642,586,13,0,13,0,41,9,21
1500000US220510243003,2010,1111,975,67,1,13,0,107,38,17
1500000US220510244001,2010,1294,952,271,7,21,0,68,11,32
1500000US220510244002,2010,558,473,71,2,10,0,27,1,1
1500000US220510244003,2010,1037,765,200,8,8,0,124,36,20
1500000US220510245001,2010,1597,1384,115,5,29,0,160,33,31
1500000US220510246001,2010,567,93,464,0,5,0,12,2,3
1500000US220510246002,2010,832,140,646,0,13,0,50,15,18
1500000US220510247001,2010,828,369,395,0,5,2,108,44,13
1500000US220510247002,2010,856,699,93,7,18,1,58,26,12
1500000US220510248001,2010,713,698,4,2,2,0,21,4,3
1500000US220510248002,2010,1551,1529,3,0,4,0,35,7,8
1500000US220510248003,2010,1072,1011,16,0,24,0,44,5,16
1500000US220510249001,2010,766,590,112,4,29,1,69,17,13
1500000US220510249002,2010,987,510,361,4,3,2,198,90,17
1500000US220510250011,2010,1738,686,705,10,94,0,328,178,65
1500000US220510250012,2010,1206,788,234,6,46,0,210,82,50
1500000US220510250013,2010,2601,211,1844,13,53,0,529,391,89
1500000US220510250014,2010,2044,520,1116,4,301,1,126,55,47
1500000US220510250021,2010,954,477,339,2,51,1,153,68,16
1500000US220510250022,2010,910,569,204,1,31,0,146,76,29
1500000US220510250023,2010,1281,767,277,10,53,4,251,121,49
1500000US220510250031,2010,1387,1115,135,4,54,0,196,42,37
1500000US220510250032,2010,1383,461,695,0,57,0,220,117,53
1500000US220510250033,2010,955,756,92,3,27,4,127,45,28
1500000US220510251021,2010,769,590,128,0,35,0,29,8,8
1500000US220510251022,2010,1738,1219,327,5,82,0,149,48,57
1500000US220510251023,2010,1740,985,471,11,198,0,151,37,38
1500000US220510251031,2010,1078,521,464,5,66,0,52,8,14
1500000US220510251032,2010,1348,675,472,4,81,0,185,70,46
1500000US220510251033,2010,1257,539,530,10,60,3,226,88,27
1500000US220510251041,2010,2019,899,883,8,66,0,223,90,73
1500000US220510251042,2010,1674,875,569,8,79,0,258,91,52
1500000US220510252011,2010,936,552,244,2,36,0,146,82,20
1500000US220510252012,2010,1633,390,1000,11,27,1,377,163,41
1500000US220510252021,2010,2487,701,1588,7,32,1,365,116,42
1500000US220510252022,2010,1100,752,184,4,20,0,262,97,43
1500000US220510252023,2010,1457,704,450,7,42,0,532,203,51
1500000US220510252024,2010,1085,939,71,15,21,2,93,24,13
1500000US220510253001,2010,759,427,213,3,9,0,335,84,23
1500000US220510253002,2010,1481,1275,111,15,35,0,148,24,21
1500000US220510254001,2010,2040,769,732,14,158,0,629,318,49
1500000US220510254002,2010,917,825,49,3,3,0,72,23,14
1500000US220510254003,2010,844,429,306,5,10,0,136,58,36
1500000US220510255001,2010,936,499,247,3,76,0,219,74,37
1500000US220510255002,2010,1733,549,983,8,18,1,372,135,39
1500000US220510256001,2010,1483,1023,364,7,29,0,121,39,21
1500000US220510257001,2010,545,37,491,0,3,0,19,7,7
1500000US220510257002,2010,846,210,576,3,18,1,60,19,19
1500000US220510258001,2010,767,376,345,2,4,4,34,11,25
1500000US220510258002,2010,1017,510,451,10,4,0,40,18,24
1500000US220510259001,2010,1427,733,674,5,4,1,36,5,5
1500000US220510259002,2010,1198,671,420,6,21,0,135,49,31
1500000US220510259003,2010,835,530,253,6,1,0,65,27,18
1500000US220510260001,2010,573,477,48,9,10,0,61,17,12
1500000US220510260002,2010,642,482,105,1,29,0,69,17,8
1500000US220510260003,2010,776,527,174,6,11,4,117,28,26
1500000US220510261001,2010,1665,337,919,3,56,11,601,280,59
1500000US220510261002,2010,2065,810,830,5,174,0,377,161,85
1500000US220510261003,2010,1085,272,637,4,50,0,162,97,25
1500000US220510262001,2010,1316,33,1229,0,5,0,54,32,17
1500000US220510263001,2010,1001,820,76,4,73,2,54,19,7
1500000US220510263002,2010,1516,1342,78,20,11,0,117,38,27
1500000US220510264001,2010,811,708,26,15,32,0,49,23,7
1500000US220510264002,2010,927,750,57,8,45,0,98,27,40
1500000US220510265001,2010,1046,901,51,19,32,0,74,23,20
1500000US220510265002,2010,956,783,140,0,5,0,66,9,19
1500000US220510266001,2010,643,562,36,7,13,0,47,13,12
1500000US220510266002,2010,1380,1101,170,26,11,0,110,39,33
1500000US220510267001,2010,1131,864,140,20,30,1,94,44,32
1500000US220510267002,2010,717,393,279,13,19,0,28,6,7
1500000US220510268001,2010,1385,210,1140,3,3,0,29,13,16
1500000US220510268002,2010,1299,274,832,3,123,0,100,41,26
1500000US220510269001,2010,853,113,715,7,1,0,12,0,17
1500000US220510269002,2010,1304,7,1269,3,2,0,14,10,13
1500000US220510269003,2010,1242,4,1229,2,0,0,3,0,7
1500000US220510270001,2010,1746,539,957,9,206,0,39,17,18
1500000US220510270002,2010,2030,694,720,12,548,0,106,23,33
1500000US220510270003,2010,998,735,194,7,13,0,67,15,34
1500000US220510270004,2010,1226,707,421,18,19,0,104,38,23
1500000US220510271001,2010,1302,1141,83,17,18,0,87,21,22
1500000US220510271002,2010,475,371,62,18,3,0,40,6,15
1500000US220510271003,2010,835,731,48,9,13,0,54,18,16
1500000US220510272001,2010,955,816,84,6,2,1,60,32,14
1500000US220510272002,2010,976,853,70,18,7,0,64,12,16
1500000US220510272003,2010,1420,663,657,12,10,0,87,37,41
1500000US220510272004,2010,662,569,72,10,1,0,60,0,10
1500000US220510272005,2010,1360,758,549,23,5,0,51,10,15
1500000US220510275011,2010,3511,1597,1648,42,39,3,264,117,65
1500000US220510275012,2010,3135,1620,1296,16,55,1,260,97,50
1500000US220510275021,2010,2191,16,2157,0,0,0,14,3,15
1500000US220510275022,2010,1314,21,1267,0,7,0,37,9,10
1500000US220510276011,2010,1113,867,187,8,1,0,78,21,29
1500000US220510276012,2010,1976,988,473,4,370,0,222,89,52
1500000US220510276013,2010,889,403,333,4,106,0,98,23,20
1500000US220510276014,2010,1214,508,526,6,120,2,90,29,23
1500000US220510276021,2010,810,85,689,3,12,0,49,16,5
1500000US220510276022,2010,746,32,671,5,16,0,17,13,9
1500000US220510276023,2010,2280,690,1237,9,260,0,137,59,25
1500000US220510277011,2010,1118,118,955,1,14,0,44,20,10
1500000US220510277012,2010,1004,61,926,3,1,0,9,5,8
1500000US220510277013,2010,2745,21,2684,7,4,1,28,9,19
1500000US220510277014,2010,1084,12,1066,0,1,0,3,0,5
1500000US220510277031,2010,1916,500,1170,5,164,1,152,51,25
1500000US220510277032,2010,1080,494,362,10,50,2,224,116,46
1500000US220510277033,2010,1095,572,383,15,52,1,138,34,38
1500000US220510278031,2010,1723,269,1145,8,47,0,404,208,46
1500000US220510278032,2010,1440,612,605,7,88,0,213,92,36
1500000US220510278041,2010,1877,759,775,0,248,0,160,50,45
1500000US220510278042,2010,1756,577,913,9,132,3,155,62,60
1500000US220510278043,2010,1752,850,589,3,254,1,112,17,38
1500000US220510278044,2010,2527,1373,710,9,344,0,128,31,60
1500000US220510278051,2010,2663,1336,862,9,327,0,216,64,65
1500000US220510278052,2010,2345,292,1856,3,95,0,108,50,49
1500000US220510278053,2010,3929,1180,1834,22,631,1,316,157,104
1500000US220510278061,2010,946,776,84,10,23,0,73,29,24
1500000US220510278062,2010,1953,1118,588,11,131,3,211,52,50
1500000US220510278063,2010,2589,1954,421,19,100,0,197,51,44
1500000US220510278064,2010,1080,773,196,7,51,0,102,27,26
1500000US220510278071,2010,1812,884,546,1,343,0,97,10,28
1500000US220510278072,2010,1900,1265,426,16,89,1,204,66,37
1500000US220510278073,2010,1355,1018,217,13,81,2,79,11,13
1500000US220510278074,2010,2176,1399,496,21,170,0,178,38,52
1500000US220510278075,2010,1599,1167,298,9,80,0,152,27,18
1500000US220510278091,2010,1788,813,658,19,89,0,381,156,53
1500000US220510278092,2010,2243,1727,356,29,47,0,146,48,36
1500000US220510278093,2010,1485,898,426,14,55,0,163,54,38
1500000US220510278094,2010,1736,1094,497,17,50,1,123,27,50
1500000US220510278101,2010,1549,241,1057,14,146,0,145,53,38
1500000US220510278102,2010,1130,183,805,5,77,6,102,21,33
1500000US220510278103,2010,1608,173,1304,2,69,0,94,31,29
1500000US220510278111,2010,1094,145,899,0,25,0,71,15,10
1500000US220510278112,2010,1204,164,960,2,47,0,37,12,19
1500000US220510278113,2010,1217,130,1005,4,48,0,57,11,19
1500000US220510278121,2010,2618,210,2262,4,63,0,98,34,45
1500000US220510278122,2010,1601,100,1406,5,21,0,92,36,33
1500000US220510279011,2010,674,594,48,12,1,0,17,1,18
1500000US220510279012,2010,2118,1949,27,60,22,0,84,9,51
1500000US220510279021,2010,756,700,11,17,1,0,31,13,14
1500000US220510279022,2010,540,514,0,11,1,0,20,1,13
1500000US220510279023,2010,1194,1104,30,23,9,0,22,5,23
1500000US220510280001,2010,1070,895,29,54,4,0,182,60,28
1500000US220510280002,2010,2565,1917,428,21,99,0,198,43,57
1500000US220510280003,2010,1506,996,397,7,36,0,110,23,47
1500000US220510281001,2010,916,58,839,1,0,0,12,7,11
1500000US220510281002,2010,1190,196,954,2,7,2,41,16,13
1500000US220510282001,2010,886,452,211,1,13,0,270,176,33
1500000US220510282002,2010,1596,827,658,5,14,2,180,66,24
1500000US220510282003,2010,2023,1399,486,22,12,0,263,80,24
1500000US220519800001,2010,0,0,0,0,0,0,0,0,0
1500000US220519900000,2010,0,0,0,0,0,0,0,0,0
1500000US220519901000,2010,0,0,0,0,0,0,0,0,0
