Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Hispanic,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710070002,"Block Group 2, Census Tract 70, Orleans Parish, Louisiana",1203,391,161,111,992,401,0,12,29,40,0,12,39,0,12,21,31,14,28,7,14
1500000US220710071011,"Block Group 1, Census Tract 71.01, Orleans Parish, Louisiana",834,201,107,56,690,184,0,12,10,18,0,12,70,16,20,11,19,0,12,11,19
1500000US220710071012,"Block Group 2, Census Tract 71.01, Orleans Parish, Louisiana",1088,204,401,199,663,151,0,12,0,12,0,12,266,0,12,24,28,0,12,24,28
1500000US220710072001,"Block Group 1, Census Tract 72, Orleans Parish, Louisiana",999,202,44,39,864,195,0,12,19,28,0,12,25,4,8,68,92,11,17,57,89
1500000US220710072002,"Block Group 2, Census Tract 72, Orleans Parish, Louisiana",677,204,32,37,623,206,0,12,0,12,0,12,18,22,31,0,12,0,12,0,12
1500000US220710072003,"Block Group 3, Census Tract 72, Orleans Parish, Louisiana",343,177,7,11,336,178,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075011,"Block Group 1, Census Tract 75.01, Orleans Parish, Louisiana",634,265,31,27,603,271,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075012,"Block Group 2, Census Tract 75.01, Orleans Parish, Louisiana",557,212,0,12,557,212,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075013,"Block Group 3, Census Tract 75.01, Orleans Parish, Louisiana",455,156,0,12,455,156,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075014,"Block Group 4, Census Tract 75.01, Orleans Parish, Louisiana",559,212,0,12,528,214,0,12,0,12,0,12,0,31,50,0,12,0,12,0,12
1500000US220710075015,"Block Group 5, Census Tract 75.01, Orleans Parish, Louisiana",219,112,0,12,219,112,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075021,"Block Group 1, Census Tract 75.02, Orleans Parish, Louisiana",184,92,0,12,184,92,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075022,"Block Group 2, Census Tract 75.02, Orleans Parish, Louisiana",209,146,0,12,209,146,0,12,0,12,0,12,6,0,12,0,12,0,12,0,12
1500000US220710075023,"Block Group 3, Census Tract 75.02, Orleans Parish, Louisiana",1046,347,0,12,987,331,0,12,59,89,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075024,"Block Group 4, Census Tract 75.02, Orleans Parish, Louisiana",260,128,0,12,260,128,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710075025,"Block Group 5, Census Tract 75.02, Orleans Parish, Louisiana",797,329,0,12,797,329,0,12,0,12,0,12,13,0,12,0,12,0,12,0,12
1500000US220710076041,"Block Group 1, Census Tract 76.04, Orleans Parish, Louisiana",915,145,863,144,22,33,0,12,30,47,0,12,75,0,12,0,12,0,12,0,12
1500000US220710076042,"Block Group 2, Census Tract 76.04, Orleans Parish, Louisiana",810,172,764,171,30,44,0,12,0,12,0,12,18,0,12,16,26,0,12,16,26
1500000US220710076051,"Block Group 1, Census Tract 76.05, Orleans Parish, Louisiana",580,169,11,12,569,170,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710076052,"Block Group 2, Census Tract 76.05, Orleans Parish, Louisiana",786,199,138,103,641,171,0,12,0,12,0,12,7,0,12,7,10,0,12,7,10
1500000US220710076061,"Block Group 1, Census Tract 76.06, Orleans Parish, Louisiana",1450,298,1024,224,184,216,0,12,103,132,0,12,70,42,47,97,95,14,22,83,79
1500000US220710076062,"Block Group 2, Census Tract 76.06, Orleans Parish, Louisiana",938,224,804,214,34,52,0,12,11,17,0,12,106,0,12,89,110,78,108,11,18
1500000US220710076063,"Block Group 3, Census Tract 76.06, Orleans Parish, Louisiana",1202,282,993,198,209,224,0,12,0,12,0,12,118,0,12,0,12,0,12,0,12
1500000US220710077001,"Block Group 1, Census Tract 77, Orleans Parish, Louisiana",1220,206,964,201,215,114,0,12,0,12,0,12,117,13,18,28,30,4,9,24,30
1500000US220710077002,"Block Group 2, Census Tract 77, Orleans Parish, Louisiana",1308,267,838,182,357,216,0,12,0,12,0,12,133,7,14,106,82,0,12,106,82
1500000US220710078001,"Block Group 1, Census Tract 78, Orleans Parish, Louisiana",1409,314,1153,259,67,50,0,12,59,66,0,12,338,46,56,84,69,0,12,84,69
1500000US220710082001,"Block Group 1, Census Tract 82, Orleans Parish, Louisiana",670,170,633,171,27,32,0,12,10,15,0,12,62,0,12,0,12,0,12,0,12
1500000US220710082002,"Block Group 2, Census Tract 82, Orleans Parish, Louisiana",859,201,626,177,142,118,0,12,0,12,0,12,95,20,33,71,47,0,12,71,47
1500000US220710083001,"Block Group 1, Census Tract 83, Orleans Parish, Louisiana",651,171,598,171,17,28,0,12,31,36,0,12,67,0,12,5,9,0,12,5,9
1500000US220710083002,"Block Group 2, Census Tract 83, Orleans Parish, Louisiana",598,172,372,165,218,107,0,12,0,12,0,12,28,8,14,0,12,0,12,0,12
1500000US220710084001,"Block Group 1, Census Tract 84, Orleans Parish, Louisiana",667,191,197,88,410,176,0,12,41,42,0,12,18,6,9,13,15,8,15,5,7
1500000US220710084002,"Block Group 2, Census Tract 84, Orleans Parish, Louisiana",669,226,290,78,353,212,0,12,0,12,0,12,41,0,12,26,31,0,12,26,31
1500000US220710085001,"Block Group 1, Census Tract 85, Orleans Parish, Louisiana",724,310,24,33,549,228,0,12,151,174,0,12,73,0,12,0,12,0,12,0,12
1500000US220710085002,"Block Group 2, Census Tract 85, Orleans Parish, Louisiana",621,254,4,10,584,251,0,12,0,12,0,12,0,0,12,33,45,27,44,6,7
1500000US220710086001,"Block Group 1, Census Tract 86, Orleans Parish, Louisiana",396,136,26,34,322,134,0,12,20,29,0,12,33,28,45,0,12,0,12,0,12
1500000US220710086002,"Block Group 2, Census Tract 86, Orleans Parish, Louisiana",375,89,12,19,363,92,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710088001,"Block Group 1, Census Tract 88, Orleans Parish, Louisiana",763,242,464,156,241,180,0,12,18,19,0,12,62,0,12,40,64,0,12,40,64
1500000US220710088002,"Block Group 2, Census Tract 88, Orleans Parish, Louisiana",974,214,580,172,373,171,0,12,0,12,0,12,13,0,12,21,18,0,12,21,18
1500000US220710090001,"Block Group 1, Census Tract 90, Orleans Parish, Louisiana",471,171,399,164,50,77,0,12,0,12,0,12,0,10,16,12,19,12,19,0,12
1500000US220710090002,"Block Group 2, Census Tract 90, Orleans Parish, Louisiana",649,247,615,249,0,12,0,12,34,38,0,12,27,0,12,0,12,0,12,0,12
1500000US220710090003,"Block Group 3, Census Tract 90, Orleans Parish, Louisiana",784,281,675,257,4,5,12,18,36,53,0,12,0,0,12,57,68,0,12,57,68
1500000US220710091001,"Block Group 1, Census Tract 91, Orleans Parish, Louisiana",1056,450,282,94,744,446,30,48,0,12,0,12,30,0,12,0,12,0,12,0,12
1500000US220710091002,"Block Group 2, Census Tract 91, Orleans Parish, Louisiana",366,184,200,163,102,77,34,49,24,28,0,12,15,6,10,0,12,0,12,0,12
1500000US220710091003,"Block Group 3, Census Tract 91, Orleans Parish, Louisiana",438,332,0,12,240,186,0,12,13,22,0,12,185,185,279,0,12,0,12,0,12
1500000US220710091004,"Block Group 4, Census Tract 91, Orleans Parish, Louisiana",763,321,283,100,480,344,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710092001,"Block Group 1, Census Tract 92, Orleans Parish, Louisiana",229,78,0,12,229,78,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710092002,"Block Group 2, Census Tract 92, Orleans Parish, Louisiana",398,158,4,11,394,158,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710092003,"Block Group 3, Census Tract 92, Orleans Parish, Louisiana",546,191,17,22,505,201,0,12,0,12,0,12,0,12,20,12,19,12,19,0,12
1500000US220710094001,"Block Group 1, Census Tract 94, Orleans Parish, Louisiana",361,175,63,63,298,167,0,12,0,12,0,12,27,0,12,0,12,0,12,0,12
1500000US220710094002,"Block Group 2, Census Tract 94, Orleans Parish, Louisiana",182,125,0,12,182,125,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710094003,"Block Group 3, Census Tract 94, Orleans Parish, Louisiana",126,71,5,7,121,70,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710094004,"Block Group 4, Census Tract 94, Orleans Parish, Louisiana",532,156,0,12,532,156,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710096001,"Block Group 1, Census Tract 96, Orleans Parish, Louisiana",659,217,534,226,121,85,0,12,0,12,0,12,48,0,12,4,6,0,12,4,6
1500000US220710096002,"Block Group 2, Census Tract 96, Orleans Parish, Louisiana",445,101,340,110,93,61,0,12,0,12,0,12,43,0,12,12,22,0,12,12,22
1500000US220710096003,"Block Group 3, Census Tract 96, Orleans Parish, Louisiana",571,105,270,86,291,126,0,12,10,15,0,12,1,0,12,0,12,0,12,0,12
1500000US220710097001,"Block Group 1, Census Tract 97, Orleans Parish, Louisiana",771,147,476,110,215,110,0,12,63,69,0,12,18,9,15,8,14,0,12,8,14
1500000US220710097002,"Block Group 2, Census Tract 97, Orleans Parish, Louisiana",831,200,165,64,530,188,0,12,0,12,0,12,108,104,155,32,47,4,8,28,46
1500000US220710099001,"Block Group 1, Census Tract 99, Orleans Parish, Louisiana",1339,244,1078,202,166,128,0,12,86,79,0,12,81,0,12,9,14,0,12,9,14
1500000US220710099002,"Block Group 2, Census Tract 99, Orleans Parish, Louisiana",1021,220,866,242,113,97,0,12,15,23,0,12,126,0,12,27,28,12,18,15,23
1500000US220710099003,"Block Group 3, Census Tract 99, Orleans Parish, Louisiana",858,177,740,152,102,79,0,12,0,12,3,6,71,0,12,13,18,2,4,11,17
1500000US220710100001,"Block Group 1, Census Tract 100, Orleans Parish, Louisiana",509,286,47,64,462,274,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710100002,"Block Group 2, Census Tract 100, Orleans Parish, Louisiana",438,156,42,68,396,151,0,12,0,12,0,12,11,0,12,0,12,0,12,0,12
1500000US220710100003,"Block Group 3, Census Tract 100, Orleans Parish, Louisiana",461,119,235,80,199,98,0,12,6,10,0,12,27,21,33,0,12,0,12,0,12
1500000US220710100004,"Block Group 4, Census Tract 100, Orleans Parish, Louisiana",435,216,0,12,435,216,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710101001,"Block Group 1, Census Tract 101, Orleans Parish, Louisiana",700,200,288,116,384,168,0,12,28,38,0,12,41,0,12,0,12,0,12,0,12
1500000US220710101002,"Block Group 2, Census Tract 101, Orleans Parish, Louisiana",1420,250,1265,234,127,78,18,23,3,4,0,12,84,0,12,7,10,0,12,7,10
1500000US220710102001,"Block Group 1, Census Tract 102, Orleans Parish, Louisiana",285,113,0,12,285,113,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710102002,"Block Group 2, Census Tract 102, Orleans Parish, Louisiana",217,157,7,8,205,155,0,12,0,12,0,12,5,0,12,5,7,5,7,0,12
1500000US220710102003,"Block Group 3, Census Tract 102, Orleans Parish, Louisiana",156,85,36,38,109,98,0,12,0,12,0,12,0,0,12,11,15,0,12,11,15
1500000US220710102004,"Block Group 4, Census Tract 102, Orleans Parish, Louisiana",324,131,117,82,202,134,0,12,0,12,0,12,0,0,12,5,8,0,12,5,8
1500000US220710102005,"Block Group 5, Census Tract 102, Orleans Parish, Louisiana",532,158,29,35,493,162,9,13,1,2,0,12,0,0,12,0,12,0,12,0,12
1500000US220710103001,"Block Group 1, Census Tract 103, Orleans Parish, Louisiana",601,207,15,22,586,206,0,12,0,12,0,12,5,0,12,0,12,0,12,0,12
1500000US220710103002,"Block Group 2, Census Tract 103, Orleans Parish, Louisiana",788,250,8,14,780,251,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710103003,"Block Group 3, Census Tract 103, Orleans Parish, Louisiana",737,215,87,54,577,208,7,12,0,12,0,12,16,16,26,50,57,0,12,50,57
1500000US220710103004,"Block Group 4, Census Tract 103, Orleans Parish, Louisiana",337,111,146,94,191,83,0,12,0,12,0,12,12,0,12,0,12,0,12,0,12
1500000US220710106001,"Block Group 1, Census Tract 106, Orleans Parish, Louisiana",682,195,422,111,253,194,0,12,0,12,0,12,15,7,11,0,12,0,12,0,12
1500000US220710106002,"Block Group 2, Census Tract 106, Orleans Parish, Louisiana",550,146,258,95,165,78,0,12,0,12,0,12,123,0,12,127,126,0,12,127,126
1500000US220710107001,"Block Group 1, Census Tract 107, Orleans Parish, Louisiana",533,126,446,107,68,67,0,12,10,12,0,12,66,0,12,9,16,0,12,9,16
1500000US220710107002,"Block Group 2, Census Tract 107, Orleans Parish, Louisiana",1131,178,830,171,184,101,0,12,46,45,0,12,41,6,9,65,99,0,12,65,99
1500000US220710108001,"Block Group 1, Census Tract 108, Orleans Parish, Louisiana",406,104,352,98,24,27,30,41,0,12,0,12,8,0,12,0,12,0,12,0,12
1500000US220710108002,"Block Group 2, Census Tract 108, Orleans Parish, Louisiana",1005,187,966,186,39,43,0,12,0,12,0,12,30,0,12,0,12,0,12,0,12
1500000US220710109001,"Block Group 1, Census Tract 109, Orleans Parish, Louisiana",1155,454,158,114,839,391,158,243,0,12,0,12,200,0,12,0,12,0,12,0,12
1500000US220710109002,"Block Group 2, Census Tract 109, Orleans Parish, Louisiana",953,217,761,193,183,104,0,12,9,16,0,12,48,0,12,0,12,0,12,0,12
1500000US220710109003,"Block Group 3, Census Tract 109, Orleans Parish, Louisiana",719,205,647,195,35,56,0,12,24,30,0,12,48,13,20,0,12,0,12,0,12
1500000US220710109004,"Block Group 4, Census Tract 109, Orleans Parish, Louisiana",656,289,282,143,349,252,0,12,0,12,0,12,0,0,12,25,38,0,12,25,38
1500000US220710111001,"Block Group 1, Census Tract 111, Orleans Parish, Louisiana",511,139,134,103,317,127,30,53,0,12,0,12,58,28,38,2,5,1,3,1,3
1500000US220710111002,"Block Group 2, Census Tract 111, Orleans Parish, Louisiana",676,211,144,100,526,207,0,12,0,12,0,12,0,0,12,6,10,0,12,6,10
1500000US220710111003,"Block Group 3, Census Tract 111, Orleans Parish, Louisiana",486,184,96,61,375,194,0,12,0,12,0,12,0,6,10,9,14,9,14,0,12
1500000US220710112001,"Block Group 1, Census Tract 112, Orleans Parish, Louisiana",620,123,489,125,39,40,0,12,19,22,0,12,144,68,71,5,9,0,12,5,9
1500000US220710112002,"Block Group 2, Census Tract 112, Orleans Parish, Louisiana",880,167,413,110,410,127,20,22,19,20,0,12,108,0,12,18,19,0,12,18,19
1500000US220710114001,"Block Group 1, Census Tract 114, Orleans Parish, Louisiana",874,198,774,195,22,20,0,12,57,83,0,12,98,0,12,21,31,0,12,21,31
1500000US220710114002,"Block Group 2, Census Tract 114, Orleans Parish, Louisiana",951,139,849,138,86,122,0,12,1,2,0,12,17,9,13,6,11,0,12,6,11
1500000US220710115001,"Block Group 1, Census Tract 115, Orleans Parish, Louisiana",568,119,568,119,0,12,0,12,0,12,0,12,32,0,12,0,12,0,12,0,12
1500000US220710115002,"Block Group 2, Census Tract 115, Orleans Parish, Louisiana",747,253,627,189,77,118,8,17,11,25,0,12,9,0,12,24,27,0,12,24,27
1500000US220710116001,"Block Group 1, Census Tract 116, Orleans Parish, Louisiana",722,132,687,135,0,12,0,12,16,24,0,12,8,0,12,19,33,0,12,19,33
1500000US220710116002,"Block Group 2, Census Tract 116, Orleans Parish, Louisiana",798,110,730,126,28,38,0,12,24,31,11,17,5,0,12,5,10,0,12,5,10
1500000US220710117001,"Block Group 1, Census Tract 117, Orleans Parish, Louisiana",653,244,563,209,0,12,0,12,15,22,0,12,20,0,12,75,95,0,12,75,95
1500000US220710117002,"Block Group 2, Census Tract 117, Orleans Parish, Louisiana",452,127,429,122,0,12,0,12,23,37,0,12,0,0,12,0,12,0,12,0,12
1500000US220710117003,"Block Group 3, Census Tract 117, Orleans Parish, Louisiana",492,131,476,131,0,12,0,12,16,23,0,12,21,0,12,0,12,0,12,0,12
1500000US220710117004,"Block Group 4, Census Tract 117, Orleans Parish, Louisiana",1021,214,1021,214,0,12,0,12,0,12,0,12,85,0,12,0,12,0,12,0,12
1500000US220710119001,"Block Group 1, Census Tract 119, Orleans Parish, Louisiana",528,163,488,157,36,38,0,12,4,12,0,12,16,0,12,0,12,0,12,0,12
1500000US220710119002,"Block Group 2, Census Tract 119, Orleans Parish, Louisiana",814,199,724,197,17,18,0,12,51,40,0,12,82,17,19,5,8,5,8,0,12
1500000US220710119003,"Block Group 3, Census Tract 119, Orleans Parish, Louisiana",385,121,383,121,0,12,0,12,0,12,0,12,20,2,5,0,12,0,12,0,12
1500000US220710120001,"Block Group 1, Census Tract 120, Orleans Parish, Louisiana",982,123,893,134,72,83,15,29,2,6,0,12,54,0,12,0,12,0,12,0,12
1500000US220710120002,"Block Group 2, Census Tract 120, Orleans Parish, Louisiana",503,134,465,136,31,30,0,12,0,12,0,12,31,7,10,0,12,0,12,0,12
1500000US220710121011,"Block Group 1, Census Tract 121.01, Orleans Parish, Louisiana",877,187,658,122,81,50,0,12,116,97,0,12,176,5,8,17,21,0,12,17,21
1500000US220710121012,"Block Group 2, Census Tract 121.01, Orleans Parish, Louisiana",2106,388,1715,334,129,113,0,12,187,91,0,12,54,0,12,75,59,0,12,75,59
1500000US220710121021,"Block Group 1, Census Tract 121.02, Orleans Parish, Louisiana",1770,319,1436,330,185,112,13,18,88,54,0,12,68,0,12,48,29,33,31,15,17
1500000US220710121022,"Block Group 2, Census Tract 121.02, Orleans Parish, Louisiana",1484,447,979,375,311,151,0,12,47,37,0,12,228,16,31,131,120,60,81,71,87
1500000US220710121023,"Block Group 3, Census Tract 121.02, Orleans Parish, Louisiana",833,235,730,240,62,65,0,12,12,17,0,12,95,11,18,18,35,18,35,0,12
1500000US220710122001,"Block Group 1, Census Tract 122, Orleans Parish, Louisiana",1349,245,904,165,176,108,1,5,203,230,0,12,115,48,71,17,18,0,12,17,18
1500000US220710122002,"Block Group 2, Census Tract 122, Orleans Parish, Louisiana",779,218,733,211,29,31,0,12,17,24,0,12,51,0,12,0,12,0,12,0,12
1500000US220710123001,"Block Group 1, Census Tract 123, Orleans Parish, Louisiana",498,186,42,26,456,181,0,12,0,12,0,12,16,0,12,0,12,0,12,0,12
1500000US220710123002,"Block Group 2, Census Tract 123, Orleans Parish, Louisiana",582,243,262,123,245,117,0,12,0,12,0,12,76,0,12,75,119,0,12,75,119
1500000US220710123003,"Block Group 3, Census Tract 123, Orleans Parish, Louisiana",876,222,660,124,167,146,0,12,0,12,0,12,112,29,33,20,30,0,12,20,30
1500000US220710124001,"Block Group 1, Census Tract 124, Orleans Parish, Louisiana",806,250,196,83,584,226,0,12,5,8,0,12,52,13,18,8,15,0,12,8,15
1500000US220710124002,"Block Group 2, Census Tract 124, Orleans Parish, Louisiana",1021,247,672,164,345,172,0,12,0,12,0,12,103,0,12,4,7,0,12,4,7
1500000US220710125001,"Block Group 1, Census Tract 125, Orleans Parish, Louisiana",435,94,382,101,5,8,0,12,36,26,0,12,34,0,12,12,18,0,12,12,18
1500000US220710125002,"Block Group 2, Census Tract 125, Orleans Parish, Louisiana",1104,176,627,141,364,152,6,8,88,58,0,12,28,0,12,19,21,0,12,19,21
1500000US220710126001,"Block Group 1, Census Tract 126, Orleans Parish, Louisiana",661,156,581,152,54,47,0,12,20,30,0,12,34,0,12,6,10,0,12,6,10
1500000US220710126002,"Block Group 2, Census Tract 126, Orleans Parish, Louisiana",717,167,502,148,72,47,8,14,129,113,0,12,22,0,12,6,10,0,12,6,10
1500000US220710126003,"Block Group 3, Census Tract 126, Orleans Parish, Louisiana",532,138,503,138,0,12,0,12,9,14,0,12,5,0,12,20,20,0,12,20,20
1500000US220710127001,"Block Group 1, Census Tract 127, Orleans Parish, Louisiana",560,165,400,155,149,90,0,12,0,12,0,12,54,0,12,11,17,0,12,11,17
1500000US220710127002,"Block Group 2, Census Tract 127, Orleans Parish, Louisiana",640,238,360,181,254,185,0,12,0,12,0,12,15,8,22,18,31,0,12,18,31
1500000US220710127003,"Block Group 3, Census Tract 127, Orleans Parish, Louisiana",570,248,348,142,222,210,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710127004,"Block Group 4, Census Tract 127, Orleans Parish, Louisiana",468,108,457,110,11,18,0,12,0,12,0,12,11,0,12,0,12,0,12,0,12
1500000US220710128001,"Block Group 1, Census Tract 128, Orleans Parish, Louisiana",843,232,524,202,242,122,0,12,49,28,0,12,61,20,25,8,17,8,17,0,12
1500000US220710128002,"Block Group 2, Census Tract 128, Orleans Parish, Louisiana",741,217,465,136,172,184,0,12,79,72,0,12,38,0,12,25,32,25,32,0,12
1500000US220710128003,"Block Group 3, Census Tract 128, Orleans Parish, Louisiana",749,162,645,148,69,52,16,25,13,19,0,12,41,6,9,0,12,0,12,0,12
1500000US220710129001,"Block Group 1, Census Tract 129, Orleans Parish, Louisiana",774,137,639,124,92,64,0,12,23,22,0,12,32,6,8,14,16,0,12,14,16
1500000US220710129002,"Block Group 2, Census Tract 129, Orleans Parish, Louisiana",587,178,228,84,292,148,0,12,38,55,0,12,16,10,14,19,18,0,12,19,18
1500000US220710130001,"Block Group 1, Census Tract 130, Orleans Parish, Louisiana",590,223,210,60,380,223,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710130002,"Block Group 2, Census Tract 130, Orleans Parish, Louisiana",748,316,266,138,473,288,0,12,0,12,0,12,4,9,15,0,12,0,12,0,12
1500000US220710130003,"Block Group 3, Census Tract 130, Orleans Parish, Louisiana",474,143,283,98,191,141,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710131001,"Block Group 1, Census Tract 131, Orleans Parish, Louisiana",343,188,0,12,343,188,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710131002,"Block Group 2, Census Tract 131, Orleans Parish, Louisiana",248,112,35,41,213,102,0,12,0,12,0,12,7,0,12,0,12,0,12,0,12
1500000US220710131003,"Block Group 3, Census Tract 131, Orleans Parish, Louisiana",587,234,115,116,472,189,0,12,0,12,0,12,104,0,12,0,12,0,12,0,12
1500000US220710131004,"Block Group 4, Census Tract 131, Orleans Parish, Louisiana",260,153,55,74,200,126,0,12,0,12,0,12,51,0,12,5,7,0,12,5,7
1500000US220710132001,"Block Group 1, Census Tract 132, Orleans Parish, Louisiana",353,128,119,97,199,118,0,12,0,12,0,12,0,35,42,0,12,0,12,0,12
1500000US220710132002,"Block Group 2, Census Tract 132, Orleans Parish, Louisiana",625,202,156,129,469,203,0,12,0,12,0,12,11,0,12,0,12,0,12,0,12
1500000US220710132003,"Block Group 3, Census Tract 132, Orleans Parish, Louisiana",767,312,289,159,478,264,0,12,0,12,0,12,55,0,12,0,12,0,12,0,12
1500000US220710132004,"Block Group 4, Census Tract 132, Orleans Parish, Louisiana",527,179,359,142,168,132,0,12,0,12,0,12,44,0,12,0,12,0,12,0,12
1500000US220710133011,"Block Group 1, Census Tract 133.01, Orleans Parish, Louisiana",734,204,691,205,23,37,0,12,0,12,0,12,136,0,12,20,23,0,12,20,23
1500000US220710133012,"Block Group 2, Census Tract 133.01, Orleans Parish, Louisiana",1884,459,1792,461,39,61,0,12,40,63,0,12,64,0,12,13,21,13,21,0,12
1500000US220710133013,"Block Group 3, Census Tract 133.01, Orleans Parish, Louisiana",425,128,395,131,0,12,0,12,30,46,0,12,51,0,12,0,12,0,12,0,12
1500000US220710133014,"Block Group 4, Census Tract 133.01, Orleans Parish, Louisiana",712,217,679,203,0,12,0,12,0,12,0,12,33,33,49,0,12,0,12,0,12
1500000US220710133021,"Block Group 1, Census Tract 133.02, Orleans Parish, Louisiana",1105,185,581,149,367,147,0,12,77,64,0,12,66,62,60,18,23,0,12,18,23
1500000US220710133022,"Block Group 2, Census Tract 133.02, Orleans Parish, Louisiana",1019,157,851,154,82,65,0,12,86,88,0,12,18,0,12,0,12,0,12,0,12
1500000US220710134001,"Block Group 1, Census Tract 134, Orleans Parish, Louisiana",398,102,319,100,39,54,0,12,8,14,0,12,44,27,42,5,8,0,12,5,8
1500000US220710134002,"Block Group 2, Census Tract 134, Orleans Parish, Louisiana",764,193,368,133,337,160,0,12,17,26,0,12,23,14,29,28,33,0,12,28,33
1500000US220710134003,"Block Group 3, Census Tract 134, Orleans Parish, Louisiana",997,191,554,120,193,93,0,12,189,96,0,12,38,4,7,57,49,0,12,57,49
1500000US220710135001,"Block Group 1, Census Tract 135, Orleans Parish, Louisiana",357,137,285,123,34,55,0,12,38,41,0,12,50,0,12,0,12,0,12,0,12
1500000US220710135002,"Block Group 2, Census Tract 135, Orleans Parish, Louisiana",714,154,626,138,1,2,13,19,27,28,0,12,25,0,12,47,73,0,12,47,73
1500000US220710135003,"Block Group 3, Census Tract 135, Orleans Parish, Louisiana",474,144,459,143,7,12,0,12,8,13,0,12,18,0,12,0,12,0,12,0,12
1500000US220710135004,"Block Group 4, Census Tract 135, Orleans Parish, Louisiana",721,218,685,220,23,35,0,12,1,3,0,12,102,12,20,0,12,0,12,0,12
1500000US220710136001,"Block Group 1, Census Tract 136, Orleans Parish, Louisiana",524,136,404,124,114,72,0,12,0,12,0,12,29,0,12,6,13,0,12,6,13
1500000US220710136002,"Block Group 2, Census Tract 136, Orleans Parish, Louisiana",505,180,57,53,448,163,0,12,0,12,0,12,36,0,12,0,12,0,12,0,12
1500000US220710137001,"Block Group 1, Census Tract 137, Orleans Parish, Louisiana",0,12,0,12,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710137002,"Block Group 2, Census Tract 137, Orleans Parish, Louisiana",261,122,0,12,261,122,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710137003,"Block Group 3, Census Tract 137, Orleans Parish, Louisiana",957,208,27,42,930,210,0,12,0,12,0,12,36,0,12,0,12,0,12,0,12
1500000US220710137004,"Block Group 4, Census Tract 137, Orleans Parish, Louisiana",966,186,66,57,895,186,0,12,0,12,0,12,51,0,12,5,7,0,12,5,7
1500000US220710138001,"Block Group 1, Census Tract 138, Orleans Parish, Louisiana",302,119,17,20,285,119,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710138002,"Block Group 2, Census Tract 138, Orleans Parish, Louisiana",693,178,2,4,691,178,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710138003,"Block Group 3, Census Tract 138, Orleans Parish, Louisiana",540,232,47,33,484,221,0,12,0,12,0,12,1,9,14,0,12,0,12,0,12
1500000US220710139001,"Block Group 1, Census Tract 139, Orleans Parish, Louisiana",652,182,392,150,214,108,22,33,19,24,0,12,50,0,12,5,7,0,12,5,7
1500000US220710139002,"Block Group 2, Census Tract 139, Orleans Parish, Louisiana",1040,228,382,104,507,189,0,12,28,37,0,12,148,123,124,0,12,0,12,0,12
