Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Hispanic,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710017462,"Block Group 2, Census Tract 17.46, Orleans Parish, Louisiana",1428,376,12,19,1410,378,0,12,0,12,0,12,24,0,12,6,11,0,12,6,11
1500000US220710017463,"Block Group 3, Census Tract 17.46, Orleans Parish, Louisiana",1360,425,47,42,1313,429,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710017471,"Block Group 1, Census Tract 17.47, Orleans Parish, Louisiana",2373,414,5,10,1645,398,0,12,723,224,0,12,0,0,12,0,12,0,12,0,12
1500000US220710017472,"Block Group 2, Census Tract 17.47, Orleans Parish, Louisiana",1222,299,10,16,1124,293,0,12,66,103,0,12,39,22,36,0,12,0,12,0,12
1500000US220710017481,"Block Group 1, Census Tract 17.48, Orleans Parish, Louisiana",1048,309,82,103,862,282,0,12,104,108,0,12,47,0,12,0,12,0,12,0,12
1500000US220710017482,"Block Group 2, Census Tract 17.48, Orleans Parish, Louisiana",1391,423,0,12,1264,407,0,12,127,139,0,12,0,0,12,0,12,0,12,0,12
1500000US220710017483,"Block Group 3, Census Tract 17.48, Orleans Parish, Louisiana",1310,471,67,57,1241,471,0,12,0,12,0,12,76,2,6,0,12,0,12,0,12
1500000US220710017484,"Block Group 4, Census Tract 17.48, Orleans Parish, Louisiana",781,386,25,41,716,380,0,12,40,90,0,12,0,0,12,0,12,0,12,0,12
1500000US220710017491,"Block Group 1, Census Tract 17.49, Orleans Parish, Louisiana",1211,272,13,17,648,233,0,12,536,209,0,12,26,14,23,0,12,0,12,0,12
1500000US220710017492,"Block Group 2, Census Tract 17.49, Orleans Parish, Louisiana",1868,416,137,120,371,173,14,23,1087,303,162,240,423,84,93,13,20,0,12,13,20
1500000US220710017501,"Block Group 1, Census Tract 17.50, Orleans Parish, Louisiana",996,297,30,37,174,88,0,12,778,324,0,12,14,14,24,0,12,0,12,0,12
1500000US220710017502,"Block Group 2, Census Tract 17.50, Orleans Parish, Louisiana",658,264,211,196,285,199,0,12,83,79,0,12,281,36,42,43,53,34,51,9,14
1500000US220710017503,"Block Group 3, Census Tract 17.50, Orleans Parish, Louisiana",1789,550,273,230,395,341,221,250,862,289,0,12,530,25,42,13,21,7,11,6,9
1500000US220710017511,"Block Group 1, Census Tract 17.51, Orleans Parish, Louisiana",678,176,142,77,465,189,6,10,0,12,0,12,140,65,63,0,12,0,12,0,12
1500000US220710018001,"Block Group 1, Census Tract 18, Orleans Parish, Louisiana",847,216,723,195,72,57,0,12,1,3,0,12,59,45,68,6,9,6,9,0,12
1500000US220710018002,"Block Group 2, Census Tract 18, Orleans Parish, Louisiana",595,133,555,136,0,12,18,29,0,12,0,12,43,0,12,22,30,0,12,22,30
1500000US220710019001,"Block Group 1, Census Tract 19, Orleans Parish, Louisiana",308,107,71,53,237,114,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710019002,"Block Group 2, Census Tract 19, Orleans Parish, Louisiana",400,142,95,68,305,136,0,12,0,12,0,12,19,0,12,0,12,0,12,0,12
1500000US220710019003,"Block Group 3, Census Tract 19, Orleans Parish, Louisiana",603,204,208,133,363,173,0,12,0,12,0,12,179,25,41,7,11,0,12,7,11
1500000US220710020001,"Block Group 1, Census Tract 20, Orleans Parish, Louisiana",399,151,60,67,321,132,0,12,0,12,0,12,0,0,12,18,29,0,12,18,29
1500000US220710020002,"Block Group 2, Census Tract 20, Orleans Parish, Louisiana",432,180,72,65,342,166,0,12,0,12,0,12,25,0,12,18,21,0,12,18,21
1500000US220710020003,"Block Group 3, Census Tract 20, Orleans Parish, Louisiana",195,90,15,14,180,89,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710021001,"Block Group 1, Census Tract 21, Orleans Parish, Louisiana",388,164,3,4,373,162,0,12,0,12,0,12,0,0,12,12,18,0,12,12,18
1500000US220710021002,"Block Group 2, Census Tract 21, Orleans Parish, Louisiana",311,125,24,34,287,127,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710022001,"Block Group 1, Census Tract 22, Orleans Parish, Louisiana",230,80,14,27,216,80,0,12,0,12,0,12,6,0,12,0,12,0,12,0,12
1500000US220710022002,"Block Group 2, Census Tract 22, Orleans Parish, Louisiana",342,129,9,15,333,132,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710022003,"Block Group 3, Census Tract 22, Orleans Parish, Louisiana",185,81,5,7,180,80,0,12,0,12,0,12,9,0,12,0,12,0,12,0,12
1500000US220710023001,"Block Group 1, Census Tract 23, Orleans Parish, Louisiana",124,75,0,12,124,75,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710023002,"Block Group 2, Census Tract 23, Orleans Parish, Louisiana",244,146,80,116,139,78,0,12,0,12,0,12,0,0,12,25,33,0,12,25,33
1500000US220710023003,"Block Group 3, Census Tract 23, Orleans Parish, Louisiana",120,83,0,12,120,83,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710023004,"Block Group 4, Census Tract 23, Orleans Parish, Louisiana",165,78,0,12,165,78,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710023005,"Block Group 5, Census Tract 23, Orleans Parish, Louisiana",1029,256,42,33,984,256,0,12,0,12,0,12,7,0,12,3,6,0,12,3,6
1500000US220710024011,"Block Group 1, Census Tract 24.01, Orleans Parish, Louisiana",849,179,115,74,661,163,10,15,0,12,0,12,33,29,43,34,36,0,12,34,36
1500000US220710024012,"Block Group 2, Census Tract 24.01, Orleans Parish, Louisiana",923,301,40,37,852,299,0,12,0,12,0,12,15,0,12,31,48,0,12,31,48
1500000US220710024021,"Block Group 1, Census Tract 24.02, Orleans Parish, Louisiana",337,195,29,35,308,188,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710024022,"Block Group 2, Census Tract 24.02, Orleans Parish, Louisiana",622,243,0,12,622,243,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710024023,"Block Group 3, Census Tract 24.02, Orleans Parish, Louisiana",633,274,26,22,607,275,0,12,0,12,0,12,25,0,12,0,12,0,12,0,12
1500000US220710024024,"Block Group 4, Census Tract 24.02, Orleans Parish, Louisiana",1197,218,279,187,895,247,0,12,0,12,0,12,0,0,12,23,40,0,12,23,40
1500000US220710025011,"Block Group 1, Census Tract 25.01, Orleans Parish, Louisiana",457,195,163,103,286,173,0,12,0,12,0,12,70,0,12,8,11,8,11,0,12
1500000US220710025012,"Block Group 2, Census Tract 25.01, Orleans Parish, Louisiana",461,193,49,40,387,184,0,12,0,12,0,12,27,0,12,25,40,0,12,25,40
1500000US220710025013,"Block Group 3, Census Tract 25.01, Orleans Parish, Louisiana",305,148,61,58,244,143,0,12,0,12,0,12,29,0,12,0,12,0,12,0,12
1500000US220710025014,"Block Group 4, Census Tract 25.01, Orleans Parish, Louisiana",437,222,41,52,396,212,0,12,0,12,0,12,9,0,12,0,12,0,12,0,12
1500000US220710025021,"Block Group 1, Census Tract 25.02, Orleans Parish, Louisiana",853,254,6,8,832,252,0,12,0,12,0,12,0,0,12,15,15,0,12,15,15
1500000US220710025022,"Block Group 2, Census Tract 25.02, Orleans Parish, Louisiana",261,110,58,53,203,95,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710025023,"Block Group 3, Census Tract 25.02, Orleans Parish, Louisiana",598,273,10,16,588,274,0,12,0,12,0,12,4,0,12,0,12,0,12,0,12
1500000US220710025024,"Block Group 4, Census Tract 25.02, Orleans Parish, Louisiana",292,118,0,12,286,117,0,12,0,12,0,12,0,0,12,6,11,0,12,6,11
1500000US220710025031,"Block Group 1, Census Tract 25.03, Orleans Parish, Louisiana",498,242,68,58,422,240,0,12,0,12,0,12,0,0,12,8,18,0,12,8,18
1500000US220710025032,"Block Group 2, Census Tract 25.03, Orleans Parish, Louisiana",887,285,202,98,685,306,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710025033,"Block Group 3, Census Tract 25.03, Orleans Parish, Louisiana",775,207,350,119,410,140,0,12,0,12,0,12,41,15,23,0,12,0,12,0,12
1500000US220710025041,"Block Group 1, Census Tract 25.04, Orleans Parish, Louisiana",667,222,69,47,581,225,0,12,0,12,0,12,11,0,12,17,25,0,12,17,25
1500000US220710025042,"Block Group 2, Census Tract 25.04, Orleans Parish, Louisiana",654,197,183,58,452,191,9,17,0,12,0,12,11,0,12,10,11,0,12,10,11
1500000US220710025043,"Block Group 3, Census Tract 25.04, Orleans Parish, Louisiana",440,141,192,68,227,147,0,12,7,12,0,12,33,8,12,6,9,6,9,0,12
1500000US220710025044,"Block Group 4, Census Tract 25.04, Orleans Parish, Louisiana",446,163,102,79,293,148,0,12,0,12,0,12,23,0,12,51,59,0,12,51,59
1500000US220710026001,"Block Group 1, Census Tract 26, Orleans Parish, Louisiana",583,160,511,139,42,38,0,12,30,45,0,12,0,0,12,0,12,0,12,0,12
1500000US220710026002,"Block Group 2, Census Tract 26, Orleans Parish, Louisiana",690,148,537,127,105,83,0,12,48,56,0,12,66,0,12,0,12,0,12,0,12
1500000US220710027001,"Block Group 1, Census Tract 27, Orleans Parish, Louisiana",498,271,0,12,485,269,0,12,0,12,0,12,40,13,21,0,12,0,12,0,12
1500000US220710027002,"Block Group 2, Census Tract 27, Orleans Parish, Louisiana",624,188,220,121,398,148,0,12,0,12,0,12,0,0,12,6,16,0,12,6,16
1500000US220710027003,"Block Group 3, Census Tract 27, Orleans Parish, Louisiana",547,297,62,48,415,278,0,12,27,38,0,12,122,43,59,0,12,0,12,0,12
1500000US220710028001,"Block Group 1, Census Tract 28, Orleans Parish, Louisiana",334,126,0,12,334,126,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710028002,"Block Group 2, Census Tract 28, Orleans Parish, Louisiana",851,229,0,12,842,230,0,12,9,13,0,12,0,0,12,0,12,0,12,0,12
1500000US220710028003,"Block Group 3, Census Tract 28, Orleans Parish, Louisiana",429,176,7,12,420,177,1,2,1,2,0,12,0,0,12,0,12,0,12,0,12
1500000US220710029001,"Block Group 1, Census Tract 29, Orleans Parish, Louisiana",476,240,0,12,476,240,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710029002,"Block Group 2, Census Tract 29, Orleans Parish, Louisiana",248,145,0,12,248,145,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710029003,"Block Group 3, Census Tract 29, Orleans Parish, Louisiana",684,242,85,98,599,241,0,12,0,12,0,12,35,0,12,0,12,0,12,0,12
1500000US220710030001,"Block Group 1, Census Tract 30, Orleans Parish, Louisiana",526,153,36,44,469,147,0,12,0,12,0,12,40,0,12,21,24,0,12,21,24
1500000US220710030002,"Block Group 2, Census Tract 30, Orleans Parish, Louisiana",715,213,5,8,701,212,9,15,0,12,0,12,9,0,12,0,12,0,12,0,12
1500000US220710031001,"Block Group 1, Census Tract 31, Orleans Parish, Louisiana",233,104,0,12,224,106,0,12,0,12,0,12,5,9,12,0,12,0,12,0,12
1500000US220710031002,"Block Group 2, Census Tract 31, Orleans Parish, Louisiana",743,272,23,31,618,270,0,12,0,12,0,12,0,7,7,95,135,13,17,82,135
1500000US220710033011,"Block Group 1, Census Tract 33.01, Orleans Parish, Louisiana",781,171,511,138,221,98,0,12,49,54,0,12,50,0,12,0,12,0,12,0,12
1500000US220710033012,"Block Group 2, Census Tract 33.01, Orleans Parish, Louisiana",887,369,216,116,584,359,0,12,0,12,0,12,120,87,140,0,12,0,12,0,12
1500000US220710033013,"Block Group 3, Census Tract 33.01, Orleans Parish, Louisiana",254,104,127,72,127,83,0,12,0,12,0,12,35,0,12,0,12,0,12,0,12
1500000US220710033021,"Block Group 1, Census Tract 33.02, Orleans Parish, Louisiana",415,182,19,20,396,182,0,12,0,12,0,12,5,0,12,0,12,0,12,0,12
1500000US220710033022,"Block Group 2, Census Tract 33.02, Orleans Parish, Louisiana",1417,466,11,13,1313,455,0,12,87,131,0,12,6,0,12,6,9,0,12,6,9
1500000US220710033023,"Block Group 3, Census Tract 33.02, Orleans Parish, Louisiana",1121,291,84,56,984,274,15,32,24,38,0,12,19,4,6,10,16,0,12,10,16
1500000US220710033024,"Block Group 4, Census Tract 33.02, Orleans Parish, Louisiana",491,182,99,76,341,155,0,12,23,33,0,12,56,17,29,11,17,0,12,11,17
1500000US220710033031,"Block Group 1, Census Tract 33.03, Orleans Parish, Louisiana",623,183,177,85,416,200,13,15,11,15,0,12,63,6,9,0,12,0,12,0,12
1500000US220710033032,"Block Group 2, Census Tract 33.03, Orleans Parish, Louisiana",572,187,125,71,425,165,0,12,15,23,0,12,23,0,12,7,12,0,12,7,12
1500000US220710033033,"Block Group 3, Census Tract 33.03, Orleans Parish, Louisiana",699,340,90,49,551,332,0,12,0,12,0,12,56,34,53,24,25,0,12,24,25
1500000US220710033041,"Block Group 1, Census Tract 33.04, Orleans Parish, Louisiana",741,166,109,70,632,161,0,12,0,12,0,12,42,0,12,0,12,0,12,0,12
1500000US220710033042,"Block Group 2, Census Tract 33.04, Orleans Parish, Louisiana",727,216,65,45,654,211,4,7,0,12,0,12,8,0,12,4,7,0,12,4,7
1500000US220710033071,"Block Group 1, Census Tract 33.07, Orleans Parish, Louisiana",858,261,6,8,805,259,0,12,0,12,0,12,66,47,77,0,12,0,12,0,12
1500000US220710033072,"Block Group 2, Census Tract 33.07, Orleans Parish, Louisiana",479,156,5,7,474,156,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710033081,"Block Group 1, Census Tract 33.08, Orleans Parish, Louisiana",537,357,24,34,397,352,0,12,0,12,0,12,61,57,59,59,62,0,12,59,62
1500000US220710033082,"Block Group 2, Census Tract 33.08, Orleans Parish, Louisiana",711,259,32,32,660,252,0,12,9,18,0,12,0,0,12,10,15,0,12,10,15
1500000US220710033083,"Block Group 3, Census Tract 33.08, Orleans Parish, Louisiana",950,243,5,11,934,245,0,12,0,12,0,12,0,0,12,11,18,0,12,11,18
1500000US220710033084,"Block Group 4, Census Tract 33.08, Orleans Parish, Louisiana",526,276,14,24,376,196,0,12,0,12,0,12,127,127,195,9,14,0,12,9,14
1500000US220710033085,"Block Group 5, Census Tract 33.08, Orleans Parish, Louisiana",432,237,0,12,415,240,0,12,0,12,0,12,0,8,15,9,19,9,19,0,12
1500000US220710033086,"Block Group 6, Census Tract 33.08, Orleans Parish, Louisiana",395,155,112,57,194,174,0,12,11,21,0,12,0,57,95,21,42,0,12,21,42
1500000US220710034001,"Block Group 1, Census Tract 34, Orleans Parish, Louisiana",601,192,147,65,440,182,0,12,0,12,14,23,0,0,12,0,12,0,12,0,12
1500000US220710034002,"Block Group 2, Census Tract 34, Orleans Parish, Louisiana",570,152,163,68,376,151,0,12,0,12,0,12,51,4,10,27,25,0,12,27,25
1500000US220710035001,"Block Group 1, Census Tract 35, Orleans Parish, Louisiana",422,110,4,5,411,111,0,12,0,12,0,12,0,0,12,7,11,7,11,0,12
1500000US220710035002,"Block Group 2, Census Tract 35, Orleans Parish, Louisiana",334,137,14,18,318,136,2,6,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710035003,"Block Group 3, Census Tract 35, Orleans Parish, Louisiana",446,157,113,63,326,154,0,12,0,12,0,12,0,0,12,7,11,0,12,7,11
1500000US220710036001,"Block Group 1, Census Tract 36, Orleans Parish, Louisiana",547,147,5,7,515,155,0,12,0,12,0,12,21,0,12,27,35,21,32,6,12
1500000US220710036002,"Block Group 2, Census Tract 36, Orleans Parish, Louisiana",847,221,108,78,671,214,0,12,0,12,0,12,0,68,98,0,12,0,12,0,12
1500000US220710036003,"Block Group 3, Census Tract 36, Orleans Parish, Louisiana",592,289,96,79,485,290,0,12,0,12,0,12,6,0,12,11,17,0,12,11,17
1500000US220710037011,"Block Group 1, Census Tract 37.01, Orleans Parish, Louisiana",1357,331,551,166,752,309,4,8,41,45,0,12,49,0,12,9,14,0,12,9,14
1500000US220710037012,"Block Group 2, Census Tract 37.01, Orleans Parish, Louisiana",968,445,88,62,880,442,0,12,0,12,0,12,5,0,12,0,12,0,12,0,12
1500000US220710037021,"Block Group 1, Census Tract 37.02, Orleans Parish, Louisiana",691,225,4,8,656,222,0,12,1,2,0,12,0,0,12,30,45,0,12,30,45
1500000US220710037022,"Block Group 2, Census Tract 37.02, Orleans Parish, Louisiana",727,311,112,106,549,289,0,12,28,43,0,12,41,38,51,0,12,0,12,0,12
1500000US220710037023,"Block Group 3, Census Tract 37.02, Orleans Parish, Louisiana",443,272,16,18,427,274,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710037024,"Block Group 4, Census Tract 37.02, Orleans Parish, Louisiana",587,319,30,25,538,320,19,28,0,12,0,12,4,0,12,0,12,0,12,0,12
1500000US220710037025,"Block Group 5, Census Tract 37.02, Orleans Parish, Louisiana",384,143,305,135,79,64,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710037026,"Block Group 6, Census Tract 37.02, Orleans Parish, Louisiana",622,157,444,130,129,105,0,12,0,12,0,12,33,24,36,25,38,0,12,25,38
1500000US220710038001,"Block Group 1, Census Tract 38, Orleans Parish, Louisiana",571,133,555,136,15,20,0,12,0,12,0,12,1,0,12,1,3,1,3,0,12
1500000US220710038002,"Block Group 2, Census Tract 38, Orleans Parish, Louisiana",765,231,698,206,30,47,0,12,7,11,0,12,49,0,12,30,42,0,12,30,42
1500000US220710039001,"Block Group 1, Census Tract 39, Orleans Parish, Louisiana",605,149,169,75,386,161,0,12,22,24,0,12,78,0,12,28,33,11,18,17,24
1500000US220710039002,"Block Group 2, Census Tract 39, Orleans Parish, Louisiana",613,156,263,91,309,145,0,12,0,12,0,12,41,11,12,30,27,13,20,17,18
1500000US220710040001,"Block Group 1, Census Tract 40, Orleans Parish, Louisiana",574,217,142,77,426,190,0,12,0,12,0,12,21,6,13,0,12,0,12,0,12
1500000US220710040002,"Block Group 2, Census Tract 40, Orleans Parish, Louisiana",1098,288,245,191,824,233,5,10,0,12,0,12,162,24,29,0,12,0,12,0,12
1500000US220710041001,"Block Group 1, Census Tract 41, Orleans Parish, Louisiana",780,132,684,136,82,65,0,12,9,12,0,12,35,0,12,5,8,0,12,5,8
1500000US220710041002,"Block Group 2, Census Tract 41, Orleans Parish, Louisiana",791,177,628,189,109,73,7,13,0,12,0,12,40,36,64,11,19,0,12,11,19
1500000US220710044011,"Block Group 1, Census Tract 44.01, Orleans Parish, Louisiana",222,97,10,16,206,97,0,12,0,12,0,12,6,6,9,0,12,0,12,0,12
1500000US220710044012,"Block Group 2, Census Tract 44.01, Orleans Parish, Louisiana",616,344,23,25,593,346,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710044013,"Block Group 3, Census Tract 44.01, Orleans Parish, Louisiana",424,197,39,38,385,197,0,12,0,12,0,12,10,0,12,0,12,0,12,0,12
1500000US220710044021,"Block Group 1, Census Tract 44.02, Orleans Parish, Louisiana",64,5,0,12,64,5,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710044022,"Block Group 2, Census Tract 44.02, Orleans Parish, Louisiana",0,12,0,12,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710045001,"Block Group 1, Census Tract 45, Orleans Parish, Louisiana",530,267,51,36,469,271,0,12,0,12,0,12,0,0,12,10,16,0,12,10,16
1500000US220710045002,"Block Group 2, Census Tract 45, Orleans Parish, Louisiana",841,261,159,75,676,249,0,12,0,12,0,12,38,6,10,0,12,0,12,0,12
1500000US220710045003,"Block Group 3, Census Tract 45, Orleans Parish, Louisiana",722,159,312,87,309,124,0,12,42,48,0,12,108,47,45,12,14,0,12,12,14
1500000US220710046001,"Block Group 1, Census Tract 46, Orleans Parish, Louisiana",564,157,459,142,84,79,0,12,0,12,0,12,19,21,32,0,12,0,12,0,12
1500000US220710046002,"Block Group 2, Census Tract 46, Orleans Parish, Louisiana",1457,257,1366,256,55,38,0,12,0,12,0,12,127,0,12,36,32,14,21,22,26
1500000US220710046003,"Block Group 3, Census Tract 46, Orleans Parish, Louisiana",869,220,758,231,60,59,26,38,0,12,0,12,96,0,12,25,28,14,21,11,19
1500000US220710048001,"Block Group 1, Census Tract 48, Orleans Parish, Louisiana",1376,316,1,2,1292,318,0,12,1,2,0,12,0,0,12,82,80,0,12,82,80
1500000US220710049001,"Block Group 1, Census Tract 49, Orleans Parish, Louisiana",674,243,164,170,478,197,32,45,0,12,0,12,153,0,12,0,12,0,12,0,12
1500000US220710049002,"Block Group 2, Census Tract 49, Orleans Parish, Louisiana",621,292,30,28,527,286,0,12,0,12,0,12,64,64,71,0,12,0,12,0,12
1500000US220710049003,"Block Group 3, Census Tract 49, Orleans Parish, Louisiana",42,46,0,12,42,46,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710049004,"Block Group 4, Census Tract 49, Orleans Parish, Louisiana",308,210,42,42,266,209,0,12,0,12,0,12,10,0,12,0,12,0,12,0,12
1500000US220710050001,"Block Group 1, Census Tract 50, Orleans Parish, Louisiana",536,146,266,97,163,86,6,8,0,12,0,12,164,96,121,5,10,0,12,5,10
1500000US220710050002,"Block Group 2, Census Tract 50, Orleans Parish, Louisiana",1046,375,324,159,457,275,159,146,0,12,0,12,465,106,165,0,12,0,12,0,12
1500000US220710054001,"Block Group 1, Census Tract 54, Orleans Parish, Louisiana",620,167,561,158,46,60,7,13,0,12,0,12,122,6,9,0,12,0,12,0,12
1500000US220710054002,"Block Group 2, Census Tract 54, Orleans Parish, Louisiana",735,229,470,163,265,190,0,12,0,12,0,12,47,0,12,0,12,0,12,0,12
1500000US220710054003,"Block Group 3, Census Tract 54, Orleans Parish, Louisiana",467,137,330,100,79,52,0,12,0,12,0,12,56,39,62,19,32,0,12,19,32
1500000US220710055001,"Block Group 1, Census Tract 55, Orleans Parish, Louisiana",968,183,897,171,27,43,0,12,0,12,0,12,99,33,33,11,16,0,12,11,16
1500000US220710055002,"Block Group 2, Census Tract 55, Orleans Parish, Louisiana",699,226,550,157,102,117,0,12,32,37,0,12,46,15,18,0,12,0,12,0,12
1500000US220710055003,"Block Group 3, Census Tract 55, Orleans Parish, Louisiana",781,216,683,188,10,16,0,12,0,12,0,12,167,88,134,0,12,0,12,0,12
1500000US220710056011,"Block Group 1, Census Tract 56.01, Orleans Parish, Louisiana",611,122,537,113,0,12,0,12,70,72,0,12,13,0,12,4,7,0,12,4,7
1500000US220710056012,"Block Group 2, Census Tract 56.01, Orleans Parish, Louisiana",650,193,507,136,12,19,0,12,7,14,0,12,200,118,169,6,9,0,12,6,9
1500000US220710056013,"Block Group 3, Census Tract 56.01, Orleans Parish, Louisiana",418,112,359,105,47,79,0,12,12,22,0,12,0,0,12,0,12,0,12,0,12
1500000US220710056014,"Block Group 4, Census Tract 56.01, Orleans Parish, Louisiana",385,102,335,106,6,9,0,12,16,27,0,12,48,28,39,0,12,0,12,0,12
1500000US220710056021,"Block Group 1, Census Tract 56.02, Orleans Parish, Louisiana",316,150,305,149,11,19,0,12,0,12,0,12,7,0,12,0,12,0,12,0,12
1500000US220710056022,"Block Group 2, Census Tract 56.02, Orleans Parish, Louisiana",620,104,581,97,39,56,0,12,0,12,0,12,12,0,12,0,12,0,12,0,12
1500000US220710056023,"Block Group 3, Census Tract 56.02, Orleans Parish, Louisiana",702,150,653,133,32,45,1,3,0,12,0,12,11,0,12,16,22,0,12,16,22
1500000US220710056024,"Block Group 4, Census Tract 56.02, Orleans Parish, Louisiana",593,177,586,178,0,12,0,12,0,12,0,12,48,0,12,7,10,7,10,0,12
1500000US220710056031,"Block Group 1, Census Tract 56.03, Orleans Parish, Louisiana",683,121,683,121,0,12,0,12,0,12,0,12,82,0,12,0,12,0,12,0,12
1500000US220710056032,"Block Group 2, Census Tract 56.03, Orleans Parish, Louisiana",430,122,416,114,14,21,0,12,0,12,0,12,32,0,12,0,12,0,12,0,12
1500000US220710056033,"Block Group 3, Census Tract 56.03, Orleans Parish, Louisiana",347,107,274,105,63,71,0,12,10,13,0,12,26,0,12,0,12,0,12,0,12
1500000US220710056041,"Block Group 1, Census Tract 56.04, Orleans Parish, Louisiana",178,71,178,71,0,12,0,12,0,12,0,12,9,0,12,0,12,0,12,0,12
1500000US220710056042,"Block Group 2, Census Tract 56.04, Orleans Parish, Louisiana",705,160,701,160,0,12,4,7,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710056043,"Block Group 3, Census Tract 56.04, Orleans Parish, Louisiana",476,144,457,140,0,12,0,12,19,32,0,12,6,0,12,0,12,0,12,0,12
1500000US220710060001,"Block Group 1, Census Tract 60, Orleans Parish, Louisiana",1601,308,244,119,1150,260,0,12,174,112,0,12,129,33,50,0,12,0,12,0,12
1500000US220710063001,"Block Group 1, Census Tract 63, Orleans Parish, Louisiana",861,324,278,208,482,222,0,12,3,8,0,12,269,80,85,18,30,4,12,14,25
1500000US220710063002,"Block Group 2, Census Tract 63, Orleans Parish, Louisiana",251,194,47,51,201,186,0,12,0,12,0,12,23,0,12,3,3,1,3,2,4
1500000US220710063003,"Block Group 3, Census Tract 63, Orleans Parish, Louisiana",736,185,173,115,449,124,0,12,0,12,0,12,215,114,139,0,12,0,12,0,12
1500000US220710064001,"Block Group 1, Census Tract 64, Orleans Parish, Louisiana",636,183,334,88,205,157,0,12,36,40,0,12,52,38,59,23,40,0,12,23,40
1500000US220710064002,"Block Group 2, Census Tract 64, Orleans Parish, Louisiana",554,134,242,94,297,118,0,12,3,6,0,12,24,0,12,12,20,0,12,12,20
1500000US220710064003,"Block Group 3, Census Tract 64, Orleans Parish, Louisiana",514,250,242,181,251,170,0,12,9,16,0,12,142,7,11,5,11,0,12,5,11
1500000US220710064004,"Block Group 4, Census Tract 64, Orleans Parish, Louisiana",730,243,336,158,383,238,0,12,0,12,0,12,172,11,16,0,12,0,12,0,12
1500000US220710065001,"Block Group 1, Census Tract 65, Orleans Parish, Louisiana",940,238,473,161,281,167,0,12,8,13,37,50,135,70,84,71,68,0,12,71,68
1500000US220710065002,"Block Group 2, Census Tract 65, Orleans Parish, Louisiana",978,265,692,183,146,108,0,12,30,46,0,12,136,110,172,0,12,0,12,0,12
1500000US220710065003,"Block Group 3, Census Tract 65, Orleans Parish, Louisiana",702,182,335,140,313,138,10,15,0,12,0,12,160,29,31,15,22,0,12,15,22
1500000US220710069001,"Block Group 1, Census Tract 69, Orleans Parish, Louisiana",426,252,0,12,426,252,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710069002,"Block Group 2, Census Tract 69, Orleans Parish, Louisiana",49,50,8,12,41,48,0,12,0,12,0,12,8,0,12,0,12,0,12,0,12
1500000US220710069003,"Block Group 3, Census Tract 69, Orleans Parish, Louisiana",305,118,0,12,305,118,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710070001,"Block Group 1, Census Tract 70, Orleans Parish, Louisiana",711,197,246,112,432,160,0,12,12,23,0,12,53,0,12,21,25,0,12,21,25
