id,USExporterSiteName,US Exporter Site Street Address,US Exporter Site City,US Exporter Site State,US Exporter Site Zip Code,latitude,longitude
TXD008119414,STRUCTURAL METALS INC,STEEL MILL ROAD,SEGUIN,TX,78155,29.5791092,-98.0252609
TXD071378582,NUCOR STEEL COMPANY,HWY 79 SOUTH,JEWETT,TX,75846,31.384264,-96.127889
TXD066362559,CHAPARRAL STEEL MIDLOTHIAN L.P.,300 WARD ROAD,MIDLOTHIAN,TX,76065,32.4612808,-97.0369263
OKD007219181,SHEFFIELD STEEL CORPORATION,2300 S. HWY. 97,SAND SPRINGS,OK,74063,36.1332037,-96.1158724
WVR000016469,CENTURY ALUMINUM,WILLOW GROVE ROAD,RAVENSWOOD,WV,26164,38.9955139,-81.7063599
KYD049062375,CENTURY ALUMINUM,1627 STATE ROUTE 271 NORTH,HAWESVILLE,KY,42348,37.9330216,-86.7916334
OHD004379970,ORMET PRIMARY ALUMINUM CORPORATION,43840 STATE ROUTE 7,HANNIBAL,OH,43931,39.6706085,-80.8684998
OHD980793301,ASHTA CHEMICALS INC,3509 MIDDLE ROAD,ASHTABULA,OH,44004,41.9009209,-80.7457504
CAD980585855,ENVIROGREEN TECHNOLOGIES,2152 COFFEE ROAD,BAKERSFIELD,CA,93308,35.378933,-119.091217
CTD001170703,SAINT-GOBAIN PERFORMANCE PLASTICS,407 EAST STREET,NEW HAVEN,CT,6511,41.309735,-72.9096635
FLD980559728,CHEMICAL CONSERVATION CORPORATION,10100 ROCKET BOULEVARD,ORLANDO,FL,32824,28.418792,-81.38533
IND000646943,TRADEBE TREATMENT AND RECYCLING,4343 KENNEDY AVENUE,EAST CHICAGO,IN,46312,41.6334953,-87.4606857
MIR000014530,CLEAN HARBORS INC,4475 SOUTH DORT HIGHWAY,BURTON,MI,48529,42.961132,-83.650772
NYD986871622,CLEAN HARBORS INC,32 BASK ROAD,GLENMONT,NY,12077,42.5811806,-73.769783
NYD042569772,SCOTT AVIATION,225 ERIE STREET,LANCASTER,NY,14086-9502,42.9050522,-78.6576157
IND093219012,HERITAGE ENVIRONMENTAL SERVICES,7901 WEST MORRIS STREET,INDIANAPOLIS,IN,46231,39.7476807,-86.3010712
CTD002593887,BRIDGEPORT UNITED RECYCLING,50 CROSS STREET,BRIDGEPORT,CT,6610,41.1864406,-73.1591532
NJD991291105,"CLEAN EARTH NORTH JERSEY, INC.",105 JACOBUS AVENUE,SOUTH KEARNY,NJ,7032,40.7384989,-74.111558
MAD001128115,SAINT-GOBAIN PERFORMANCE PLASTICS,717 PLANTATION STREET,WORCESTER,MA,1605,42.3008919,-71.7633591
NJD054126164,DSM NEORESINS,730 MAIN STREET,WILMINGTON,MA,1887,42.5363749,-71.159785
MAD001008093,C.L. HAUTHAWAY & SONS,638 SUMMER STREET,LYNN,MA,1905,42.4573135,-70.9739685
NJD002329621,"ARMOTEK, INC",1 ROTO AVENUE,PALMYRA AVENUE,NJ,8065,39.9967613,-75.0303116
OHD020260188,MARSULEX INC.,1400 OTTER CREEK ROAD,OREGON,OH,43616,41.6790417,-83.4608489
MAD001034016,"CAMBRIDGE PLATING COMPANY, INC.",39 HITTINGER STREET,BELMONT,MA,2178,42.3954697,-71.1604919
NYR000136788,VEOLIA ES TECHNICAL SOLUTIONS,10 TERMINAL DRIVE,LATHAM,NY,12110,42.7322446,-73.7935574
MAD981074156,PLATING FOR ELECTRONICS INC,94 CALVARY STREET,WALTHAM,MA,2454,42.3691902,-71.2257385
CTD001450154,WHYCO TECHNOLOGIES INC.,670 WATERBURY ROAD,THOMASTON,CT,6787,41.6431808,-73.078743
NYD986925857,CONTROL ELECTROPOLISHING CORP.,109 WALWORTH STREET,BROOKLYN,NY,11205,40.695488,-73.9541779
NYD009901059,AMERICAN TECHNICAL CERAMICS,ONE NORDEN LANE,HUNTINGTON STATION,NY,11746,40.8398705,-73.4257431
CTD001150739,MOTT CORPORATION,84 SPRING LANE,FARMINGTON,CT,6032,41.6975403,-72.8694763
MID980615298,PETRO-CHEM PROCESSING GROUP OF NORTRU,421 LYCASTE AVENUE,DETROIT,MI,48214,42.3621979,-82.9640656
OHR000038513,TOXCO INC DBA LITHCHEM INTL - BLDG 1,8090 LANCASTER NEWARK ROAD,BALTIMORE,OH,43105,39.842514,-82.5667038
RID000652354,SWAROVSKI NORTH AMERICA LTD,1 KENNEY DRIVE,CRANSTON,RI,2920,41.7428322,-71.4565582
NJD169077427,"RHONE-POULENCE, INC.",5 FACTORY LANE,MIDDLESEX,NJ,8846,40.5605505,-74.5224309
OHD980587364,SAFETY-KLEEN,581 MILLIKEN DRIVE S.E,HEBRON,OH,43025,39.9839783,-82.4794617
SCD070375985,SAFETY KLEEN PINEWOOD INC,8430 CAMP MACBOYKIN ROAD,PINEWOOD,SC,29125,33.7027817,-80.4701309
ARD075656454,EXIDE TECHNOLOGIES,4115 SOUTH ZERO STREET,FORT SMITH,AR,72908,35.329101,-94.389106
NJD011417516,"PLASTI-CLAD METAL PRODUCTS, INC",2601 RIDGEWOOD ROAD,WALL,NJ,7719,40.1193695,-74.0714035
NJD986650406,PPG INDUSTRIES,ONE PPG PLACE,PITTSBURGH,PA,15272,40.4399452,-80.003479
CTD016424210,"TRI-S ENVIRONMENTAL SERVICES, INC.",25 PINNEY STREET,ELLINGTON,CT,6029,41.8715069,-72.4904202
NYR000004671,"13TH AND 14TH STREET REALTY, LLC",427 EAST 13TH STREET,NEW YORK,NY,10009,40.7304215,-73.9823882
DED003913266,OCCIDENTAL CHEMICAL,1657 RIVER ROAD,NEW CASTLE,DE,19720,39.6033237,-75.6301437
NYR000041327,ENVIRONMENTAL ENTERPRISES INC,22 RAILROAD AVENUE,GLEN HEAD,NY,11545,40.8332024,-73.6255035
NJD001787944,"AG FLUOROPOLYMERS USA, INC.",229 EAST 22ND STREET,BAYONNE,NJ,07002-5002,40.6591062,-74.1068897
NYD002070118,"SCHENECTADY INTERNATIONAL, INC. - ROTTERDAM JUNCTION, NY FACILITY",1000 MAIN STREET,ROTTERDAM JUNCTION,NY,12150,42.8609115,-74.0285001
NJD001317064,"MERCK & CO., INC. - RAHWAY, NJ FACILITY",126 EAST LINCOLN AVENUE,RAHWAY,NJ,7065,40.6092285,-74.2583104
MOD095038329,CLARIANT LSM (MISSOURI) INC.,2460 WEST BENNETT STREET,SPRINGFIELD,MO,65801,37.1887245,-93.3256912
NJ0001613827,"PT MAXWELL, LLC",1125 HUDSON STREET,HOBOKEN,NJ,7030,40.7495852,-74.0259922
RID000859967,NARRAGANSETT BAY COMMISSION,ONE SERVICE ROAD,PROVIDENCE,RI,2905,41.7923945,-71.3903792
RID084802842,CHEM-PAK CORPORATION,167 MILL STREET,CRANSTON,RI,2905,41.765628,-71.412864
MID981785728,CLEAN HARBORS INC,6414 PRODUCT DRIVE,STERLING HEIGHTS,MI,48312,42.5483986,-83.0439256
KYD053348108,SAFETY-KLEEN,3700 LAGRANGE ROAD,SMITHFIELD,KY,40068,38.4315585,-85.2344435
ILD000666206,"ENVIRITE OF ILLINOIS, INC.",16435 CENTER AVENUE,HARVEY,IL,60426-6078,41.5904427,-87.6432953
CTD021816889,UNITED OIL RECOVERY INC,136 GRACEY AVENUE,MERIDEN,CT,6451,41.5534285,-72.7930786
MAD981061914,NORTH AMERICAN SITE DEVELOPERS,218 LINCOLN STREET,ALLSTON,MA,2134,42.3576317,-71.1370163
NYD096920483,PHOTOCIRCUITS CORPORATION,31 SEA CLIFF AVENUE,GLEN COVE,NY,11542,40.8518189,-73.6225967
NJD986581270,"POLARIS PLATING, INC.",200 KEEN STREET,PATERSON,NJ,7524,40.9267531,-74.155787
NYD980756415,STABLEX CANADA,760 BOULEVARD INDUSTRIEL,BLAINVILLE,QUEBEC,J7C3V4,45.6707217,-73.8602547
WAH000008847,CLEAN HARBORS INC,"117 FRONTAGE ROAD NORTH, BUILDING D",PACIFIC,WA,98047,47.269577,-122.2590027
NYD099333858,PRECIOUS PLATE INC.,2124 LIBERTY DRIVE,WHEATFIELD,NY,14304,43.0750694,-78.936615
KSD007482029,VULCAN CHEMICALS,6200 S. RIDGE ROAD,WICHITA,KS,67215,37.5827637,-97.4226074
GAR000046987,240 HIGHLAND AVE,240 HIGHLAND AVE,ATLANTA,GA,,33.7627411,-84.3595734
CAR000091488,ULTRAMAR INC. (GOLDEN EAGLE REFINERY),150 SOLANO WAY,MARTINEZ,CA,94553-1487,38.0266953,-122.0692673
MTD006229405,CONOCO INC - BILLINGS REFINERY,401 S. 23RD STREET,BILLINGS,MT,59107-0198,45.779865,-108.4944132
NJD081982902,CHEVRON PRODUCTS COMPANY,1200 STATE STREET,PERTH AMBOY,NJ,8861,40.5339584,-74.257103
HIT160010005,CHEVRON PRODUCTS COMPANY,91-480 MALAKOLE STREET,KAPOLEI,HI,96707,21.3154808,-158.1138021
MSD008158685,"NUCOR STEEL JACKSON, INC. (FORMERLY BIRMINGHAM SOUTHEAST, LLC)",3630 FOURTH STREET,FLOWOOD,MS,39232,32.314098,-90.137367
ALD0167123570,SMI STEEL INC.,101 SOUTH 50TH STREET,BIRMINGHAM,AL,35232-1188,33.5343132,-86.7571106
ALD000622852,BIRMINGHAM STEEL CORPORATION,2301 F.L. SHUTTLESWORTH DRIVE,BIRMINGHAM,AL,35234-1335,33.5455437,-86.8065109
ARD053730701,QUANEX CORP - MACSTEEL DIVISION,5225 PLANTERS ROAD,FORT SMITH,AR,72902,35.3072739,-94.376358
SCD003353760,"OWEN ELECTRIC STEEL COMPANY OF S.C., INC.",310 NEW STATE ROAD,CAYCE,SC,29033,33.9632893,-81.0498936
SCD044940369,NUCOR STEEL COMPANY,300 STEEL MILL ROAD,DARLINGTON,SC,29540,34.3764267,-79.9129257
VAR000013292,"CHAPARRAL VIRGINIA, INC.",25801 HOFHEIMER WAY,PETERSBURG,VA,23803,37.1704903,-77.4469299
WAD988487583,BIRMINGHAM STEEL CORPORATION,2424 S.W. ANDOVER STREET,SEATTLE,WA,98106-1100,47.5683915,-122.3636694
MP6172920101,"GFI SHIRLEY, LLC",LANCASTER RD,SHIRLEY,MA,1464,42.5427818,-71.6571732
ARD069748192,"CLEAN HARBORS EL DORADO, LLC",309 AMERICAN CIRCLE,EL DORADO,AR,71730,33.2065288,-92.6290289
TND000772186,TRADEBE TREATMENT AND RECYCLING,5485 VICTORY LANE,MILLINGTON,TN,38053,35.27565,-89.9450607
VAD098443443,"GIANT RESOURCE RECOVERY - ARVONIA, INC.",11049 BRIDGEPORT ROAD,ARVONIA,VA,23004,37.7051231,-78.3270901
PAD053061578,FEDCHEM LLC,275 KEYSTONE DRIVE,BETHLEHEM,PA,18020,40.6897344,-75.3650723
ALD070513767,M & M CHEMICAL & EQUIPMENT COMPANY,1229 VALLEY DRIVE,ATTALLA,AL,35954,34.0816307,-86.0232925
MED086875382,CITGO PETROLEUM CORPORATION,102 MECHANIC STREET SOUTH,PORTLAND,ME,4106,43.6591492,-70.2566833
MED982546988,CLEAN HARBORS INC,17 MAIN STREET,SOUTH PORTLAND,ME,4106,43.6366868,-70.2861004
MAR000007955,"BORREGAARD SYNTHESIS, INC.",9 OPPORTUNITY WAY,NEWBURYPORT,MA,1950,42.8034058,-70.8896332
VTR000517052,ENPRO SERVICES,54 AVENUE D,WILLISTON,VT,5495,44.4637567,-73.1206367
PAD002289700,"SUNOCO,INC - PHILADELPHIA POINT BREEZE REFINERY",3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,39.9204369,-75.1930008
NJD002151504,"ACME ENGRAVING CO., INC.",19-34 DELAWARE AVENUE,PASSAIC,NJ,7055,40.855052,-74.139648
NYR000094037,OWL WIRE AND CABLE INC,CENTER STREET FACILITY,CANASTOTA,NY,,,
LAD062666540,"PIONEER AMERICAS, INC.",4205 HIGHWAY 75,ST. GABRIEL,LA,70776,30.23446,-91.10466
LAD041519067,HONEYWELL INTERNATIONAL,5525 HIGHWAY 3115,CARVILLE,LA,70721,30.2226625,-91.0577103
NJD002139228,"INTERNATIONAL PAINT, INC.",2270 MORRIS AVENUE,UNION,NJ,7083,40.697937,-74.284004
KYD088438817,"LWD, INC - ANAHEIM FACILITY",2475 INDUSTRIAL PARKWAY,CALVERT CITY,KY,42029,37.0462699,-88.3255888
NYD067919340,SABIN METAL CORPORATION,1647 WHEATLAND CENTER RD,SCOTTSVILLE,NY,14546-0905,43.0046082,-77.8193665
CTP000029945,CONNECTICUT DEPARTMENT OF CORRECTION,"FIRE RANGE TRAINING BUILDING, SAND HILL ROAD",ENFIELD,CT,6082,,
NVR000046367,"PAUL THOMAS ENVIROTRANS, INC.",3885 BRANT STREET,RENO,NV,89506,39.6794853,-119.9629059
NYR000145144,CARESTREAM HEALTH INC,1669 LAKE AVENUE,ROCHESTER,NY,14652,43.1969145,-77.6283062
ME8170022018,BRUNSWICK NAVAL AIR STATION,437 HUEY DRIVE,BRUNSWICK,ME,4011,43.8877,-69.9259273
CAD009114919,"CHEVRON U.S.A. INC., RICHMOND REFINERY",841 CHEVRON WAY,RICHMOND,CA,94801-0627,37.9312795,-122.3908389
IND016449308,THAN/HARCROS INDIANAPOLIS,3517 E. MICHIGAN STREET,INDIANAPOLIS,IN,46201,39.773376,-86.106811
PAD010154045,"ENVIRITE OF PENNSYLVANIA, INC",1600 PENNSLVANIA AVENUE,YORK,PA,17404,39.9854802,-76.7460546
FREEHOLD CARTAGE,FREEHOLD CARTAGE,825 HIGHWAY 33 EAST,FREEHOLD,NJ,7728,40.2419014,-74.2814331
PAD987271020,ELK ENVIRONMENTAL SERVICES,325 SPRING STREET,READING,PA,19601,40.3505429,-75.9306228
VTR000012823,TRIUMVIRATE ENVIRONMENTAL INC,"7668 WESTMINSTER ROAD, ROUTE 5",WESTMINSTER,VT,5158,43.0911293,-72.4564819
NYD002080034,GENERAL ELECTRIC,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,42.8172264,-73.6653994
CTD001181205,"R.T. VANDERBILT COMPANY, INC",31 TAYLOR AVENUE,BETHEL,CT,6801,41.3669942,-73.4144285
MP6034432730,PERKINS REALTY TRUST LLC,7 ESSEX PARK ROAD,ESSEX,MD,1929,39.3142077,-76.456667
CAD009164021,"SHELL OIL PRODUCTS US, MARTINEZ REFINERY",3485 PACHECO BOULEVARD,MARTINEZ,CA,94553,38.013237,-122.1066132
MID005506357,MARATHON ASHLAND PETROLEUM LLC - MICHIGAN REFINING DIVISION,1300 SOUTH FORT STREET,DETROIT,MI,48217,42.2805672,-83.1553345
NYD980506935,NEW YORK STATE DEPARTMENT OF ENVIRONMENTAL CONSERVATION,KERRY CHEMICAL SITE APEX-CADOSIA ROAD,HANCOCK,NY,13783,41.9843636,-75.2605515
OHD043730217,"ALLIED SIGNAL, INC.",3330 SOUTH THIRD STREET,IRONTON,OH,45632,38.5053902,-82.6617279
FLD083812537,GERDAU AMERISTEEL,16770 REBAR ROAD,BALDWIN,FL,32234,30.2817116,-81.977829
NMD089416416,"GIANT REFINING COMPANY, BLOOMFIELD REFINERY",#50 COUNTY ROAD 4990,BLOOMFIELD,NM,87413,36.699295,-107.9767075
OHD980613541,"HERITAGE-WTI, INC.",1250 ST. GEORGE STREET,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
NJD00215140,TINNERMAN PALANUT ENGINEERED PRODUCTS,152 GLEN ROAD,MOUNTAINSIDE,NJ,7092,40.6819,-74.3341217
MA6570025902,104TH FIGHTER WING,175 FALCON DRIVE,WESTFIELD,MA,1085,42.1603851,-72.7149277
UTD981552177,SAFETY-KLEEN (ARAGONITE),11600 NORTH APTUS ROAD,ARAGONITE,UT,84029,40.5983009,-113.0220032
CAR000160754,TEMARRY RECYCLING INC,476 TECATE ROAD,TECATE,CA,91980,32.5806675,-116.6320737
IND042080614,"ACCRA PAC GROUP, INC.",2730 MIDDLEBURY STREET,ELKHART,IN,46516,41.6828384,-85.9183197
NJD982533192,"CHASE FACILE, INC.",4-22 ERIE STREET,PATERSON,NJ,7524,40.9329605,-74.158493
MAR00503961,NEORESINS INC,730 MAIN STREET,WILMINGTON,MA,1887,42.5363749,-71.159785
NJA981142029,MEDIN CORP,125 SOUTH STREET,PASSAIC,NJ,7055,40.8610605,-74.1146828
MAD001113059,"EASTERN ETCHING AND MANUFACTURING, INC.",FOOT OF GRAPE STREET,CHICOPEE,MA,1020,42.1758423,-72.5654373
NYD990774206,U.S. CHROME CORPORATION,31 SWAN STREET,BATAVIA,NY,14020,42.9945946,-78.1760254
VAR000500884,"DECORATIVE PRODUCTS, INC",195 DUKE STREET,LOUISA,VA,23093,38.0145722,-77.9764355
IND005146683,"THE FORD METER BOX CO., INC.",775 MANCHESTER AVENUE,WABASH,IN,46992,40.8130798,-85.8058014
NYR000245144,CARESTREAM HEALTH INC,1049 WEST RIDGE ROAD,ROCHESTER,NY,14615,43.200149,-77.654434
PAD002334753,"GLENN SPRINGS HOLDINGS, INC.",375 ARMAND HAMMER BOULEVARD,POTTSTOWN,PA,19464,40.227417,-75.6097183
GAR000047324,TERHUNE CO SITE-EPD HSI CLEANUP,110 JULE PEEK AVENUE CEDARTOWN GA.,ATLANTA,GA,,,
NJR000069823,DOCK RESINS/WAYNE TAMARELLI,1512 WEST ELIZABETH AVENUE,LINDEN,NJ,7036,40.6203613,-74.2643814
ILD005450697,CLEAN HARBORS INC,1445 W. 42ND STREET,CHICAGO,IL,60609,41.8165092,-87.6622925
NYR000134940,"INNOVATIVE RECYCLING TECHNOLOGIES, INC.",690 NORTH QUEENS AVENUE,LINDENHURST,NY,11757,40.7056427,-73.367363
NYR000156539,GULFSTREAM TLC INC.,1080 MILITARY TURNPIKE UNIT #410,PLATTSBURGH,NY,12901,44.6643791,-73.5071716
RID047982202,SAINT-GOBAIN PERFORMANCE PLASTICS,386 METACOM AVENUE,BRISTOL,RI,2809,41.6794299,-71.2602384
WAD009422411,PORT OF RIDGEFIELD,111 DIVISION,RIDGEFIELD,WA,98401,45.8188248,-122.7469383
VAR000010165,"CHEMETRICS, INC",4295 CATLETT ROAD,CALVERTON,VA,20138,38.6279984,-77.6808014
CAR000194217,TEMARRY RECYCLING INC,476 TECATE ROAD,TECATE,CA,91980,32.5806675,-116.6320737
MND058320011,BOSTON SCIENTIFIC CRM,"4100 HAMLINE AVENUE NORTH, MAILSTOP 7-170",ARDEN HILLS,MN,55112,,
CTD001173467,CYTEC INDUSTRIES INC.,528 SOUTH CHERRY STREET,WALLINGFORD,CT,6492,41.4343643,-72.8414688
MAD001114206,SMITH & WESSON,2100 ROOSEVELT AVENUE,SPRINGFIELD,MA,1104,42.1380234,-72.5509033
PA0000101818,HAZLETON OIL & ENVIRONMENT INC.,300 TAMAQUA STREET,HAZLETON,PA,18201-7913,40.9146222,-75.991743
PAD069778967,AIR PRODUCTS & CHEMICALS INC,357 MARIAN AVENUE,TAMAQUA,PA,18252,40.8337254,-76.023218
NJR000047035,"SOMERSET TIRE SERVICE, INC.",EAST MAIN STREET,BRIDGEWATER TWP,NJ,,40.5632782,-74.5792007
VT3210022718,VT ARMY NATL GUARD UTES,"LEE RIVER ROAD, ETHAN ALLEN FIRING RANGE",JERICHO,VT,5465,,
PAD002389559,KEYSTONE CEMENT COMPANY,ROUTE 329,BATH,PA,18014-0058,40.7653694,-75.4092255
MAD001014927,WATCH CITY VENTURES LLC.,221-257 CRESCENT STREET,WALTHAM,MA,2451,42.3633499,-71.2429504
NJD980529879,"ROHM AND HAAS CHEMICALS, LLC.",5 ETHEL BOULEVARD,WOOD-RIDGE,NJ,7075,40.8411229,-74.0803438
NJD002000701,HAMPSHIRE COMPANIES,18-01 POLLITT DRIVE,FAIR LAWN,NJ,,40.9444048,-74.128008
NJR000018762,SAFER ISRA AREA,7 CAPITOL DRIVE,MOONACHIE,NJ,7074,40.8891452,-74.0974208
CTD018811802,ENVIRONMENTAL ENTERPRISES INC,90 BROOKFIELD STREET,SOUTH WINDSOR,CT,6074,41.8539238,-72.5691605
RI0058065707,ARKWRIGHT ADVANCED COATING INC,538 MAIN STREET,FISKEVILLE,RI,2823,41.7293129,-71.5437546
ORD980725592,MERIX CORPORATION,1521 POPLAR LANE,FOREST GROVE,OR,97116,45.5128203,-123.0818865
ALD004019642,OCCIDENTAL CHEMICAL,1000 N WILSON DAM ROAD,MUSCLE SHOALS,AL,35661-1344,34.7772405,-87.634472
ILD005237805,BATTERY BUILDERS,31 W 238 91ST ST,NAPERVILLE,IL,60564,41.7070465,-88.1995468
MTD006238083,CHS LAUREL REFINERY,"BOX 909, 803 HIGHWAY 212 SOUTH",LAUREL,MT,59044,45.6592843,-108.7655041
NYD072366453,ACTION ANODIZING AND PLATING,33 DIXON AVE,COPIAGUE,NY,11726,40.6847572,-73.4054794
KYD985073196,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1689 SHAR-CAL ROAD,CALVERT CITY,KY,42029,37.0495261,-88.4044055
PAD069778967,AIR PRODUCTS & CHEMICALS INC,357 MARIAN AVE,TAMAQUA,PA,18252,40.8337254,-76.023218
NJD986595064,ALCARO & ALCARO PLATING,P.O. BOX 1215,MONTCLAIR,NJ,7042,40.8286209,-74.2015076
NYD002232304,ALCOA INC.,PARK AVE. EAST,MASSENA,NY,13662,44.9380035,-74.8881226
NJD041813775,ANDARN ELECTRO SERVICES,72 MICHIGAN AVE,PATERSON,NJ,7503,40.893856,-74.1543808
OHD986967214,"ARCELORMITTAL WARREN, INC.",2234 MAIN AVE.,WARREN,OH,44481,41.21125,-80.815246
PAD041399403,BASF CORPORATION,1729 EAST AVENUE,ERIE,PA,16503,42.1271597,-80.0560366
CTD001145671,THE BASS PLATING COMPANY,82 OLD WINDSOR ROAD,BLOOMFIELD,CT,6002,41.8611536,-72.6939462
ILD00527805,BATTERY BUILDERS,31W 238 91 ST,NAPERVILLE,IL,60567,41.7690163,-88.1865005
PAO000453084,BETHLEHEM APPARATUS COMPANY,935 BETHLEHEM DRIVE,BETHLEHEM,PA,18017,40.6268692,-75.3555298
MND058320011,BOSTON SCIENTIFIC CRM,"4100 HAMLINE AVE N, MAILSTOP 7-170",ST. PAUL,MN,55112,,
CTD002593887,TRADEBE TREATMENT AND RECYCLING,50 CROSS STREET,BRIDGEPORT,CT,6610,41.1864406,-73.1591532
OHD000810283,CANFIELD METAL COATING CORPORATION,460 WEST MAIN STREET,CANFIELD,OH,44406,41.027172,-80.776954
NYR000245144,CARESTREAM HEALTH INC,1669 LAKE AVENUE,ROCHESTER,NY,14652,43.1969145,-77.6283062
KYD041376138,"CATLETTSBURG REFINING, LLC",11631 US ROUTE 23 SOUTH,CATLETTSBURG,KY,41129,38.3526001,-82.6120377
OHD980897656,CHEMICAL SOLVENTS INC,1010 DENISON ROAD,CLEVELAND,OH,44189,41.4518297,-81.6896434
CAD009114919,CHEVRON PRODUCTS COMPANY,841 CHEVRON WAY,RICHMOND,CA,94801,37.9312795,-122.3908389
MTD006238083,CHS INC LAUREL MT REFINERY,803 HIGHWAY 212 SOUTH,LAUREL,MT,59044,45.6592843,-108.7655041
NJD991291105,CLEAN EARTH INC.,105 JACOBUS AVENUE,SOUTH KEARNY,NJ,7032,40.7384989,-74.111558
MIR000014530,CLEAN HARBORS INC,G4475 SOUTH DORT HIGHWAY,BURTON,MI,48529,42.9619114,-83.6524659
ILD000608471,CLEAN HARBORS INC,11800 S STONY ISLAND AVENUE,CHICAGO,IL,60617,41.6820145,-87.5873184
CTD000604488,CLEAN HARBORS OF CONNECTICUT,51 BRODERICK ROAD,BRISTOL,CT,6010,41.6542386,-72.905602
ILD005450697,"CLEAN HARBORS RECYCLING SERVICES OF CHICAGO, LLC",1445 W 42ND ST,CHICAGO,IL,60609,41.8165092,-87.6622925
OHD980587364,"CLEAN HARBORS RECYCLING SERVICES OF OHIO, LLC",581 MILLIKEN DRIVE,HEBRON,OH,43025,39.9839783,-82.4794617
SCR000006155,CONBRACO INDUSTRIES INC,1509 SOUTH VAN L MUNGO BLVD,PAGELAND,SC,29728,34.7627029,-80.4130707
NYD002227973,"COOPER CROUSE-HINDS, LLC",1201 WOLF STREET,SYRACUSE,NY,13208,43.0839615,-76.1556931
PAR00030874,COPPERHEAD CHEMICAL COMPANY,120 RIVER RD,TAMAQUA,PA,18252,40.7408707,-75.9748162
NJD001384955,CRAMER PLATING CO INC,RT 46 AND GREEN POND RD,BELVIDERE,NJ,7823,40.83245,-75.0063001
PAD069880029,"CRC INDUSTRIES, INC.",885 LOUIS DRIVE,WARMINSTER,PA,18974,40.2043457,-75.0811615
NYD049836679,CWM CHEMICAL SERVICES LLC,1550 BALMER ROAD,NEW YORK,NY,14107,43.224964,-78.971488
NJD002200046,CYCLE CHEM INC,217 SOUTH FIRST STREET,ELIZABETH,NJ,7206,40.6446384,-74.1942063
,CYCLE CHEM INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.1667137,-76.8381805
MID000809632,DOW CORNING CORPORATION,3901 S SAGINAW RD,MIDLAND,MI,48640,43.589695,-84.2012482
TND982109142,DIVERSIFIED SCIENTIFIC SERVICES INC,657 GALLAHER ROAD,KINGSTON,TN,37763,35.8761139,-84.4378128
NYD980592497,EASTMAN KODAK COMPANY,"1669 LAKE AVENUE BUILDING 83, FLOOR 11",ROCHESTER,NY,14650-2203,43.1969145,-77.6283062
VTR000517052,ENPRO SERVICES OF VERMONT INC,54 AVENUE D,WILLISTON,VT,5495,44.4637567,-73.1206367
ILD000666206,EQ ILLINOIS ENVIRITE OF ILLINOIS,16435 CENTER AVENUE,HARVEY,IL,60426,41.5904427,-87.6432953
OHD980568992,EQ OHIO ENVIRITE OF OHIO,2050 CENTRAL AVE SE,CANTON,OH,44707,40.776016,-81.369079
PAD010154045,EQ PENNSYLVANIA ENVIRITE OF PENNSYLVANIA,730 VOGELSONG ROAD,YORK,PA,17404,39.9868393,-76.7489166
OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVE,CINCINNATI,OH,45232,39.1646846,-84.5178927
OHD987050564,ENVIROSERVE JV,5502 SCHAAF ROAD,CLEVELAND,OH,44131,41.411746,-81.652297
MID980991566,EQ DETROIT ENVIROSERVE OF DETROIT,1923 FREDERICK STREET,DETROIT,MI,48211,42.3659856,-83.0476774
IND005146683,FORD METER BOX CO,775 MANCHESTER AVENUE,WABASH,IN,46992,40.8130798,-85.8058014
MAD019371079,GENERAL CHEMICAL CORP,133 LELAND ST,FRAMINGHAM,MA,1701,42.2708397,-71.4001923
VTD002085108,GENERAL ELECTRIC AVIATION,210 COLUMBIAN AVE,RUTLAND,VT,5701,43.6065938,-72.9930541
VTD001075894,GENERAL ELECTRIC AVIATION,270 WINDCREST ROAD,NORTH CLARENDON,VT,5759,43.576783,-72.9591054
NYD001230341,GENERAL GALVANIZING AND SUPPLY CO INC,652 WHITTIER STREET,BRONX,NY,10474,40.8146744,-73.8833084
NYR000156539,GULFSTREAM TLC INC,1080 MILITARY TURNPIKE UNIT 410,PLATTSBURGH,NY,12901,44.664379,-73.507171
NJD001599604,HAWARD CORPORATION,29 PORETE AVE,N ARLINGTON,NJ,7031,40.7762909,-74.1279221
IND093219012,"HERITAGE ENVIRONMENTAL SERVICES, LLC",7901 WEST MORRIS STREET,INDIANAPOLIS,IN,46231,39.7476807,-86.3010712
MED000242701,HOTRACHEM MANUFACTURING CO,99 INDUSTRIAL WAY,ORRINGTON,ME,4474,44.7380897,-68.8265971
NJD986581437,HONEYWELL INTERNATIONAL,441 ROUTE 440,JERSEY CITY,NJ,7305,40.7119518,-74.0983656
VTD002084705,IBM CORPORATION,1000 RIVER STREET,ESSEX JUNCTION,VT,5452,44.4842166,-73.1118069
NYD000707901,IBM EAST FISHKILL FACILITY,2070 ROUTE 52,HOPEWELL JUNCTION,NY,12533,41.5391045,-73.8213577
