coastal_exposure_s2,coastal_exposure_no_habitats_s2,habitat_role_s2,coastal_exposure_s1,coastal_exposure_no_habitats_s1,habitat_role_s1,s1_habitat_role_percent,exposure_diff_percent,latitude,longitude
2.36006,2.37618,0.0161119,2.29417,2.37618,0.0820034,3.451060105,2.791878173,49.192326,-125.755845
2.11693,2.11693,0,2.11693,2.11693,0,0,0,49.193942,-125.687297
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.194578,-125.659876
2.11693,2.11693,0,2.11693,2.11693,0,0,0,49.194893,-125.646165
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.210825,-124.823125
3.2031,3.22497,0.0218673,3.11367,3.22497,0.111296,3.451070863,2.791982767,49.174283,-126.111627
3.2031,3.22497,0.0218673,3.11367,3.22497,0.111296,3.451070863,2.791982767,49.175019,-126.084227
3.2031,3.22497,0.0218673,3.11367,3.22497,0.111296,3.451070863,2.791982767,49.175384,-126.070527
3.2031,3.22497,0.0218673,3.11367,3.22497,0.111296,3.451070863,2.791982767,49.175748,-126.056826
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,49.176471,-126.029424
3.1845,3.42704,0.24254,3.17165,3.42704,0.255394,7.45232037,0.403517036,49.178249,-125.960914
2.94778,3.05315,0.105366,2.94778,3.05315,0.105366,3.451058743,0,49.179297,-125.919805
2.29417,2.37618,0.0820034,2.29417,2.37618,0.0820034,3.451060105,0,49.18033,-125.878694
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.182352,-125.796464
2.64908,2.66717,0.018085,2.57512,2.66717,0.0920458,3.451066111,2.791912664,49.183013,-125.769052
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.184957,-125.68681
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.185592,-125.659394
2.11693,2.11693,0,2.11693,2.11693,0,0,0,49.185907,-125.645686
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.201834,-124.822794
3.2031,3.22497,0.0218673,3.11367,3.22497,0.111296,3.451070863,2.791982767,49.16567,-126.097366
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,49.167488,-126.028875
3.4038,3.42704,0.0232372,3.30877,3.42704,0.118269,3.451053971,2.791879664,49.169266,-125.960378
3.1845,3.42704,0.24254,3.1845,3.42704,0.24254,7.077244503,0,49.169966,-125.932977
2.94778,3.05315,0.105366,2.92912,3.05315,0.124023,4.062132552,0.633018746,49.170659,-125.905575
2.75516,2.85364,0.0984807,2.73772,2.85364,0.115919,4.06214519,0.632994091,49.171003,-125.891874
2.57512,2.66717,0.0920458,2.55882,2.66717,0.108344,4.062133272,0.632980211,49.171346,-125.878172
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.173367,-125.795957
2.5423,2.5423,0,2.5423,2.5423,0,0,0,49.174028,-125.76855
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.175652,-125.700028
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.175972,-125.686323
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.176606,-125.658912
2.11693,2.11693,0,2.11693,2.11693,0,0,0,49.176921,-125.645206
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.192843,-124.822464
3.87298,3.87298,0,3.87298,3.87298,0,0,0,49.158864,-126.014631
3.87298,3.87298,0,3.87298,3.87298,0,0,0,49.159221,-126.000934
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,49.160283,-125.959842
3.60281,3.73159,0.128779,3.58001,3.73159,0.151582,4.062129012,0.632839367,49.160633,-125.946144
3.09256,3.2031,0.110541,3.07299,3.2031,0.130115,4.062158534,0.632809064,49.16133,-125.918748
2.94778,3.05315,0.105366,2.92912,3.05315,0.124023,4.062132552,0.633018746,49.161675,-125.905049
2.57512,2.66717,0.0920458,2.55882,2.66717,0.108344,4.062133272,0.632980211,49.162362,-125.877651
2.64908,2.66717,0.018085,2.57512,2.66717,0.0920458,3.451066111,2.791912664,49.164383,-125.795451
2.36006,2.37618,0.0161119,2.29417,2.37618,0.0820034,3.451060105,2.791878173,49.164714,-125.78175
3.05315,3.05315,0,3.05315,3.05315,0,0,0,49.166345,-125.713242
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.167304,-125.672134
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.167621,-125.658431
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.183635,-124.835849
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.183852,-124.822133
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,49.150594,-125.986696
3.60281,3.73159,0.128779,3.58001,3.73159,0.151582,4.062129012,0.632839367,49.150947,-125.973001
3.30193,3.32447,0.0225418,3.20974,3.32447,0.114729,3.451046332,2.792003465,49.15165,-125.945611
3.30193,3.32447,0.0225418,3.20974,3.32447,0.114729,3.451046332,2.792003465,49.151999,-125.931915
2.94778,3.05315,0.105366,2.92912,3.05315,0.124023,4.062132552,0.633018746,49.153036,-125.890827
2.29417,2.37618,0.0820034,2.29417,2.37618,0.0820034,3.451060105,0,49.153719,-125.863433
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.155065,-125.808643
2.64908,2.66717,0.018085,2.57512,2.66717,0.0920458,3.451066111,2.791912664,49.155398,-125.794945
2.52506,2.5423,0.0172381,2.45457,2.5423,0.0877364,3.451063997,2.791616833,49.155729,-125.781246
3.05315,3.05315,0,3.05315,3.05315,0,0,0,49.15736,-125.712751
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.158319,-125.67165
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.174862,-124.821803
3.4641,3.48775,0.023649,3.36739,3.48775,0.120364,3.451050104,2.791778528,49.142316,-125.958771
3.4641,3.48775,0.023649,3.36739,3.48775,0.120364,3.451050104,2.791778528,49.143015,-125.931385
3.03244,3.05315,0.0207019,2.94778,3.05315,0.105366,3.451058743,2.791811215,49.144052,-125.890304
2.75516,2.85364,0.0984807,2.75516,2.85364,0.0984807,3.451055494,0,49.144735,-125.862915
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.146081,-125.808135
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.147074,-125.767047
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.147401,-125.75335
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.147727,-125.739654
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.148052,-125.725957
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.148696,-125.698562
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.149015,-125.684864
2.5423,2.5423,0,2.5423,2.5423,0,0,0,49.149333,-125.671166
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.166086,-124.807763
3.4641,3.48775,0.023649,3.36739,3.48775,0.120364,3.451050104,2.791778528,49.133333,-125.958236
3.30193,3.32447,0.0225418,3.20974,3.32447,0.114729,3.451046332,2.792003465,49.134032,-125.930855
3.30193,3.32447,0.0225418,3.20974,3.32447,0.114729,3.451046332,2.792003465,49.134379,-125.917164
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.135068,-125.889781
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.13541,-125.876089
3.05315,3.05315,0,3.05315,3.05315,0,0,0,49.13575,-125.862397
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.136089,-125.848705
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.137429,-125.793934
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.139066,-125.725464
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.139389,-125.711769
2.5423,2.5423,0,2.5423,2.5423,0,0,0,49.140347,-125.670683
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.157095,-124.807435
3.59536,3.6199,0.024545,3.49498,3.6199,0.124925,3.451062184,2.791931823,49.124699,-125.944013
3.4641,3.48775,0.023649,3.36739,3.48775,0.120364,3.451050104,2.791778528,49.125395,-125.916636
2.98878,3.2031,0.214316,2.98878,3.2031,0.214316,6.690893197,0,49.12574,-125.902948
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.126084,-125.889259
3.03244,3.05315,0.0207019,2.94778,3.05315,0.105366,3.451058743,2.791811215,49.127105,-125.84819
3.03244,3.05315,0.0207019,2.94778,3.05315,0.105366,3.451058743,2.791811215,49.127442,-125.8345
3.18138,3.2031,0.0217187,3.09256,3.2031,0.110541,3.451063033,2.791870195,49.127778,-125.82081
3.03244,3.05315,0.0207019,2.94778,3.05315,0.105366,3.451058743,2.791811215,49.128112,-125.807119
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.128775,-125.779737
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.129104,-125.766046
3.2031,3.2031,0,3.2031,3.2031,0,0,0,49.129431,-125.752354
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.129757,-125.738663
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.148104,-124.807108
3.59536,3.6199,0.024545,3.49498,3.6199,0.124925,3.451062184,2.791931823,49.115716,-125.943481
3.4641,3.48775,0.023649,3.36739,3.48775,0.120364,3.451050104,2.791778528,49.116411,-125.916109
3.10203,3.32447,0.222437,3.10203,3.32447,0.222437,6.690901106,0,49.116756,-125.902423
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.117782,-125.861362
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.118121,-125.847675
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.119459,-125.792923
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.120446,-125.751857
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.120772,-125.738168
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.121096,-125.724478
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.139114,-124.806781
3.59536,3.6199,0.024545,3.49498,3.6199,0.124925,3.451062184,2.791931823,49.107081,-125.929266
2.89933,3.10723,0.207902,2.89933,3.10723,0.207902,6.690911197,0,49.108116,-125.888214
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.108798,-125.860845
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.109473,-125.833475
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.110805,-125.778732
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.111134,-125.765046
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.129907,-124.820155
3.48775,3.48775,0,3.48775,3.48775,0,0,0,49.098788,-125.901374
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.102149,-125.764547
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.102476,-125.750862
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.102802,-125.737178
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.120916,-124.819826
3.6199,3.6199,0,3.6199,3.6199,0,0,0,49.090148,-125.887171
2.57512,2.66717,0.0920458,2.57512,2.66717,0.0920458,3.451066111,0,49.093491,-125.750366
2.57512,2.66717,0.0920458,2.57512,2.66717,0.0920458,3.451066111,0,49.093816,-125.736684
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.111926,-124.819497
3.6199,3.6199,0,3.6199,3.6199,0,0,0,49.081505,-125.872973
3.4641,3.48775,0.023649,3.1175,3.48775,0.370246,10.61561178,10.00548483,49.081845,-125.859296
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.102718,-124.832861
3.48775,3.48775,0,3.48775,3.48775,0,0,0,49.072861,-125.858779
3.70629,3.73159,0.0253022,3.33546,3.73159,0.396131,10.6156089,10.00542321,49.074865,-125.776726
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.087785,-125.174742
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.093727,-124.83253
3.6199,3.6199,0,3.6199,3.6199,0,0,0,49.064215,-125.844591
3.6199,3.6199,0,3.6199,3.6199,0,0,0,49.064551,-125.830918
3.6199,3.6199,0,3.6199,3.6199,0,0,0,49.064886,-125.817245
3.70629,3.73159,0.0253022,3.33546,3.73159,0.396131,10.6156089,10.00542321,49.065551,-125.789898
3.59536,3.59536,0,3.59536,3.59536,0,0,0,49.066209,-125.762551
3.57098,3.59536,0.0243785,3.21369,3.59536,0.381669,10.61559899,10.00537668,49.066536,-125.748876
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.079053,-125.160665
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.084518,-124.845887
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.084736,-124.832199
3.87298,3.87298,0,3.87298,3.87298,0,0,0,49.056234,-125.803066
3.57098,3.59536,0.0243785,3.21369,3.59536,0.381669,10.61559899,10.00537668,49.057875,-125.734708
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.075527,-124.845554
3.57098,3.59536,0.0243785,3.21369,3.59536,0.381669,10.61559899,10.00537668,49.049214,-125.720545
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.065873,-124.886269
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.066096,-124.872587
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.066317,-124.858904
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.066536,-124.845221
3.4038,3.42704,0.0232372,3.06324,3.42704,0.363801,10.61560414,10.00528821,49.04055,-125.706387
2.45457,2.5423,0.0877364,2.43903,2.5423,0.103272,4.062148448,0.63310478,49.048063,-125.364621
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.052086,-125.159496
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.052341,-125.145819
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.057326,-124.858568
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.057546,-124.844888
3.4038,3.42704,0.0232372,3.06324,3.42704,0.363801,10.61560414,10.00528821,49.031884,-125.692234
2.94778,3.05315,0.105366,2.92912,3.05315,0.124023,4.062132552,0.633018746,49.039355,-125.350523
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.04206,-125.213801
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.043097,-125.159106
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.048335,-124.858233
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.048555,-124.844555
3.57098,3.59536,0.0243785,3.21369,3.59536,0.381669,10.61559899,10.00537668,49.022898,-125.691749
2.94778,3.05315,0.105366,2.92912,3.05315,0.124023,4.062132552,0.633018746,49.030087,-125.363768
2.94778,3.05315,0.105366,2.94778,3.05315,0.105366,3.451058743,0,49.030644,-125.336431
2.75516,2.85364,0.0984807,2.75516,2.85364,0.0984807,3.451055494,0,49.03092,-125.322762
2.26493,2.26493,0,2.26493,2.26493,0,0,0,49.032009,-125.268083
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.034107,-125.158717
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.039344,-124.857898
3.59536,3.59536,0,3.59536,3.59536,0,0,0,49.013913,-125.691264
2.94778,3.05315,0.105366,2.94778,3.05315,0.105366,3.451058743,0,49.021099,-125.363342
2.85364,2.85364,0,2.85364,2.85364,0,0,0,49.021932,-125.322343
2.46621,2.46621,0,2.46621,2.46621,0,0,0,49.025118,-125.158328
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.027355,-125.035298
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.030354,-124.857563
3.73159,3.73159,0,3.73159,3.73159,0,0,0,49.004927,-125.690779
3.57098,3.59536,0.0243785,3.21369,3.59536,0.381669,10.61559899,10.00537668,49.005561,-125.663463
3.4038,3.42704,0.0232372,3.06324,3.42704,0.363801,10.61560414,10.00528821,49.005876,-125.649804
2.94778,3.05315,0.105366,2.94778,3.05315,0.105366,3.451058743,0,49.012112,-125.362916
3.15387,3.2666,0.112732,3.15387,3.2666,0.112732,3.451050021,0,49.012391,-125.349253
3.2666,3.2666,0,3.2666,3.2666,0,0,0,49.012668,-125.335589
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.015614,-125.185272
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.018123,-125.0486
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.018365,-125.034932
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.021142,-124.870899
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.996259,-125.676639
3.4038,3.42704,0.0232372,3.06324,3.42704,0.363801,10.61560414,10.00528821,48.997203,-125.63567
2.94778,3.05315,0.105366,2.94778,3.05315,0.105366,3.451058743,0,49.002843,-125.376152
2.62617,2.72004,0.0938704,2.62617,2.72004,0.0938704,3.451066896,0,49.003124,-125.362491
3.15387,3.2666,0.112732,3.15387,3.2666,0.112732,3.451050021,0,49.00368,-125.335168
3.2666,3.2666,0,3.2666,3.2666,0,0,0,49.003956,-125.321507
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.006625,-125.184879
2.9938,2.9938,0,2.9938,2.9938,0,0,0,49.00714,-125.157551
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.009615,-125.020899
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.011929,-124.88423
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.012151,-124.870562
3.18138,3.2031,0.0217187,2.86307,3.2031,0.340029,10.61562237,10.00540646,48.988528,-125.621542
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.993573,-125.389383
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.993855,-125.375724
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.994692,-125.334748
3.05315,3.05315,0,3.05315,3.05315,0,0,0,48.995242,-125.307429
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.997377,-125.198146
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.998151,-125.157162
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.998405,-125.1435
2.66717,2.66717,0,2.66717,2.66717,0,0,0,49.000864,-125.006872
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.002714,-124.897556
2.37618,2.37618,0,2.37618,2.37618,0,0,0,49.002938,-124.883891
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.979231,-125.634722
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.984585,-125.388953
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.984867,-125.375297
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.985148,-125.361641
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.985427,-125.347984
3.05315,3.05315,0,3.05315,3.05315,0,0,0,48.985979,-125.320671
3.05315,3.05315,0,3.05315,3.05315,0,0,0,48.986253,-125.307014
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.988388,-125.197751
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.988647,-125.184092
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.988905,-125.170433
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.989416,-125.143114
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.991874,-125.00651
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.99211,-124.992849
2.37618,2.37618,0,2.37618,2.37618,0,0,0,48.993498,-124.910877
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.970556,-125.620598
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.971173,-125.593299
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.971479,-125.579649
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.975314,-125.402176
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.975597,-125.388523
3.47128,3.59536,0.124078,3.47128,3.59536,0.124078,3.451059143,0,48.97616,-125.361216
3.47128,3.59536,0.124078,3.47128,3.59536,0.124078,3.451059143,0,48.976716,-125.333908
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.979399,-125.197355
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.98068,-125.129072
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.982163,-125.047125
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.982405,-125.033467
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.98312,-124.99249
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.983355,-124.978831
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.983589,-124.965172
2.37618,2.37618,0,2.37618,2.37618,0,0,0,48.983821,-124.951512
2.37618,2.37618,0,2.37618,2.37618,0,0,0,48.984051,-124.937853
2.37618,2.37618,0,2.37618,2.37618,0,0,0,48.98428,-124.924193
2.37618,2.37618,0,2.37618,2.37618,0,0,0,48.984507,-124.910533
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.961879,-125.60648
3.09256,3.2031,0.110541,3.07299,3.2031,0.130115,4.062158534,0.632809064,48.965754,-125.429045
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.966041,-125.415395
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.966891,-125.374442
3.47128,3.59536,0.124078,3.44931,3.59536,0.146049,4.06215233,0.632907746,48.968003,-125.319836
3.30877,3.42704,0.118269,3.30877,3.42704,0.118269,3.451053971,0,48.968277,-125.306184
3.24445,3.36042,0.11597,3.24445,3.36042,0.11597,3.451056713,0,48.968549,-125.292532
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.97041,-125.19696
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.971941,-125.115034
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.972191,-125.101379
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.973173,-125.046757
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.973893,-125.005788
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.97413,-124.992132
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.952892,-125.606012
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.953811,-125.565076
3.20974,3.32447,0.114729,3.18942,3.32447,0.135045,4.06215126,0.633073084,48.956478,-125.442256
3.30877,3.42704,0.118269,3.28783,3.42704,0.139211,4.062135254,0.632863572,48.956766,-125.428608
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.957338,-125.401312
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.959831,-125.27847
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.9601,-125.264819
2.66717,2.66717,0,2.66717,2.66717,0,0,0,48.960897,-125.223867
2.9938,2.9938,0,2.9938,2.9938,0,0,0,48.961421,-125.196565
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.963201,-125.101001
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.963696,-125.073695
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.96394,-125.060042
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.964184,-125.046389
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.964665,-125.019082
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.964903,-125.005428
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.944214,-125.591901
3.20974,3.32447,0.114729,3.18942,3.32447,0.135045,4.06215126,0.633073084,48.94749,-125.441817
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.948065,-125.414527
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.950026,-125.319002
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.950843,-125.27806
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.951111,-125.264412
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.951644,-125.237116
3.36042,3.36042,0,3.36042,3.36042,0,0,0,48.952171,-125.209819
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.953962,-125.114273
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.95446,-125.086973
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.955194,-125.046021
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.955435,-125.03237
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.955675,-125.018719
3.2031,3.2031,0,3.2031,3.2031,0,0,0,48.955913,-125.005067
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.935533,-125.577795
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.935837,-125.564154
3.53278,3.55689,0.0241177,3.43414,3.55689,0.122751,3.451076643,2.792135372,48.936441,-125.536872
3.43414,3.55689,0.122751,3.41241,3.55689,0.144486,4.062144177,0.632763953,48.937922,-125.468664
3.53278,3.55689,0.0241177,3.43414,3.55689,0.122751,3.451076643,2.792135372,48.938213,-125.455021
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.940763,-125.33223
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.941312,-125.304941
3.77195,3.77195,0,3.77195,3.77195,0,0,0,48.941584,-125.291296
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.94239,-125.25036
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.942919,-125.223068
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.945222,-125.100246
3.42704,3.42704,0,3.42704,3.42704,0,0,0,48.946204,-125.045653
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.946445,-125.032005
2.85364,2.85364,0,2.85364,2.85364,0,0,0,48.946923,-125.004707
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.926851,-125.563694
3.57098,3.59536,0.0243785,3.47128,3.59536,0.124078,3.451059143,2.791950669,48.927454,-125.536417
3.73159,3.73159,0,3.73159,3.73159,0,0,0,48.927753,-125.522778
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.928051,-125.509139
3.43414,3.55689,0.122751,3.41241,3.55689,0.144486,4.062144177,0.632763953,48.928642,-125.48186
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.931498,-125.345453
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.931775,-125.331811
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.93205,-125.318169
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.932595,-125.290884
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.932865,-125.277241
3.91487,3.91487,0,3.91487,3.91487,0,0,0,48.933134,-125.263599
3.74637,3.77195,0.0255759,3.64177,3.77195,0.130172,3.451053169,2.792036024,48.933667,-125.236312
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.935983,-125.113514
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.936971,-125.058932
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.937214,-125.045286
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.918166,-125.549598
3.59536,3.59536,0,3.59536,3.59536,0,0,0,48.918766,-125.522325
3.70629,3.73159,0.0253022,3.60281,3.73159,0.128779,3.451049017,2.792010339,48.91936,-125.495051
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.922231,-125.358671
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.923061,-125.317753
4.03565,4.06321,0.0275507,3.92298,4.06321,0.140224,3.451064552,2.791867481,48.923335,-125.304113
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.924145,-125.263192
3.88832,3.91487,0.026545,3.77976,3.91487,0.135104,3.451046906,2.79195128,48.924412,-125.249551
