GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710001001,220710001001,"Block Group 1, Census Tract 1, Orleans Parish, Louisiana",902,240,682,172,77,66,0,12,0,12,0,12,110,166,33,52,0,12,33,52
1500000US220710001002,220710001002,"Block Group 2, Census Tract 1, Orleans Parish, Louisiana",1048,248,768,183,235,188,0,12,0,12,0,12,0,12,45,65,0,12,45,65
1500000US220710001003,220710001003,"Block Group 3, Census Tract 1, Orleans Parish, Louisiana",682,180,597,178,67,76,0,12,0,12,0,12,6,16,12,20,0,12,12,20
1500000US220710002001,220710002001,"Block Group 1, Census Tract 2, Orleans Parish, Louisiana",491,154,90,58,401,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710002002,220710002002,"Block Group 2, Census Tract 2, Orleans Parish, Louisiana",742,314,181,122,514,285,0,12,0,12,0,12,11,17,36,29,0,12,36,29
1500000US220710003001,220710003001,"Block Group 1, Census Tract 3, Orleans Parish, Louisiana",528,198,30,24,498,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710003002,220710003002,"Block Group 2, Census Tract 3, Orleans Parish, Louisiana",486,169,75,57,407,146,0,12,0,12,0,12,4,7,0,12,0,12,0,12
1500000US220710004001,220710004001,"Block Group 1, Census Tract 4, Orleans Parish, Louisiana",946,225,343,120,561,161,0,12,0,12,0,12,0,12,42,64,0,12,42,64
1500000US220710004002,220710004002,"Block Group 2, Census Tract 4, Orleans Parish, Louisiana",1243,313,3,4,1209,313,0,12,0,12,0,12,0,12,31,45,0,12,31,45
1500000US220710006011,220710006011,"Block Group 1, Census Tract 6.01, Orleans Parish, Louisiana",283,103,0,12,283,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006012,220710006012,"Block Group 2, Census Tract 6.01, Orleans Parish, Louisiana",635,241,0,12,635,241,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006021,220710006021,"Block Group 1, Census Tract 6.02, Orleans Parish, Louisiana",811,222,117,65,682,219,6,10,0,12,0,12,6,9,0,12,0,12,0,12
1500000US220710006022,220710006022,"Block Group 2, Census Tract 6.02, Orleans Parish, Louisiana",945,299,24,32,921,302,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006023,220710006023,"Block Group 3, Census Tract 6.02, Orleans Parish, Louisiana",1301,321,73,54,1211,314,0,12,17,23,0,12,0,12,0,12,0,12,0,12
1500000US220710006031,220710006031,"Block Group 1, Census Tract 6.03, Orleans Parish, Louisiana",691,243,21,22,292,207,0,12,12,17,0,12,345,300,21,24,0,12,21,24
1500000US220710006032,220710006032,"Block Group 2, Census Tract 6.03, Orleans Parish, Louisiana",699,192,36,30,558,202,22,39,64,78,0,12,0,12,19,27,0,12,19,27
1500000US220710006041,220710006041,"Block Group 1, Census Tract 6.04, Orleans Parish, Louisiana",1848,550,155,140,1598,534,0,12,9,15,0,12,74,136,12,19,0,12,12,19
1500000US220710006042,220710006042,"Block Group 2, Census Tract 6.04, Orleans Parish, Louisiana",1508,354,329,142,1107,372,0,12,31,45,0,12,6,21,35,57,0,12,35,57
1500000US220710006043,220710006043,"Block Group 3, Census Tract 6.04, Orleans Parish, Louisiana",1626,520,14,16,1612,519,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006051,220710006051,"Block Group 1, Census Tract 6.05, Orleans Parish, Louisiana",781,222,166,101,615,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006052,220710006052,"Block Group 2, Census Tract 6.05, Orleans Parish, Louisiana",627,263,86,80,541,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006053,220710006053,"Block Group 3, Census Tract 6.05, Orleans Parish, Louisiana",691,177,513,167,169,88,0,12,3,7,0,12,6,13,0,12,0,12,0,12
1500000US220710006061,220710006061,"Block Group 1, Census Tract 6.06, Orleans Parish, Louisiana",1860,377,857,217,893,315,0,12,43,77,0,12,0,12,67,85,0,12,67,85
1500000US220710006062,220710006062,"Block Group 2, Census Tract 6.06, Orleans Parish, Louisiana",953,232,337,143,588,202,0,12,0,12,0,12,14,20,14,21,0,12,14,21
1500000US220710006063,220710006063,"Block Group 3, Census Tract 6.06, Orleans Parish, Louisiana",1394,311,541,174,769,260,6,10,78,87,0,12,0,12,0,12,0,12,0,12
1500000US220710006071,220710006071,"Block Group 1, Census Tract 6.07, Orleans Parish, Louisiana",837,311,312,147,525,322,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006072,220710006072,"Block Group 2, Census Tract 6.07, Orleans Parish, Louisiana",1330,352,696,242,608,360,0,12,0,12,0,12,0,12,26,45,26,45,0,12
1500000US220710006073,220710006073,"Block Group 3, Census Tract 6.07, Orleans Parish, Louisiana",1791,273,1230,261,561,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006111,220710006111,"Block Group 1, Census Tract 6.11, Orleans Parish, Louisiana",1742,403,9,14,1681,401,0,12,52,53,0,12,0,12,0,12,0,12,0,12
1500000US220710006112,220710006112,"Block Group 2, Census Tract 6.11, Orleans Parish, Louisiana",2566,464,52,87,1642,324,0,12,574,238,0,12,298,356,0,12,0,12,0,12
1500000US220710006121,220710006121,"Block Group 1, Census Tract 6.12, Orleans Parish, Louisiana",1797,245,1042,200,474,271,24,28,80,92,0,12,110,99,67,81,0,12,67,81
1500000US220710006131,220710006131,"Block Group 1, Census Tract 6.13, Orleans Parish, Louisiana",1038,360,48,33,960,368,0,12,10,15,0,12,0,12,20,32,0,12,20,32
1500000US220710006132,220710006132,"Block Group 2, Census Tract 6.13, Orleans Parish, Louisiana",1493,370,112,87,1381,368,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006133,220710006133,"Block Group 3, Census Tract 6.13, Orleans Parish, Louisiana",2265,559,410,129,1846,491,0,12,9,13,0,12,0,12,0,12,0,12,0,12
1500000US220710006151,220710006151,"Block Group 1, Census Tract 6.15, Orleans Parish, Louisiana",2071,419,641,248,1310,392,6,11,114,174,0,12,0,12,0,12,0,12,0,12
1500000US220710006152,220710006152,"Block Group 2, Census Tract 6.15, Orleans Parish, Louisiana",1722,336,382,178,1315,319,0,12,16,25,0,12,0,12,9,14,0,12,9,14
1500000US220710006161,220710006161,"Block Group 1, Census Tract 6.16, Orleans Parish, Louisiana",1029,319,297,171,732,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710006162,220710006162,"Block Group 2, Census Tract 6.16, Orleans Parish, Louisiana",1541,504,215,114,1297,490,0,12,29,40,0,12,0,12,0,12,0,12,0,12
1500000US220710006163,220710006163,"Block Group 3, Census Tract 6.16, Orleans Parish, Louisiana",1915,502,1107,282,774,460,0,12,0,12,0,12,9,15,25,28,11,18,14,22
1500000US220710006171,220710006171,"Block Group 1, Census Tract 6.17, Orleans Parish, Louisiana",1114,311,169,111,870,326,0,12,0,12,0,12,75,121,0,12,0,12,0,12
1500000US220710006172,220710006172,"Block Group 2, Census Tract 6.17, Orleans Parish, Louisiana",2773,508,341,253,2384,507,18,28,30,47,0,12,0,12,0,12,0,12,0,12
1500000US220710006181,220710006181,"Block Group 1, Census Tract 6.18, Orleans Parish, Louisiana",1614,286,909,229,567,245,0,12,138,95,0,12,0,12,0,12,0,12,0,12
1500000US220710006182,220710006182,"Block Group 2, Census Tract 6.18, Orleans Parish, Louisiana",2176,349,557,174,1430,324,37,39,5,12,0,12,65,91,82,82,16,29,66,77
1500000US220710007011,220710007011,"Block Group 1, Census Tract 7.01, Orleans Parish, Louisiana",46,55,0,12,46,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007012,220710007012,"Block Group 2, Census Tract 7.01, Orleans Parish, Louisiana",132,78,0,12,132,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007013,220710007013,"Block Group 3, Census Tract 7.01, Orleans Parish, Louisiana",143,62,16,21,127,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007014,220710007014,"Block Group 4, Census Tract 7.01, Orleans Parish, Louisiana",206,98,0,12,206,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007021,220710007021,"Block Group 1, Census Tract 7.02, Orleans Parish, Louisiana",560,289,7,12,553,290,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007022,220710007022,"Block Group 2, Census Tract 7.02, Orleans Parish, Louisiana",491,247,43,67,444,251,4,7,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007023,220710007023,"Block Group 3, Census Tract 7.02, Orleans Parish, Louisiana",248,263,31,26,217,262,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710007024,220710007024,"Block Group 4, Census Tract 7.02, Orleans Parish, Louisiana",345,195,31,30,308,196,0,12,0,12,0,12,0,12,6,10,0,12,6,10
1500000US220710008001,220710008001,"Block Group 1, Census Tract 8, Orleans Parish, Louisiana",315,178,6,15,309,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710008002,220710008002,"Block Group 2, Census Tract 8, Orleans Parish, Louisiana",476,197,10,12,459,197,7,10,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710008003,220710008003,"Block Group 3, Census Tract 8, Orleans Parish, Louisiana",410,142,33,28,347,134,0,12,0,12,0,12,0,12,30,39,0,12,30,39
1500000US220710009011,220710009011,"Block Group 1, Census Tract 9.01, Orleans Parish, Louisiana",207,104,0,12,207,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009012,220710009012,"Block Group 2, Census Tract 9.01, Orleans Parish, Louisiana",187,138,0,12,187,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009013,220710009013,"Block Group 3, Census Tract 9.01, Orleans Parish, Louisiana",37,47,0,12,37,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009014,220710009014,"Block Group 4, Census Tract 9.01, Orleans Parish, Louisiana",216,132,0,12,216,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009021,220710009021,"Block Group 1, Census Tract 9.02, Orleans Parish, Louisiana",29,37,0,12,29,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009022,220710009022,"Block Group 2, Census Tract 9.02, Orleans Parish, Louisiana",115,116,2,5,113,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710009023,220710009023,"Block Group 3, Census Tract 9.02, Orleans Parish, Louisiana",181,181,0,12,181,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12
