Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710017371,2.21E+11,"Block Group 1, Census Tract 17.37, Orleans Parish, Louisiana",1612,301,6,9,1595,300,0,12,5,9,0,12,6,8,0,12,0,12,0,12
1500000US220710017372,2.21E+11,"Block Group 2, Census Tract 17.37, Orleans Parish, Louisiana",904,217,53,41,851,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017373,2.21E+11,"Block Group 3, Census Tract 17.37, Orleans Parish, Louisiana",645,199,100,54,528,198,11,15,0,12,0,12,0,12,6,13,0,12,6,13
1500000US220710017391,2.21E+11,"Block Group 1, Census Tract 17.39, Orleans Parish, Louisiana",1134,198,19,27,1115,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017392,2.21E+11,"Block Group 2, Census Tract 17.39, Orleans Parish, Louisiana",574,221,0,12,574,221,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017401,2.21E+11,"Block Group 1, Census Tract 17.40, Orleans Parish, Louisiana",1436,400,9,14,1299,380,0,12,0,12,0,12,95,148,33,52,0,12,33,52
1500000US220710017402,2.21E+11,"Block Group 2, Census Tract 17.40, Orleans Parish, Louisiana",1519,341,0,12,1450,337,0,12,18,31,0,12,33,36,18,28,18,28,0,12
1500000US220710017403,2.21E+11,"Block Group 3, Census Tract 17.40, Orleans Parish, Louisiana",1671,421,62,56,1495,349,0,12,0,12,0,12,0,12,114,156,0,12,114,156
1500000US220710017411,2.21E+11,"Block Group 1, Census Tract 17.41, Orleans Parish, Louisiana",1611,169,73,43,930,158,0,12,600,102,0,12,0,12,8,13,0,12,8,13
1500000US220710017431,2.21E+11,"Block Group 1, Census Tract 17.43, Orleans Parish, Louisiana",1562,273,28,36,1534,278,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017432,2.21E+11,"Block Group 2, Census Tract 17.43, Orleans Parish, Louisiana",815,265,6,10,790,270,0,12,0,12,0,12,19,31,0,12,0,12,0,12
1500000US220710017441,2.21E+11,"Block Group 1, Census Tract 17.44, Orleans Parish, Louisiana",1098,302,0,12,1039,282,0,12,0,12,0,12,0,12,59,72,47,69,12,21
1500000US220710017442,2.21E+11,"Block Group 2, Census Tract 17.44, Orleans Parish, Louisiana",1971,656,0,12,1971,656,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017443,2.21E+11,"Block Group 3, Census Tract 17.44, Orleans Parish, Louisiana",1142,374,58,63,1084,380,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017451,2.21E+11,"Block Group 1, Census Tract 17.45, Orleans Parish, Louisiana",2249,404,133,81,1932,389,0,12,0,12,0,12,157,204,27,44,27,44,0,12
1500000US220710017452,2.21E+11,"Block Group 2, Census Tract 17.45, Orleans Parish, Louisiana",1145,269,11,15,1117,267,0,12,2,5,0,12,0,12,15,24,0,12,15,24
1500000US220710017461,2.21E+11,"Block Group 1, Census Tract 17.46, Orleans Parish, Louisiana",1149,334,39,33,1100,334,0,12,0,12,0,12,0,12,10,17,0,12,10,17
1500000US220710017462,2.21E+11,"Block Group 2, Census Tract 17.46, Orleans Parish, Louisiana",1665,351,9,14,1648,351,0,12,0,12,0,12,0,12,8,14,0,12,8,14
1500000US220710017463,2.21E+11,"Block Group 3, Census Tract 17.46, Orleans Parish, Louisiana",1651,484,11,12,1640,484,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710017471,2.21E+11,"Block Group 1, Census Tract 17.47, Orleans Parish, Louisiana",2668,397,0,12,1874,357,0,12,687,242,0,12,96,134,11,17,11,17,0,12
1500000US220710017472,2.21E+11,"Block Group 2, Census Tract 17.47, Orleans Parish, Louisiana",1170,264,29,32,1068,269,0,12,61,92,0,12,12,23,0,12,0,12,0,12
1500000US220710017481,2.21E+11,"Block Group 1, Census Tract 17.48, Orleans Parish, Louisiana",1285,381,18,30,1060,373,0,12,207,136,0,12,0,12,0,12,0,12,0,12
1500000US220710017482,2.21E+11,"Block Group 2, Census Tract 17.48, Orleans Parish, Louisiana",1383,405,0,12,1182,391,0,12,201,201,0,12,0,12,0,12,0,12,0,12
1500000US220710017483,2.21E+11,"Block Group 3, Census Tract 17.48, Orleans Parish, Louisiana",1330,449,58,43,1269,451,0,12,0,12,0,12,3,6,0,12,0,12,0,12
1500000US220710017484,2.21E+11,"Block Group 4, Census Tract 17.48, Orleans Parish, Louisiana",894,398,35,47,754,376,0,12,105,139,0,12,0,12,0,12,0,12,0,12
1500000US220710017491,2.21E+11,"Block Group 1, Census Tract 17.49, Orleans Parish, Louisiana",1189,271,9,14,594,243,0,12,575,194,0,12,11,18,0,12,0,12,0,12
1500000US220710017492,2.21E+11,"Block Group 2, Census Tract 17.49, Orleans Parish, Louisiana",1785,345,158,111,382,178,15,23,1001,318,0,12,199,122,30,40,0,12,30,40
1500000US220710017501,2.21E+11,"Block Group 1, Census Tract 17.50, Orleans Parish, Louisiana",1225,346,14,22,210,105,0,12,894,310,0,12,107,159,0,12,0,12,0,12
1500000US220710017502,2.21E+11,"Block Group 2, Census Tract 17.50, Orleans Parish, Louisiana",693,237,116,141,385,233,0,12,100,81,0,12,43,47,49,62,41,60,8,14
1500000US220710017503,2.21E+11,"Block Group 3, Census Tract 17.50, Orleans Parish, Louisiana",1523,492,345,305,252,272,254,271,630,233,0,12,22,37,20,35,10,18,10,17
1500000US220710017511,2.21E+11,"Block Group 1, Census Tract 17.51, Orleans Parish, Louisiana",802,245,217,182,512,131,6,8,1,4,0,12,66,58,0,12,0,12,0,12
1500000US220710018001,2.21E+11,"Block Group 1, Census Tract 18, Orleans Parish, Louisiana",922,237,737,219,77,65,0,12,18,19,0,12,79,115,11,12,6,9,5,8
1500000US220710018002,2.21E+11,"Block Group 2, Census Tract 18, Orleans Parish, Louisiana",514,158,465,158,0,12,17,25,6,10,0,12,0,12,26,31,0,12,26,31
1500000US220710019001,2.21E+11,"Block Group 1, Census Tract 19, Orleans Parish, Louisiana",220,87,104,60,116,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710019002,2.21E+11,"Block Group 2, Census Tract 19, Orleans Parish, Louisiana",508,139,151,80,352,125,5,8,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710019003,2.21E+11,"Block Group 3, Census Tract 19, Orleans Parish, Louisiana",611,202,149,133,430,145,0,12,0,12,0,12,25,39,7,12,0,12,7,12
1500000US220710020001,2.21E+11,"Block Group 1, Census Tract 20, Orleans Parish, Louisiana",459,171,60,66,378,150,0,12,0,12,0,12,0,12,21,32,0,12,21,32
1500000US220710020002,2.21E+11,"Block Group 2, Census Tract 20, Orleans Parish, Louisiana",364,147,47,55,304,136,0,12,0,12,0,12,0,12,13,17,0,12,13,17
1500000US220710020003,2.21E+11,"Block Group 3, Census Tract 20, Orleans Parish, Louisiana",261,125,43,32,218,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710021001,2.21E+11,"Block Group 1, Census Tract 21, Orleans Parish, Louisiana",376,147,2,4,374,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710021002,2.21E+11,"Block Group 2, Census Tract 21, Orleans Parish, Louisiana",341,98,20,30,321,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710022001,2.21E+11,"Block Group 1, Census Tract 22, Orleans Parish, Louisiana",231,82,25,30,206,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710022002,2.21E+11,"Block Group 2, Census Tract 22, Orleans Parish, Louisiana",404,136,8,9,396,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710022003,2.21E+11,"Block Group 3, Census Tract 22, Orleans Parish, Louisiana",190,87,4,7,186,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710023001,2.21E+11,"Block Group 1, Census Tract 23, Orleans Parish, Louisiana",180,101,0,12,180,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710023002,2.21E+11,"Block Group 2, Census Tract 23, Orleans Parish, Louisiana",179,94,46,66,119,56,0,12,0,12,0,12,0,12,14,20,0,12,14,20
1500000US220710023003,2.21E+11,"Block Group 3, Census Tract 23, Orleans Parish, Louisiana",120,82,0,12,120,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710023004,2.21E+11,"Block Group 4, Census Tract 23, Orleans Parish, Louisiana",229,91,0,12,229,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710023005,2.21E+11,"Block Group 5, Census Tract 23, Orleans Parish, Louisiana",1091,247,31,26,1016,248,0,12,0,12,0,12,32,51,12,16,0,12,12,16
1500000US220710024011,2.21E+11,"Block Group 1, Census Tract 24.01, Orleans Parish, Louisiana",1011,186,134,70,792,188,11,16,0,12,0,12,44,48,30,33,0,12,30,33
1500000US220710024012,2.21E+11,"Block Group 2, Census Tract 24.01, Orleans Parish, Louisiana",1022,301,67,48,928,302,0,12,0,12,0,12,0,12,27,39,0,12,27,39
1500000US220710024021,2.21E+11,"Block Group 1, Census Tract 24.02, Orleans Parish, Louisiana",371,176,82,89,289,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710024022,2.21E+11,"Block Group 2, Census Tract 24.02, Orleans Parish, Louisiana",876,311,66,77,810,298,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710024023,2.21E+11,"Block Group 3, Census Tract 24.02, Orleans Parish, Louisiana",639,230,35,34,604,230,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710024024,2.21E+11,"Block Group 4, Census Tract 24.02, Orleans Parish, Louisiana",1031,270,179,139,825,258,0,12,0,12,0,12,0,12,27,43,0,12,27,43
1500000US220710025011,2.21E+11,"Block Group 1, Census Tract 25.01, Orleans Parish, Louisiana",669,204,110,59,555,200,0,12,0,12,0,12,0,12,4,7,4,7,0,12
1500000US220710025012,2.21E+11,"Block Group 2, Census Tract 25.01, Orleans Parish, Louisiana",490,184,55,35,435,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025013,2.21E+11,"Block Group 3, Census Tract 25.01, Orleans Parish, Louisiana",244,96,49,36,195,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025014,2.21E+11,"Block Group 4, Census Tract 25.01, Orleans Parish, Louisiana",300,78,73,54,227,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025021,2.21E+11,"Block Group 1, Census Tract 25.02, Orleans Parish, Louisiana",921,195,5,7,904,193,0,12,0,12,0,12,0,12,12,15,0,12,12,15
1500000US220710025022,2.21E+11,"Block Group 2, Census Tract 25.02, Orleans Parish, Louisiana",343,125,46,49,297,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025023,2.21E+11,"Block Group 3, Census Tract 25.02, Orleans Parish, Louisiana",453,228,18,20,435,231,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025024,2.21E+11,"Block Group 4, Census Tract 25.02, Orleans Parish, Louisiana",453,159,7,12,439,157,0,12,0,12,0,12,0,12,7,10,0,12,7,10
1500000US220710025031,2.21E+11,"Block Group 1, Census Tract 25.03, Orleans Parish, Louisiana",513,179,78,45,378,201,0,12,49,62,0,12,0,12,8,12,0,12,8,12
1500000US220710025032,2.21E+11,"Block Group 2, Census Tract 25.03, Orleans Parish, Louisiana",1125,318,230,86,895,324,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710025033,2.21E+11,"Block Group 3, Census Tract 25.03, Orleans Parish, Louisiana",690,188,319,103,356,169,0,12,0,12,0,12,15,24,0,12,0,12,0,12
1500000US220710025041,2.21E+11,"Block Group 1, Census Tract 25.04, Orleans Parish, Louisiana",621,201,56,45,559,202,0,12,0,12,0,12,0,12,6,10,0,12,6,10
1500000US220710025042,2.21E+11,"Block Group 2, Census Tract 25.04, Orleans Parish, Louisiana",740,188,200,75,514,179,14,14,0,12,0,12,0,12,12,14,0,12,12,14
1500000US220710025043,2.21E+11,"Block Group 3, Census Tract 25.04, Orleans Parish, Louisiana",391,131,186,63,177,113,0,12,3,5,0,12,12,18,13,18,13,18,0,12
1500000US220710025044,2.21E+11,"Block Group 4, Census Tract 25.04, Orleans Parish, Louisiana",498,141,97,69,363,131,0,12,0,12,0,12,0,12,38,44,0,12,38,44
1500000US220710026001,2.21E+11,"Block Group 1, Census Tract 26, Orleans Parish, Louisiana",615,138,540,111,43,40,0,12,32,50,0,12,0,12,0,12,0,12,0,12
1500000US220710026002,2.21E+11,"Block Group 2, Census Tract 26, Orleans Parish, Louisiana",702,155,553,140,101,84,0,12,48,61,0,12,0,12,0,12,0,12,0,12
1500000US220710027001,2.21E+11,"Block Group 1, Census Tract 27, Orleans Parish, Louisiana",541,286,24,32,503,285,0,12,0,12,0,12,14,21,0,12,0,12,0,12
1500000US220710027002,2.21E+11,"Block Group 2, Census Tract 27, Orleans Parish, Louisiana",658,224,235,122,423,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710027003,2.21E+11,"Block Group 3, Census Tract 27, Orleans Parish, Louisiana",298,162,61,43,237,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710028001,2.21E+11,"Block Group 1, Census Tract 28, Orleans Parish, Louisiana",357,111,0,12,357,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710028002,2.21E+11,"Block Group 2, Census Tract 28, Orleans Parish, Louisiana",718,173,0,12,703,174,0,12,15,19,0,12,0,12,0,12,0,12,0,12
1500000US220710028003,2.21E+11,"Block Group 3, Census Tract 28, Orleans Parish, Louisiana",461,189,5,7,455,189,0,12,1,2,0,12,0,12,0,12,0,12,0,12
1500000US220710029001,2.21E+11,"Block Group 1, Census Tract 29, Orleans Parish, Louisiana",551,187,10,17,541,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710029002,2.21E+11,"Block Group 2, Census Tract 29, Orleans Parish, Louisiana",318,140,0,12,318,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710029003,2.21E+11,"Block Group 3, Census Tract 29, Orleans Parish, Louisiana",567,237,24,33,543,235,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710030001,2.21E+11,"Block Group 1, Census Tract 30, Orleans Parish, Louisiana",460,153,46,39,396,152,0,12,0,12,0,12,0,12,18,23,0,12,18,23
1500000US220710030002,2.21E+11,"Block Group 2, Census Tract 30, Orleans Parish, Louisiana",685,215,4,7,670,217,11,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710031001,2.21E+11,"Block Group 1, Census Tract 31, Orleans Parish, Louisiana",340,156,0,12,321,150,0,12,0,12,0,12,19,23,0,12,0,12,0,12
1500000US220710031002,2.21E+11,"Block Group 2, Census Tract 31, Orleans Parish, Louisiana",753,266,1,4,626,250,0,12,0,12,0,12,7,7,119,165,14,20,105,161
1500000US220710033011,2.21E+11,"Block Group 1, Census Tract 33.01, Orleans Parish, Louisiana",820,180,546,176,228,114,0,12,46,55,0,12,0,12,0,12,0,12,0,12
1500000US220710033012,2.21E+11,"Block Group 2, Census Tract 33.01, Orleans Parish, Louisiana",652,202,206,114,446,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033013,2.21E+11,"Block Group 3, Census Tract 33.01, Orleans Parish, Louisiana",361,124,156,75,205,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033021,2.21E+11,"Block Group 1, Census Tract 33.02, Orleans Parish, Louisiana",655,276,47,43,608,269,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033022,2.21E+11,"Block Group 2, Census Tract 33.02, Orleans Parish, Louisiana",1298,453,9,12,1284,452,0,12,0,12,0,12,0,12,5,10,0,12,5,10
1500000US220710033023,2.21E+11,"Block Group 3, Census Tract 33.02, Orleans Parish, Louisiana",1105,257,143,73,923,250,0,12,23,36,0,12,3,4,13,22,0,12,13,22
1500000US220710033024,2.21E+11,"Block Group 4, Census Tract 33.02, Orleans Parish, Louisiana",529,182,96,65,375,181,0,12,29,39,0,12,19,34,10,16,0,12,10,16
1500000US220710033031,2.21E+11,"Block Group 1, Census Tract 33.03, Orleans Parish, Louisiana",890,222,295,94,523,215,6,8,61,75,0,12,5,8,0,12,0,12,0,12
1500000US220710033032,2.21E+11,"Block Group 2, Census Tract 33.03, Orleans Parish, Louisiana",610,162,97,64,438,134,0,12,17,28,0,12,49,66,9,13,0,12,9,13
1500000US220710033033,2.21E+11,"Block Group 3, Census Tract 33.03, Orleans Parish, Louisiana",428,159,58,31,337,159,0,12,0,12,0,12,28,39,5,8,5,8,0,12
1500000US220710033041,2.21E+11,"Block Group 1, Census Tract 33.04, Orleans Parish, Louisiana",961,189,116,71,845,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033042,2.21E+11,"Block Group 2, Census Tract 33.04, Orleans Parish, Louisiana",895,200,79,52,806,196,5,8,0,12,0,12,0,12,5,8,0,12,5,8
1500000US220710033071,2.21E+11,"Block Group 1, Census Tract 33.07, Orleans Parish, Louisiana",829,208,10,11,782,215,0,12,0,12,0,12,37,62,0,12,0,12,0,12
1500000US220710033072,2.21E+11,"Block Group 2, Census Tract 33.07, Orleans Parish, Louisiana",504,177,5,7,499,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033081,2.21E+11,"Block Group 1, Census Tract 33.08, Orleans Parish, Louisiana",376,244,19,31,285,253,0,12,0,12,0,12,20,33,52,61,0,12,52,61
1500000US220710033082,2.21E+11,"Block Group 2, Census Tract 33.08, Orleans Parish, Louisiana",671,203,32,19,634,199,0,12,5,11,0,12,0,12,0,12,0,12,0,12
1500000US220710033083,2.21E+11,"Block Group 3, Census Tract 33.08, Orleans Parish, Louisiana",1000,232,0,12,990,231,0,12,0,12,0,12,0,12,10,15,0,12,10,15
1500000US220710033084,2.21E+11,"Block Group 4, Census Tract 33.08, Orleans Parish, Louisiana",514,252,11,18,367,167,0,12,0,12,0,12,126,195,10,15,0,12,10,15
1500000US220710033085,2.21E+11,"Block Group 5, Census Tract 33.08, Orleans Parish, Louisiana",493,205,0,12,493,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710033086,2.21E+11,"Block Group 6, Census Tract 33.08, Orleans Parish, Louisiana",257,131,82,77,123,107,0,12,17,33,0,12,35,61,0,12,0,12,0,12
1500000US220710034001,2.21E+11,"Block Group 1, Census Tract 34, Orleans Parish, Louisiana",612,149,142,61,459,146,0,12,0,12,11,20,0,12,0,12,0,12,0,12
1500000US220710034002,2.21E+11,"Block Group 2, Census Tract 34, Orleans Parish, Louisiana",632,152,248,83,348,133,0,12,0,12,0,12,4,8,32,26,0,12,32,26
1500000US220710035001,2.21E+11,"Block Group 1, Census Tract 35, Orleans Parish, Louisiana",448,109,12,11,431,110,0,12,0,12,0,12,0,12,5,8,5,8,0,12
1500000US220710035002,2.21E+11,"Block Group 2, Census Tract 35, Orleans Parish, Louisiana",283,124,16,22,267,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710035003,2.21E+11,"Block Group 3, Census Tract 35, Orleans Parish, Louisiana",464,166,129,77,335,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710036001,2.21E+11,"Block Group 1, Census Tract 36, Orleans Parish, Louisiana",475,123,5,8,436,128,0,12,0,12,0,12,0,12,34,42,27,41,7,10
1500000US220710036002,2.21E+11,"Block Group 2, Census Tract 36, Orleans Parish, Louisiana",720,142,161,98,551,149,0,12,0,12,0,12,8,12,0,12,0,12,0,12
1500000US220710036003,2.21E+11,"Block Group 3, Census Tract 36, Orleans Parish, Louisiana",643,291,79,64,537,292,0,12,0,12,0,12,0,12,27,32,0,12,27,32
1500000US220710037011,2.21E+11,"Block Group 1, Census Tract 37.01, Orleans Parish, Louisiana",1528,200,520,101,952,182,5,7,45,51,0,12,0,12,6,9,0,12,6,9
1500000US220710037012,2.21E+11,"Block Group 2, Census Tract 37.01, Orleans Parish, Louisiana",741,293,49,41,692,296,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710037021,2.21E+11,"Block Group 1, Census Tract 37.02, Orleans Parish, Louisiana",619,204,4,7,589,198,0,12,1,2,0,12,0,12,25,37,0,12,25,37
1500000US220710037022,2.21E+11,"Block Group 2, Census Tract 37.02, Orleans Parish, Louisiana",695,280,115,116,544,264,0,12,29,43,0,12,7,12,0,12,0,12,0,12
1500000US220710037023,2.21E+11,"Block Group 3, Census Tract 37.02, Orleans Parish, Louisiana",413,188,20,24,393,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710037024,2.21E+11,"Block Group 4, Census Tract 37.02, Orleans Parish, Louisiana",636,283,100,88,511,276,25,40,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710037025,2.21E+11,"Block Group 5, Census Tract 37.02, Orleans Parish, Louisiana",385,154,316,149,69,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710037026,2.21E+11,"Block Group 6, Census Tract 37.02, Orleans Parish, Louisiana",595,179,472,159,85,77,0,12,0,12,0,12,20,33,18,22,0,12,18,22
1500000US220710038001,2.21E+11,"Block Group 1, Census Tract 38, Orleans Parish, Louisiana",625,149,614,148,10,13,0,12,0,12,0,12,0,12,1,2,1,2,0,12
1500000US220710038002,2.21E+11,"Block Group 2, Census Tract 38, Orleans Parish, Louisiana",606,156,587,154,12,20,0,12,7,11,0,12,0,12,0,12,0,12,0,12
1500000US220710039001,2.21E+11,"Block Group 1, Census Tract 39, Orleans Parish, Louisiana",671,140,293,89,276,125,0,12,16,18,0,12,0,12,86,51,12,19,74,42
1500000US220710039002,2.21E+11,"Block Group 2, Census Tract 39, Orleans Parish, Louisiana",695,174,296,82,339,164,0,12,0,12,0,12,10,10,50,36,10,16,40,32
1500000US220710040001,2.21E+11,"Block Group 1, Census Tract 40, Orleans Parish, Louisiana",922,442,184,82,735,431,0,12,0,12,0,12,0,12,3,7,0,12,3,7
1500000US220710040002,2.21E+11,"Block Group 2, Census Tract 40, Orleans Parish, Louisiana",1107,216,217,155,853,184,5,8,0,12,0,12,32,33,0,12,0,12,0,12
1500000US220710041001,2.21E+11,"Block Group 1, Census Tract 41, Orleans Parish, Louisiana",760,133,689,130,54,35,0,12,12,14,0,12,0,12,5,7,0,12,5,7
1500000US220710041002,2.21E+11,"Block Group 2, Census Tract 41, Orleans Parish, Louisiana",817,139,614,139,134,84,3,7,1,2,0,12,60,87,5,7,0,12,5,7
1500000US220710044011,2.21E+11,"Block Group 1, Census Tract 44.01, Orleans Parish, Louisiana",366,122,22,24,339,120,0,12,0,12,0,12,5,8,0,12,0,12,0,12
1500000US220710044012,2.21E+11,"Block Group 2, Census Tract 44.01, Orleans Parish, Louisiana",326,167,24,25,302,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710044013,2.21E+11,"Block Group 3, Census Tract 44.01, Orleans Parish, Louisiana",572,205,56,42,480,194,0,12,0,12,0,12,0,12,36,58,0,12,36,58
1500000US220710044021,2.21E+11,"Block Group 1, Census Tract 44.02, Orleans Parish, Louisiana",78,131,0,12,78,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710044022,2.21E+11,"Block Group 2, Census Tract 44.02, Orleans Parish, Louisiana",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710045001,2.21E+11,"Block Group 1, Census Tract 45, Orleans Parish, Louisiana",531,303,53,38,469,301,0,12,0,12,0,12,0,12,9,15,0,12,9,15
1500000US220710045002,2.21E+11,"Block Group 2, Census Tract 45, Orleans Parish, Louisiana",752,236,105,63,639,218,0,12,0,12,0,12,8,14,0,12,0,12,0,12
1500000US220710045003,2.21E+11,"Block Group 3, Census Tract 45, Orleans Parish, Louisiana",800,186,381,112,293,139,0,12,53,63,0,12,57,46,16,21,0,12,16,21
1500000US220710046001,2.21E+11,"Block Group 1, Census Tract 46, Orleans Parish, Louisiana",560,171,460,161,85,90,0,12,0,12,0,12,15,24,0,12,0,12,0,12
1500000US220710046002,2.21E+11,"Block Group 2, Census Tract 46, Orleans Parish, Louisiana",1588,240,1462,243,80,61,0,12,0,12,0,12,0,12,46,33,23,23,23,25
1500000US220710046003,2.21E+11,"Block Group 3, Census Tract 46, Orleans Parish, Louisiana",745,189,650,186,55,55,19,33,0,12,0,12,0,12,21,23,12,18,9,14
1500000US220710048001,2.21E+11,"Block Group 1, Census Tract 48, Orleans Parish, Louisiana",1050,313,1,2,997,309,0,12,1,2,0,12,0,12,51,56,0,12,51,56
1500000US220710049001,2.21E+11,"Block Group 1, Census Tract 49, Orleans Parish, Louisiana",618,207,196,190,381,129,33,46,0,12,0,12,8,15,0,12,0,12,0,12
1500000US220710049002,2.21E+11,"Block Group 2, Census Tract 49, Orleans Parish, Louisiana",458,178,65,45,307,154,0,12,0,12,0,12,73,94,13,21,0,12,13,21
1500000US220710049003,2.21E+11,"Block Group 3, Census Tract 49, Orleans Parish, Louisiana",35,54,0,12,35,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710049004,2.21E+11,"Block Group 4, Census Tract 49, Orleans Parish, Louisiana",346,206,90,56,251,213,0,12,5,8,0,12,0,12,0,12,0,12,0,12
1500000US220710050001,2.21E+11,"Block Group 1, Census Tract 50, Orleans Parish, Louisiana",575,145,320,95,218,132,5,9,0,12,0,12,15,30,17,20,0,12,17,20
1500000US220710050002,2.21E+11,"Block Group 2, Census Tract 50, Orleans Parish, Louisiana",1117,376,323,162,560,338,134,141,0,12,0,12,100,153,0,12,0,12,0,12
1500000US220710054001,2.21E+11,"Block Group 1, Census Tract 54, Orleans Parish, Louisiana",607,212,557,193,46,55,0,12,0,12,0,12,4,6,0,12,0,12,0,12
1500000US220710054002,2.21E+11,"Block Group 2, Census Tract 54, Orleans Parish, Louisiana",634,223,455,157,179,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710054003,2.21E+11,"Block Group 3, Census Tract 54, Orleans Parish, Louisiana",612,166,441,129,95,73,0,12,0,12,0,12,52,81,24,40,0,12,24,40
1500000US220710055001,2.21E+11,"Block Group 1, Census Tract 55, Orleans Parish, Louisiana",882,160,842,158,32,39,0,12,0,12,0,12,8,16,0,12,0,12,0,12
1500000US220710055002,2.21E+11,"Block Group 2, Census Tract 55, Orleans Parish, Louisiana",868,224,715,175,109,123,0,12,12,20,0,12,24,26,8,12,0,12,8,12
1500000US220710055003,2.21E+11,"Block Group 3, Census Tract 55, Orleans Parish, Louisiana",910,200,797,193,10,14,0,12,0,12,0,12,84,125,19,29,0,12,19,29
1500000US220710056011,2.21E+11,"Block Group 1, Census Tract 56.01, Orleans Parish, Louisiana",636,144,566,135,0,12,0,12,65,70,0,12,0,12,5,8,0,12,5,8
1500000US220710056012,2.21E+11,"Block Group 2, Census Tract 56.01, Orleans Parish, Louisiana",634,176,504,101,13,20,0,12,8,15,0,12,104,149,5,9,0,12,5,9
