Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710056013,2.21E+11,"Block Group 3, Census Tract 56.01, Orleans Parish, Louisiana",491,123,431,112,46,75,0,12,14,24,0,12,0,12,0,12,0,12,0,12
1500000US220710056014,2.21E+11,"Block Group 4, Census Tract 56.01, Orleans Parish, Louisiana",509,117,470,119,6,9,0,12,13,19,0,12,20,29,0,12,0,12,0,12
1500000US220710056021,2.21E+11,"Block Group 1, Census Tract 56.02, Orleans Parish, Louisiana",460,139,444,139,16,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056022,2.21E+11,"Block Group 2, Census Tract 56.02, Orleans Parish, Louisiana",774,137,774,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056023,2.21E+11,"Block Group 3, Census Tract 56.02, Orleans Parish, Louisiana",853,182,803,169,31,44,1,2,0,12,0,12,0,12,18,25,0,12,18,25
1500000US220710056024,2.21E+11,"Block Group 4, Census Tract 56.02, Orleans Parish, Louisiana",530,167,530,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056031,2.21E+11,"Block Group 1, Census Tract 56.03, Orleans Parish, Louisiana",509,103,509,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056032,2.21E+11,"Block Group 2, Census Tract 56.03, Orleans Parish, Louisiana",536,137,517,123,19,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056033,2.21E+11,"Block Group 3, Census Tract 56.03, Orleans Parish, Louisiana",349,100,277,89,65,88,0,12,7,10,0,12,0,12,0,12,0,12,0,12
1500000US220710056041,2.21E+11,"Block Group 1, Census Tract 56.04, Orleans Parish, Louisiana",460,141,417,118,43,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056042,2.21E+11,"Block Group 2, Census Tract 56.04, Orleans Parish, Louisiana",600,125,595,125,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710056043,2.21E+11,"Block Group 3, Census Tract 56.04, Orleans Parish, Louisiana",477,142,448,138,0,12,0,12,29,41,0,12,0,12,0,12,0,12,0,12
1500000US220710060001,2.21E+11,"Block Group 1, Census Tract 60, Orleans Parish, Louisiana",1829,265,405,176,1326,234,0,12,65,68,0,12,27,40,6,12,0,12,6,12
1500000US220710063001,2.21E+11,"Block Group 1, Census Tract 63, Orleans Parish, Louisiana",826,264,356,122,401,230,0,12,7,16,0,12,28,36,34,32,9,12,25,28
1500000US220710063002,2.21E+11,"Block Group 2, Census Tract 63, Orleans Parish, Louisiana",366,209,121,79,241,200,0,12,0,12,0,12,0,12,4,4,2,3,2,4
1500000US220710063003,2.21E+11,"Block Group 3, Census Tract 63, Orleans Parish, Louisiana",585,216,145,102,332,140,0,12,5,9,0,12,103,152,0,12,0,12,0,12
1500000US220710064001,2.21E+11,"Block Group 1, Census Tract 64, Orleans Parish, Louisiana",573,180,323,100,184,165,0,12,8,13,0,12,33,59,25,42,0,12,25,42
1500000US220710064002,2.21E+11,"Block Group 2, Census Tract 64, Orleans Parish, Louisiana",692,197,306,108,347,162,0,12,2,5,0,12,0,12,37,33,14,23,23,25
1500000US220710064003,2.21E+11,"Block Group 3, Census Tract 64, Orleans Parish, Louisiana",509,225,208,140,280,171,0,12,11,19,0,12,3,6,7,10,0,12,7,10
1500000US220710064004,2.21E+11,"Block Group 4, Census Tract 64, Orleans Parish, Louisiana",551,184,260,110,244,182,0,12,0,12,0,12,5,9,42,68,0,12,42,68
1500000US220710065001,2.21E+11,"Block Group 1, Census Tract 65, Orleans Parish, Louisiana",956,225,520,147,277,157,0,12,11,17,26,25,63,69,59,45,0,12,59,45
1500000US220710065002,2.21E+11,"Block Group 2, Census Tract 65, Orleans Parish, Louisiana",874,178,699,164,127,94,0,12,29,45,0,12,0,12,19,25,0,12,19,25
1500000US220710065003,2.21E+11,"Block Group 3, Census Tract 65, Orleans Parish, Louisiana",849,200,408,176,398,129,0,12,0,12,0,12,31,33,12,18,0,12,12,18
1500000US220710069001,2.21E+11,"Block Group 1, Census Tract 69, Orleans Parish, Louisiana",354,237,0,12,354,237,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710069002,2.21E+11,"Block Group 2, Census Tract 69, Orleans Parish, Louisiana",47,42,7,12,40,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710069003,2.21E+11,"Block Group 3, Census Tract 69, Orleans Parish, Louisiana",396,122,0,12,396,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710070001,2.21E+11,"Block Group 1, Census Tract 70, Orleans Parish, Louisiana",696,218,216,227,430,151,0,12,7,13,0,12,0,12,43,42,0,12,43,42
1500000US220710070002,2.21E+11,"Block Group 2, Census Tract 70, Orleans Parish, Louisiana",1105,253,144,146,911,250,0,12,23,33,0,12,0,12,27,28,12,23,15,15
1500000US220710071011,2.21E+11,"Block Group 1, Census Tract 71.01, Orleans Parish, Louisiana",1098,209,132,53,926,207,0,12,14,19,0,12,16,21,10,18,0,12,10,18
1500000US220710071012,2.21E+11,"Block Group 2, Census Tract 71.01, Orleans Parish, Louisiana",1179,212,426,190,724,161,0,12,0,12,0,12,0,12,29,25,0,12,29,25
1500000US220710072001,2.21E+11,"Block Group 1, Census Tract 72, Orleans Parish, Louisiana",1296,272,51,36,1048,230,0,12,26,28,0,12,46,66,125,123,12,19,113,125
1500000US220710072002,2.21E+11,"Block Group 2, Census Tract 72, Orleans Parish, Louisiana",619,201,58,50,536,193,0,12,0,12,0,12,25,32,0,12,0,12,0,12
1500000US220710072003,2.21E+11,"Block Group 3, Census Tract 72, Orleans Parish, Louisiana",270,150,24,19,243,151,0,12,0,12,0,12,0,12,3,7,0,12,3,7
1500000US220710075011,2.21E+11,"Block Group 1, Census Tract 75.01, Orleans Parish, Louisiana",507,175,140,115,367,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075012,2.21E+11,"Block Group 2, Census Tract 75.01, Orleans Parish, Louisiana",814,330,14,21,800,337,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075013,2.21E+11,"Block Group 3, Census Tract 75.01, Orleans Parish, Louisiana",566,199,0,12,566,199,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075014,2.21E+11,"Block Group 4, Census Tract 75.01, Orleans Parish, Louisiana",578,242,0,12,540,235,0,12,0,12,0,12,33,53,5,7,0,12,5,7
1500000US220710075015,2.21E+11,"Block Group 5, Census Tract 75.01, Orleans Parish, Louisiana",297,161,0,12,297,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075021,2.21E+11,"Block Group 1, Census Tract 75.02, Orleans Parish, Louisiana",196,107,0,12,196,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075022,2.21E+11,"Block Group 2, Census Tract 75.02, Orleans Parish, Louisiana",355,265,0,12,355,265,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075023,2.21E+11,"Block Group 3, Census Tract 75.02, Orleans Parish, Louisiana",807,275,10,16,720,297,0,12,53,69,24,37,0,12,0,12,0,12,0,12
1500000US220710075024,2.21E+11,"Block Group 4, Census Tract 75.02, Orleans Parish, Louisiana",288,153,0,12,288,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710075025,2.21E+11,"Block Group 5, Census Tract 75.02, Orleans Parish, Louisiana",939,403,103,171,819,353,0,12,7,15,0,12,0,12,10,18,0,12,10,18
1500000US220710076041,2.21E+11,"Block Group 1, Census Tract 76.04, Orleans Parish, Louisiana",1000,178,938,185,22,34,0,12,40,57,0,12,0,12,0,12,0,12,0,12
1500000US220710076042,2.21E+11,"Block Group 2, Census Tract 76.04, Orleans Parish, Louisiana",758,129,705,117,40,56,0,12,0,12,0,12,0,12,13,21,0,12,13,21
1500000US220710076051,2.21E+11,"Block Group 1, Census Tract 76.05, Orleans Parish, Louisiana",591,150,51,53,522,149,18,27,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710076052,2.21E+11,"Block Group 2, Census Tract 76.05, Orleans Parish, Louisiana",884,191,162,77,703,188,0,12,0,12,0,12,10,16,9,13,0,12,9,13
1500000US220710076061,2.21E+11,"Block Group 1, Census Tract 76.06, Orleans Parish, Louisiana",1477,310,1198,222,162,222,0,12,0,12,0,12,23,36,94,85,11,17,83,74
1500000US220710076062,2.21E+11,"Block Group 2, Census Tract 76.06, Orleans Parish, Louisiana",917,194,776,184,61,69,0,12,15,23,0,12,0,12,65,89,65,89,0,12
1500000US220710076063,2.21E+11,"Block Group 3, Census Tract 76.06, Orleans Parish, Louisiana",1465,248,1181,221,188,183,14,23,0,12,0,12,59,92,23,34,0,12,23,34
1500000US220710077001,2.21E+11,"Block Group 1, Census Tract 77, Orleans Parish, Louisiana",1343,235,1078,228,198,96,0,12,25,38,0,12,14,17,28,28,5,9,23,25
1500000US220710077002,2.21E+11,"Block Group 2, Census Tract 77, Orleans Parish, Louisiana",1234,230,960,203,204,99,0,12,0,12,0,12,6,13,64,62,0,12,64,62
1500000US220710078001,2.21E+11,"Block Group 1, Census Tract 78, Orleans Parish, Louisiana",1631,389,1298,339,114,67,0,12,67,76,0,12,60,69,92,71,0,12,92,71
1500000US220710082001,2.21E+11,"Block Group 1, Census Tract 82, Orleans Parish, Louisiana",648,150,596,146,32,26,0,12,10,14,0,12,10,15,0,12,0,12,0,12
1500000US220710082002,2.21E+11,"Block Group 2, Census Tract 82, Orleans Parish, Louisiana",778,186,587,183,129,134,0,12,0,12,0,12,19,29,43,50,0,12,43,50
1500000US220710083001,2.21E+11,"Block Group 1, Census Tract 83, Orleans Parish, Louisiana",631,168,602,167,14,22,0,12,10,15,0,12,0,12,5,9,0,12,5,9
1500000US220710083002,2.21E+11,"Block Group 2, Census Tract 83, Orleans Parish, Louisiana",516,125,388,132,115,71,0,12,8,12,0,12,5,9,0,12,0,12,0,12
1500000US220710084001,2.21E+11,"Block Group 1, Census Tract 84, Orleans Parish, Louisiana",686,193,230,109,412,160,0,12,21,25,0,12,5,9,18,24,12,21,6,10
1500000US220710084002,2.21E+11,"Block Group 2, Census Tract 84, Orleans Parish, Louisiana",542,137,324,76,210,114,0,12,0,12,0,12,0,12,8,12,0,12,8,12
1500000US220710085001,2.21E+11,"Block Group 1, Census Tract 85, Orleans Parish, Louisiana",798,331,21,27,623,229,0,12,154,183,0,12,0,12,0,12,0,12,0,12
1500000US220710085002,2.21E+11,"Block Group 2, Census Tract 85, Orleans Parish, Louisiana",470,162,9,13,452,161,0,12,0,12,0,12,0,12,9,10,0,12,9,10
1500000US220710086001,2.21E+11,"Block Group 1, Census Tract 86, Orleans Parish, Louisiana",426,116,28,37,317,97,0,12,35,50,0,12,38,52,8,11,0,12,8,11
1500000US220710086002,2.21E+11,"Block Group 2, Census Tract 86, Orleans Parish, Louisiana",430,100,11,18,412,95,0,12,0,12,0,12,7,11,0,12,0,12,0,12
1500000US220710088001,2.21E+11,"Block Group 1, Census Tract 88, Orleans Parish, Louisiana",859,205,605,150,181,129,0,12,25,28,0,12,0,12,48,53,0,12,48,53
1500000US220710088002,2.21E+11,"Block Group 2, Census Tract 88, Orleans Parish, Louisiana",1032,266,706,181,300,231,0,12,0,12,0,12,0,12,26,23,0,12,26,23
1500000US220710090001,2.21E+11,"Block Group 1, Census Tract 90, Orleans Parish, Louisiana",510,165,437,155,52,81,0,12,0,12,0,12,10,15,11,19,11,19,0,12
1500000US220710090002,2.21E+11,"Block Group 2, Census Tract 90, Orleans Parish, Louisiana",582,158,557,147,0,12,0,12,25,40,0,12,0,12,0,12,0,12,0,12
1500000US220710090003,2.21E+11,"Block Group 3, Census Tract 90, Orleans Parish, Louisiana",867,207,715,229,19,28,28,31,39,45,0,12,0,12,66,85,0,12,66,85
1500000US220710091001,2.21E+11,"Block Group 1, Census Tract 91, Orleans Parish, Louisiana",853,302,329,115,524,291,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710091002,2.21E+11,"Block Group 2, Census Tract 91, Orleans Parish, Louisiana",342,191,214,176,87,64,0,12,41,38,0,12,0,12,0,12,0,12,0,12
1500000US220710091003,2.21E+11,"Block Group 3, Census Tract 91, Orleans Parish, Louisiana",463,342,107,134,140,86,0,12,10,16,0,12,206,318,0,12,0,12,0,12
1500000US220710091004,2.21E+11,"Block Group 4, Census Tract 91, Orleans Parish, Louisiana",764,291,346,136,418,294,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710092001,2.21E+11,"Block Group 1, Census Tract 92, Orleans Parish, Louisiana",197,101,11,17,186,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710092002,2.21E+11,"Block Group 2, Census Tract 92, Orleans Parish, Louisiana",689,223,5,10,684,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710092003,2.21E+11,"Block Group 3, Census Tract 92, Orleans Parish, Louisiana",602,213,13,16,559,223,0,12,0,12,0,12,9,15,21,24,10,17,11,17
1500000US220710094001,2.21E+11,"Block Group 1, Census Tract 94, Orleans Parish, Louisiana",328,142,60,59,268,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710094002,2.21E+11,"Block Group 2, Census Tract 94, Orleans Parish, Louisiana",250,165,0,12,250,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710094003,2.21E+11,"Block Group 3, Census Tract 94, Orleans Parish, Louisiana",344,229,4,6,340,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710094004,2.21E+11,"Block Group 4, Census Tract 94, Orleans Parish, Louisiana",377,178,0,12,377,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710096001,2.21E+11,"Block Group 1, Census Tract 96, Orleans Parish, Louisiana",594,213,480,205,106,81,0,12,0,12,0,12,0,12,8,12,0,12,8,12
1500000US220710096002,2.21E+11,"Block Group 2, Census Tract 96, Orleans Parish, Louisiana",449,121,374,117,63,49,0,12,0,12,0,12,0,12,12,21,0,12,12,21
1500000US220710096003,2.21E+11,"Block Group 3, Census Tract 96, Orleans Parish, Louisiana",551,108,252,84,283,102,0,12,16,24,0,12,0,12,0,12,0,12,0,12
1500000US220710097001,2.21E+11,"Block Group 1, Census Tract 97, Orleans Parish, Louisiana",817,184,502,101,219,154,0,12,82,85,0,12,9,14,5,12,0,12,5,12
1500000US220710097002,2.21E+11,"Block Group 2, Census Tract 97, Orleans Parish, Louisiana",849,165,177,60,528,158,0,12,0,12,0,12,111,158,33,44,5,9,28,43
1500000US220710099001,2.21E+11,"Block Group 1, Census Tract 99, Orleans Parish, Louisiana",1209,257,956,182,186,145,0,12,45,49,0,12,10,17,12,19,0,12,12,19
1500000US220710099002,2.21E+11,"Block Group 2, Census Tract 99, Orleans Parish, Louisiana",942,198,806,213,95,84,0,12,13,20,0,12,0,12,28,31,11,16,17,26
1500000US220710099003,2.21E+11,"Block Group 3, Census Tract 99, Orleans Parish, Louisiana",929,180,797,166,109,76,0,12,0,12,1,3,0,12,22,22,2,5,20,22
1500000US220710100001,2.21E+11,"Block Group 1, Census Tract 100, Orleans Parish, Louisiana",467,322,43,62,424,309,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710100002,2.21E+11,"Block Group 2, Census Tract 100, Orleans Parish, Louisiana",541,181,44,71,497,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710100003,2.21E+11,"Block Group 3, Census Tract 100, Orleans Parish, Louisiana",547,137,287,88,230,111,0,12,7,10,0,12,23,36,0,12,0,12,0,12
1500000US220710100004,2.21E+11,"Block Group 4, Census Tract 100, Orleans Parish, Louisiana",356,138,0,12,356,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710101001,2.21E+11,"Block Group 1, Census Tract 101, Orleans Parish, Louisiana",583,230,263,86,290,196,0,12,30,47,0,12,0,12,0,12,0,12,0,12
1500000US220710101002,2.21E+11,"Block Group 2, Census Tract 101, Orleans Parish, Louisiana",1304,245,1151,238,125,99,13,21,5,9,0,12,0,12,10,15,0,12,10,15
1500000US220710102001,2.21E+11,"Block Group 1, Census Tract 102, Orleans Parish, Louisiana",264,96,0,12,264,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710102002,2.21E+11,"Block Group 2, Census Tract 102, Orleans Parish, Louisiana",245,148,19,20,207,149,0,12,0,12,0,12,0,12,19,22,6,9,13,20
1500000US220710102003,2.21E+11,"Block Group 3, Census Tract 102, Orleans Parish, Louisiana",195,99,38,46,144,91,0,12,0,12,0,12,0,12,13,22,0,12,13,22
1500000US220710102004,2.21E+11,"Block Group 4, Census Tract 102, Orleans Parish, Louisiana",306,117,110,71,191,127,0,12,0,12,0,12,0,12,5,8,0,12,5,8
1500000US220710102005,2.21E+11,"Block Group 5, Census Tract 102, Orleans Parish, Louisiana",468,170,36,37,426,169,5,11,1,2,0,12,0,12,0,12,0,12,0,12
1500000US220710103001,2.21E+11,"Block Group 1, Census Tract 103, Orleans Parish, Louisiana",614,223,13,20,601,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710103002,2.21E+11,"Block Group 2, Census Tract 103, Orleans Parish, Louisiana",996,261,11,17,985,260,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710103003,2.21E+11,"Block Group 3, Census Tract 103, Orleans Parish, Louisiana",869,294,139,66,647,278,13,21,0,12,0,12,4,16,66,97,0,12,66,97
1500000US220710103004,2.21E+11,"Block Group 4, Census Tract 103, Orleans Parish, Louisiana",388,188,116,120,272,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710106001,2.21E+11,"Block Group 1, Census Tract 106, Orleans Parish, Louisiana",699,195,434,116,260,170,0,12,0,12,0,12,5,8,0,12,0,12,0,12
1500000US220710106002,2.21E+11,"Block Group 2, Census Tract 106, Orleans Parish, Louisiana",600,132,330,110,170,74,0,12,0,12,0,12,0,12,100,113,0,12,100,113
1500000US220710107001,2.21E+11,"Block Group 1, Census Tract 107, Orleans Parish, Louisiana",533,128,446,127,62,63,0,12,18,23,0,12,0,12,7,11,0,12,7,11
1500000US220710107002,2.21E+11,"Block Group 2, Census Tract 107, Orleans Parish, Louisiana",1158,181,820,168,226,102,0,12,24,30,0,12,5,8,83,101,0,12,83,101
1500000US220710108001,2.21E+11,"Block Group 1, Census Tract 108, Orleans Parish, Louisiana",363,107,268,90,26,29,18,27,35,55,0,12,16,24,0,12,0,12,0,12
1500000US220710108002,2.21E+11,"Block Group 2, Census Tract 108, Orleans Parish, Louisiana",957,144,897,146,55,48,0,12,5,10,0,12,0,12,0,12,0,12,0,12
1500000US220710109001,2.21E+11,"Block Group 1, Census Tract 109, Orleans Parish, Louisiana",842,447,147,84,695,456,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710109002,2.21E+11,"Block Group 2, Census Tract 109, Orleans Parish, Louisiana",1100,216,754,196,299,125,0,12,47,57,0,12,0,12,0,12,0,12,0,12
1500000US220710109003,2.21E+11,"Block Group 3, Census Tract 109, Orleans Parish, Louisiana",831,211,750,213,40,61,0,12,41,44,0,12,0,12,0,12,0,12,0,12
1500000US220710109004,2.21E+11,"Block Group 4, Census Tract 109, Orleans Parish, Louisiana",734,244,293,172,413,210,0,12,0,12,0,12,7,14,21,34,0,12,21,34
1500000US220710111001,2.21E+11,"Block Group 1, Census Tract 111, Orleans Parish, Louisiana",419,134,109,97,249,97,27,46,0,12,0,12,25,32,9,12,1,2,8,11
1500000US220710111002,2.21E+11,"Block Group 2, Census Tract 111, Orleans Parish, Louisiana",604,172,177,82,417,168,0,12,0,12,0,12,0,12,10,12,0,12,10,12
1500000US220710111003,2.21E+11,"Block Group 3, Census Tract 111, Orleans Parish, Louisiana",461,174,130,81,301,172,0,12,0,12,0,12,6,10,24,29,6,11,18,27
1500000US220710112001,2.21E+11,"Block Group 1, Census Tract 112, Orleans Parish, Louisiana",599,135,459,109,55,56,0,12,30,30,0,12,33,53,22,28,0,12,22,28
1500000US220710112002,2.21E+11,"Block Group 2, Census Tract 112, Orleans Parish, Louisiana",981,170,460,93,415,160,6,9,51,38,0,12,0,12,49,45,0,12,49,45
1500000US220710114001,2.21E+11,"Block Group 1, Census Tract 114, Orleans Parish, Louisiana",947,182,902,175,6,10,0,12,18,51,0,12,0,12,21,33,0,12,21,33
1500000US220710114002,2.21E+11,"Block Group 2, Census Tract 114, Orleans Parish, Louisiana",886,143,847,145,30,42,0,12,1,2,0,12,8,12,0,12,0,12,0,12
1500000US220710115001,2.21E+11,"Block Group 1, Census Tract 115, Orleans Parish, Louisiana",545,109,545,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710115002,2.21E+11,"Block Group 2, Census Tract 115, Orleans Parish, Louisiana",802,190,700,201,69,48,0,12,13,21,0,12,0,12,20,22,0,12,20,22
1500000US220710116001,2.21E+11,"Block Group 1, Census Tract 116, Orleans Parish, Louisiana",704,126,635,115,0,12,0,12,32,35,0,12,0,12,37,51,0,12,37,51
1500000US220710116002,2.21E+11,"Block Group 2, Census Tract 116, Orleans Parish, Louisiana",738,135,650,111,42,76,0,12,36,32,8,14,0,12,2,5,0,12,2,5
1500000US220710117001,2.21E+11,"Block Group 1, Census Tract 117, Orleans Parish, Louisiana",514,204,450,167,0,12,0,12,0,12,0,12,0,12,64,84,0,12,64,84
1500000US220710117002,2.21E+11,"Block Group 2, Census Tract 117, Orleans Parish, Louisiana",459,111,436,109,0,12,0,12,23,33,0,12,0,12,0,12,0,12,0,12
1500000US220710117003,2.21E+11,"Block Group 3, Census Tract 117, Orleans Parish, Louisiana",648,213,633,213,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12
1500000US220710117004,2.21E+11,"Block Group 4, Census Tract 117, Orleans Parish, Louisiana",884,209,870,208,14,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710119001,2.21E+11,"Block Group 1, Census Tract 119, Orleans Parish, Louisiana",569,174,522,160,30,33,0,12,9,18,0,12,0,12,8,13,8,13,0,12
1500000US220710119002,2.21E+11,"Block Group 2, Census Tract 119, Orleans Parish, Louisiana",775,244,705,253,21,23,0,12,37,38,0,12,8,12,4,8,4,8,0,12
1500000US220710119003,2.21E+11,"Block Group 3, Census Tract 119, Orleans Parish, Louisiana",538,199,473,167,65,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710120001,2.21E+11,"Block Group 1, Census Tract 120, Orleans Parish, Louisiana",977,112,850,121,73,90,14,21,20,20,0,12,10,15,10,15,0,12,10,15
1500000US220710120002,2.21E+11,"Block Group 2, Census Tract 120, Orleans Parish, Louisiana",542,146,475,120,39,28,0,12,0,12,0,12,5,8,23,33,0,12,23,33
1500000US220710121011,2.21E+11,"Block Group 1, Census Tract 121.01, Orleans Parish, Louisiana",1121,196,904,163,67,45,0,12,60,45,0,12,5,8,85,68,0,12,85,68
1500000US220710121012,2.21E+11,"Block Group 2, Census Tract 121.01, Orleans Parish, Louisiana",2227,313,1817,252,119,108,0,12,181,94,21,29,0,12,89,64,8,17,81,62
1500000US220710121021,2.21E+11,"Block Group 1, Census Tract 121.02, Orleans Parish, Louisiana",1908,444,1457,264,245,179,11,15,120,79,0,12,0,12,75,54,48,49,27,25
1500000US220710121022,2.21E+11,"Block Group 2, Census Tract 121.02, Orleans Parish, Louisiana",1550,427,1009,371,325,136,0,12,41,35,0,12,20,28,155,103,43,59,112,85
1500000US220710121023,2.21E+11,"Block Group 3, Census Tract 121.02, Orleans Parish, Louisiana",716,195,620,191,46,64,0,12,11,17,0,12,14,21,25,38,25,38,0,12
1500000US220710122001,2.21E+11,"Block Group 1, Census Tract 122, Orleans Parish, Louisiana",1289,255,956,178,195,106,25,41,13,15,0,12,59,88,41,39,0,12,41,39
1500000US220710122002,2.21E+11,"Block Group 2, Census Tract 122, Orleans Parish, Louisiana",1037,202,986,205,33,32,0,12,18,26,0,12,0,12,0,12,0,12,0,12
1500000US220710123001,2.21E+11,"Block Group 1, Census Tract 123, Orleans Parish, Louisiana",477,183,27,23,450,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710123002,2.21E+11,"Block Group 2, Census Tract 123, Orleans Parish, Louisiana",648,190,314,124,254,109,0,12,0,12,0,12,23,46,57,90,0,12,57,90
1500000US220710123003,2.21E+11,"Block Group 3, Census Tract 123, Orleans Parish, Louisiana",898,199,648,122,229,144,0,12,0,12,0,12,8,15,13,21,0,12,13,21
1500000US220710124001,2.21E+11,"Block Group 1, Census Tract 124, Orleans Parish, Louisiana",640,297,174,78,432,282,0,12,8,12,0,12,14,20,12,17,0,12,12,17
1500000US220710124002,2.21E+11,"Block Group 2, Census Tract 124, Orleans Parish, Louisiana",1110,206,736,205,362,175,0,12,0,12,0,12,0,12,12,14,0,12,12,14
1500000US220710125001,2.21E+11,"Block Group 1, Census Tract 125, Orleans Parish, Louisiana",448,83,379,75,16,19,0,12,41,37,0,12,0,12,12,17,0,12,12,17
1500000US220710125002,2.21E+11,"Block Group 2, Census Tract 125, Orleans Parish, Louisiana",1074,212,669,154,274,150,4,7,121,91,0,12,0,12,6,9,0,12,6,9
1500000US220710126001,2.21E+11,"Block Group 1, Census Tract 126, Orleans Parish, Louisiana",634,129,550,131,58,49,0,12,20,25,0,12,0,12,6,9,0,12,6,9
1500000US220710126002,2.21E+11,"Block Group 2, Census Tract 126, Orleans Parish, Louisiana",658,129,491,129,76,46,8,12,55,35,0,12,0,12,28,25,0,12,28,25
1500000US220710126003,2.21E+11,"Block Group 3, Census Tract 126, Orleans Parish, Louisiana",588,139,536,133,0,12,0,12,24,27,0,12,7,10,21,18,0,12,21,18
1500000US220710127001,2.21E+11,"Block Group 1, Census Tract 127, Orleans Parish, Louisiana",657,165,479,163,157,91,9,14,0,12,0,12,0,12,12,19,0,12,12,19
1500000US220710127002,2.21E+11,"Block Group 2, Census Tract 127, Orleans Parish, Louisiana",482,186,317,160,165,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710127003,2.21E+11,"Block Group 3, Census Tract 127, Orleans Parish, Louisiana",554,274,340,137,214,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US220710127004,2.21E+11,"Block Group 4, Census Tract 127, Orleans Parish, Louisiana",531,105,508,108,11,17,0,12,0,12,0,12,12,17,0,12,0,12,0,12
1500000US220710128001,2.21E+11,"Block Group 1, Census Tract 128, Orleans Parish, Louisiana",727,257,436,199,230,116,0,12,32,22,0,12,14,18,15,22,9,18,6,12
1500000US220710128002,2.21E+11,"Block Group 2, Census Tract 128, Orleans Parish, Louisiana",774,164,575,124,86,74,0,12,77,69,0,12,0,12,36,47,36,47,0,12
1500000US220710128003,2.21E+11,"Block Group 3, Census Tract 128, Orleans Parish, Louisiana",839,153,636,115,126,67,12,20,23,27,0,12,12,14,30,50,0,12,30,50
